parcel_id,project_id,survey_number,village,land_area_acres,land_use_type,ownership_type,owner_count,ownership_verified,ownership_conflict,document_status,acquisition_status,possession_status,compensation_status,legal_dispute_flag
PARCEL-0000176,LG-000018,Sy.No 104/1A,Shivpur (Srikakulam),1143.32,Agricultural,Private,3,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0000177,LG-000018,Sy.No 105/4D,Fatehpur (Srikakulam),1143.32,Commercial,Government,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0000178,LG-000018,Sy.No 106/1A,Sultanpur (Srikakulam),1143.32,Agricultural,Private,5,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0000179,LG-000019,Sy.No 101/3C,Kishanpur (Tirupati),17.12,Residential,Private,3,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000180,LG-000019,Sy.No 102/2B,Chandpur (Tirupati),17.12,Agricultural,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000181,LG-000019,Sy.No 103/3C,Kalyanpur (Tirupati),17.12,Agricultural,Government,4,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000182,LG-000019,Sy.No 104/2B,Govindpur (Tirupati),17.12,Barren,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000183,LG-000019,Sy.No 105/2B,Anandpur (Tirupati),17.12,Agricultural,Government,5,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000184,LG-000020,Sy.No 101/1A,Fatehpur (Visakhapatnam),144.4,Residential,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000185,LG-000020,Sy.No 102/2B,Sultanpur (Visakhapatnam),144.4,Barren,Private,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0000186,LG-000020,Sy.No 103/1A,Chandpur (Visakhapatnam),144.4,Agricultural,Private,4,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000187,LG-000020,Sy.No 104/4D,Sultanpur (Visakhapatnam),144.4,Barren,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000188,LG-000020,Sy.No 105/3C,Kishanpur (Visakhapatnam),144.4,Agricultural,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000189,LG-000020,Sy.No 106/2B,Govindpur (Visakhapatnam),144.4,Agricultural,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000190,LG-000020,Sy.No 107/4D,Chandpur (Visakhapatnam),144.4,Commercial,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000191,LG-000020,Sy.No 108/2B,Bhavanipur (Visakhapatnam),144.4,Barren,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000192,LG-000020,Sy.No 109/1A,Chandpur (Visakhapatnam),144.4,Commercial,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000193,LG-000020,Sy.No 110/2B,Madhavpur (Visakhapatnam),144.4,Commercial,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000194,LG-000020,Sy.No 111/3C,Madhavpur (Visakhapatnam),144.4,Residential,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000195,LG-000020,Sy.No 112/4D,Shivpur (Visakhapatnam),144.4,Barren,Government,5,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000196,LG-000020,Sy.No 113/3C,Madhavpur (Visakhapatnam),144.4,Agricultural,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000197,LG-000020,Sy.No 114/4D,Govindpur (Visakhapatnam),144.4,Agricultural,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000198,LG-000021,Sy.No 101/4D,Nandpur (Vizianagaram),700.75,Residential,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000199,LG-000021,Sy.No 102/4D,Nandpur (Vizianagaram),700.75,Commercial,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000200,LG-000021,Sy.No 103/3C,Madhavpur (Vizianagaram),700.75,Commercial,Government,5,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0000201,LG-000021,Sy.No 104/3C,Kishanpur (Vizianagaram),700.75,Barren,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000202,LG-000021,Sy.No 105/2B,Madhavpur (Vizianagaram),700.75,Commercial,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000203,LG-000021,Sy.No 106/1A,Gopalpur (Vizianagaram),700.75,Agricultural,Community,4,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000204,LG-000021,Sy.No 107/3C,Fatehpur (Vizianagaram),700.75,Agricultural,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000205,LG-000021,Sy.No 108/1A,Anandpur (Vizianagaram),700.75,Agricultural,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000206,LG-000021,Sy.No 109/1A,Gopalpur (Vizianagaram),700.75,Residential,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000207,LG-000021,Sy.No 110/3C,Nandpur (Vizianagaram),700.75,Barren,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000208,LG-000021,Sy.No 111/3C,Nandpur (Vizianagaram),700.75,Barren,Government,3,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0000209,LG-000022,Sy.No 101/3C,Fatehpur (West Godavari),616.67,Residential,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000210,LG-000022,Sy.No 102/2B,Shivpur (West Godavari),616.67,Barren,Private,4,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0000211,LG-000022,Sy.No 103/2B,Fatehpur (West Godavari),616.67,Commercial,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000212,LG-000022,Sy.No 104/2B,Devpur (West Godavari),616.67,Residential,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000213,LG-000022,Sy.No 105/1A,Nandpur (West Godavari),616.67,Barren,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000214,LG-000022,Sy.No 106/2B,Kalyanpur (West Godavari),616.67,Residential,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000215,LG-000022,Sy.No 107/2B,Govindpur (West Godavari),616.67,Barren,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000216,LG-000022,Sy.No 108/1A,Bhavanipur (West Godavari),616.67,Commercial,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000217,LG-000022,Sy.No 109/2B,Kalyanpur (West Godavari),616.67,Agricultural,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000218,LG-000022,Sy.No 110/1A,Chandpur (West Godavari),616.67,Barren,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000219,LG-000022,Sy.No 111/4D,Chandpur (West Godavari),616.67,Barren,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000220,LG-000022,Sy.No 112/3C,Nandpur (West Godavari),616.67,Barren,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000221,LG-000022,Sy.No 113/2B,Bhavanipur (West Godavari),616.67,Agricultural,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000222,LG-000022,Sy.No 114/2B,Gopalpur (West Godavari),616.67,Barren,Community,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000223,LG-000022,Sy.No 115/1A,Shivpur (West Godavari),616.67,Commercial,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000224,LG-000023,Sy.No 101/1A,Kalyanpur (YSR Kadapa),584.26,Barren,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000225,LG-000023,Sy.No 102/3C,Rampur (YSR Kadapa),584.26,Agricultural,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000226,LG-000023,Sy.No 103/4D,Haripur (YSR Kadapa),584.26,Barren,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000227,LG-000023,Sy.No 104/2B,Gopalpur (YSR Kadapa),584.26,Commercial,Government,5,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0000228,LG-000023,Sy.No 105/3C,Govindpur (YSR Kadapa),584.26,Agricultural,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000229,LG-000023,Sy.No 106/3C,Shivpur (YSR Kadapa),584.26,Residential,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000230,LG-000023,Sy.No 107/4D,Nandpur (YSR Kadapa),584.26,Commercial,Government,5,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000231,LG-000023,Sy.No 108/4D,Fatehpur (YSR Kadapa),584.26,Commercial,Community,4,0,1,Verified,Transferred,In Progress,Pending,1
PARCEL-0000232,LG-000023,Sy.No 109/1A,Devpur (YSR Kadapa),584.26,Barren,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000233,LG-000023,Sy.No 110/1A,Govindpur (YSR Kadapa),584.26,Commercial,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000234,LG-000024,Sy.No 101/4D,Fatehpur (Dr. B.R. Ambedkar Konaseema),552.03,Agricultural,Government,3,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0000235,LG-000024,Sy.No 102/2B,Rampur (Dr. B.R. Ambedkar Konaseema),552.03,Barren,Community,1,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000236,LG-000024,Sy.No 103/1A,Sultanpur (Dr. B.R. Ambedkar Konaseema),552.03,Agricultural,Government,2,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0000237,LG-000024,Sy.No 104/3C,Fatehpur (Dr. B.R. Ambedkar Konaseema),552.03,Barren,Community,4,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0000238,LG-000024,Sy.No 105/3C,Haripur (Dr. B.R. Ambedkar Konaseema),552.03,Commercial,Government,5,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0000239,LG-000024,Sy.No 106/4D,Chandpur (Dr. B.R. Ambedkar Konaseema),552.03,Agricultural,Government,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0000240,LG-000024,Sy.No 107/4D,Fatehpur (Dr. B.R. Ambedkar Konaseema),552.03,Agricultural,Government,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000241,LG-000024,Sy.No 108/2B,Shivpur (Dr. B.R. Ambedkar Konaseema),552.03,Agricultural,Community,5,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0000242,LG-000024,Sy.No 109/4D,Haripur (Dr. B.R. Ambedkar Konaseema),552.03,Commercial,Community,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0000243,LG-000025,Sy.No 101/3C,Kalyanpur (Kurnool),221.0,Commercial,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000244,LG-000025,Sy.No 102/1A,Gopalpur (Kurnool),221.0,Residential,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000245,LG-000025,Sy.No 103/4D,Nandpur (Kurnool),221.0,Agricultural,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000246,LG-000025,Sy.No 104/4D,Shivpur (Kurnool),221.0,Commercial,Private,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0000247,LG-000025,Sy.No 105/3C,Fatehpur (Kurnool),221.0,Commercial,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000248,LG-000025,Sy.No 106/1A,Nandpur (Kurnool),221.0,Barren,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000249,LG-000025,Sy.No 107/3C,Bhavanipur (Kurnool),221.0,Residential,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000250,LG-000025,Sy.No 108/1A,Kishanpur (Kurnool),221.0,Commercial,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000251,LG-000026,Sy.No 101/4D,Chandpur (Anjaw),190.48,Commercial,Private,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0000252,LG-000026,Sy.No 102/4D,Kishanpur (Anjaw),190.48,Residential,Private,3,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0000253,LG-000026,Sy.No 103/3C,Haripur (Anjaw),190.48,Agricultural,Government,3,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000254,LG-000026,Sy.No 104/2B,Fatehpur (Anjaw),190.48,Residential,Private,4,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0000255,LG-000026,Sy.No 105/4D,Nandpur (Anjaw),190.48,Commercial,Government,4,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0000256,LG-000026,Sy.No 106/3C,Kalyanpur (Anjaw),190.48,Commercial,Community,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0000257,LG-000026,Sy.No 107/4D,Chandpur (Anjaw),190.48,Agricultural,Government,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000258,LG-000026,Sy.No 108/2B,Shivpur (Anjaw),190.48,Barren,Community,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000259,LG-000026,Sy.No 109/2B,Kalyanpur (Anjaw),190.48,Commercial,Government,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0000260,LG-000026,Sy.No 110/1A,Kalyanpur (Anjaw),190.48,Residential,Community,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000261,LG-000026,Sy.No 111/3C,Anandpur (Anjaw),190.48,Barren,Government,1,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000262,LG-000026,Sy.No 112/4D,Devpur (Anjaw),190.48,Agricultural,Community,1,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0000263,LG-000026,Sy.No 113/1A,Bhavanipur (Anjaw),190.48,Agricultural,Private,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000264,LG-000026,Sy.No 114/3C,Kishanpur (Anjaw),190.48,Commercial,Government,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000265,LG-000026,Sy.No 115/2B,Sultanpur (Anjaw),190.48,Barren,Community,1,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0000266,LG-000027,Sy.No 101/2B,Kalyanpur (Changlang),294.59,Commercial,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000267,LG-000027,Sy.No 102/3C,Bhavanipur (Changlang),294.59,Commercial,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000268,LG-000027,Sy.No 103/2B,Bhavanipur (Changlang),294.59,Barren,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000269,LG-000027,Sy.No 104/4D,Haripur (Changlang),294.59,Commercial,Government,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000270,LG-000027,Sy.No 105/3C,Fatehpur (Changlang),294.59,Commercial,Community,2,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000271,LG-000028,Sy.No 101/2B,Haripur (Dibang Valley),1523.18,Residential,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000272,LG-000028,Sy.No 102/4D,Rampur (Dibang Valley),1523.18,Commercial,Community,2,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000273,LG-000028,Sy.No 103/1A,Rampur (Dibang Valley),1523.18,Commercial,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000274,LG-000028,Sy.No 104/3C,Gopalpur (Dibang Valley),1523.18,Commercial,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000275,LG-000028,Sy.No 105/1A,Nandpur (Dibang Valley),1523.18,Commercial,Government,2,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0000276,LG-000028,Sy.No 106/3C,Kalyanpur (Dibang Valley),1523.18,Barren,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000277,LG-000029,Sy.No 101/1A,Madhavpur (East Kameng),585.35,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000278,LG-000029,Sy.No 102/1A,Shivpur (East Kameng),585.35,Residential,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000279,LG-000029,Sy.No 103/2B,Devpur (East Kameng),585.35,Commercial,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000280,LG-000029,Sy.No 104/3C,Anandpur (East Kameng),585.35,Barren,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000281,LG-000029,Sy.No 105/2B,Kalyanpur (East Kameng),585.35,Barren,Community,2,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0000282,LG-000029,Sy.No 106/2B,Chandpur (East Kameng),585.35,Barren,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000283,LG-000029,Sy.No 107/2B,Gopalpur (East Kameng),585.35,Commercial,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000284,LG-000029,Sy.No 108/1A,Sultanpur (East Kameng),585.35,Commercial,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000285,LG-000029,Sy.No 109/2B,Fatehpur (East Kameng),585.35,Residential,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000286,LG-000029,Sy.No 110/2B,Sultanpur (East Kameng),585.35,Agricultural,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000287,LG-000030,Sy.No 101/4D,Kishanpur (East Siang),43.89,Barren,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000288,LG-000030,Sy.No 102/4D,Fatehpur (East Siang),43.89,Barren,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000289,LG-000030,Sy.No 103/1A,Shivpur (East Siang),43.89,Commercial,Community,5,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0000290,LG-000030,Sy.No 104/3C,Devpur (East Siang),43.89,Residential,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000291,LG-000030,Sy.No 105/1A,Kishanpur (East Siang),43.89,Barren,Government,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0000292,LG-000030,Sy.No 106/3C,Fatehpur (East Siang),43.89,Barren,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000293,LG-000030,Sy.No 107/4D,Gopalpur (East Siang),43.89,Agricultural,Community,2,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000294,LG-000030,Sy.No 108/3C,Devpur (East Siang),43.89,Agricultural,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000295,LG-000030,Sy.No 109/4D,Sultanpur (East Siang),43.89,Residential,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000296,LG-000030,Sy.No 110/1A,Sultanpur (East Siang),43.89,Residential,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000297,LG-000030,Sy.No 111/3C,Sultanpur (East Siang),43.89,Agricultural,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000298,LG-000030,Sy.No 112/2B,Chandpur (East Siang),43.89,Agricultural,Government,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000299,LG-000030,Sy.No 113/4D,Rampur (East Siang),43.89,Residential,Private,3,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0000300,LG-000030,Sy.No 114/2B,Fatehpur (East Siang),43.89,Commercial,Private,1,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0000301,LG-000030,Sy.No 115/2B,Kalyanpur (East Siang),43.89,Residential,Community,2,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000302,LG-000031,Sy.No 101/4D,Nandpur (Kamle),827.41,Commercial,Community,4,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000303,LG-000031,Sy.No 102/1A,Govindpur (Kamle),827.41,Commercial,Community,2,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0000304,LG-000031,Sy.No 103/4D,Bhavanipur (Kamle),827.41,Agricultural,Private,4,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0000305,LG-000031,Sy.No 104/4D,Devpur (Kamle),827.41,Residential,Community,2,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000306,LG-000031,Sy.No 105/2B,Chandpur (Kamle),827.41,Residential,Private,1,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0000307,LG-000031,Sy.No 106/2B,Haripur (Kamle),827.41,Agricultural,Community,2,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0000308,LG-000031,Sy.No 107/1A,Nandpur (Kamle),827.41,Agricultural,Community,2,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000309,LG-000032,Sy.No 101/3C,Gopalpur (Kra Daadi),640.67,Commercial,Government,4,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0000310,LG-000032,Sy.No 102/3C,Haripur (Kra Daadi),640.67,Commercial,Community,2,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0000311,LG-000032,Sy.No 103/4D,Govindpur (Kra Daadi),640.67,Commercial,Government,2,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0000312,LG-000032,Sy.No 104/2B,Chandpur (Kra Daadi),640.67,Residential,Community,2,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000313,LG-000032,Sy.No 105/1A,Kishanpur (Kra Daadi),640.67,Barren,Government,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0000314,LG-000032,Sy.No 106/1A,Govindpur (Kra Daadi),640.67,Commercial,Community,4,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000315,LG-000032,Sy.No 107/2B,Devpur (Kra Daadi),640.67,Barren,Government,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000316,LG-000032,Sy.No 108/2B,Devpur (Kra Daadi),640.67,Barren,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0000317,LG-000032,Sy.No 109/3C,Devpur (Kra Daadi),640.67,Agricultural,Private,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0000318,LG-000032,Sy.No 110/2B,Rampur (Kra Daadi),640.67,Agricultural,Community,2,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0000319,LG-000032,Sy.No 111/4D,Chandpur (Kra Daadi),640.67,Agricultural,Government,1,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0000320,LG-000033,Sy.No 101/3C,Nandpur (Kurung Kumey),1399.55,Residential,Government,5,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0000321,LG-000033,Sy.No 102/1A,Kalyanpur (Kurung Kumey),1399.55,Commercial,Private,5,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0000322,LG-000033,Sy.No 103/4D,Kishanpur (Kurung Kumey),1399.55,Barren,Government,1,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0000323,LG-000033,Sy.No 104/1A,Shivpur (Kurung Kumey),1399.55,Barren,Private,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0000324,LG-000033,Sy.No 105/1A,Sultanpur (Kurung Kumey),1399.55,Commercial,Government,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0000325,LG-000033,Sy.No 106/4D,Kalyanpur (Kurung Kumey),1399.55,Barren,Private,2,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0000326,LG-000034,Sy.No 101/3C,Nandpur (Lepa Rada),296.45,Agricultural,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000327,LG-000034,Sy.No 102/1A,Madhavpur (Lepa Rada),296.45,Commercial,Private,3,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0000328,LG-000034,Sy.No 103/1A,Devpur (Lepa Rada),296.45,Agricultural,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000329,LG-000034,Sy.No 104/3C,Kishanpur (Lepa Rada),296.45,Commercial,Community,2,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0000330,LG-000034,Sy.No 105/4D,Kalyanpur (Lepa Rada),296.45,Agricultural,Government,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000331,LG-000034,Sy.No 106/3C,Sultanpur (Lepa Rada),296.45,Agricultural,Community,4,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0000332,LG-000034,Sy.No 107/3C,Gopalpur (Lepa Rada),296.45,Barren,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000333,LG-000034,Sy.No 108/3C,Fatehpur (Lepa Rada),296.45,Residential,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000334,LG-000034,Sy.No 109/4D,Kishanpur (Lepa Rada),296.45,Residential,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0000335,LG-000034,Sy.No 110/2B,Fatehpur (Lepa Rada),296.45,Commercial,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0000336,LG-000034,Sy.No 111/2B,Kalyanpur (Lepa Rada),296.45,Residential,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0000337,LG-000034,Sy.No 112/1A,Shivpur (Lepa Rada),296.45,Agricultural,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
