admin_id,project_id,department,officer_workload,active_case_count,pending_case_count,staff_available,average_processing_days,approval_backlog,historical_delay_rate,coordination_score
ADM-0000324,LG-000089,Revenue Department,Medium,36,24,12,23,10,0.11,6.7
ADM-0000325,LG-000089,Land Records Cell,Medium,45,13,15,21,5,0.1,7.6
ADM-0000326,LG-000090,Revenue Department,Medium,21,12,15,12,5,0.24,9.5
ADM-0000327,LG-000090,Land Records Cell,Medium,18,21,8,17,0,0.13,9.5
ADM-0000328,LG-000090,Environmental Cell,Medium,18,24,8,22,2,0.32,8.8
ADM-0000329,LG-000090,Public Works Dept,Medium,48,7,9,15,1,0.2,9.6
ADM-0000330,LG-000091,Revenue Department,Medium,41,16,12,22,5,0.33,7.8
ADM-0000331,LG-000091,Land Records Cell,Medium,40,18,6,26,7,0.2,8.4
ADM-0000332,LG-000091,Environmental Cell,Medium,20,10,6,36,9,0.14,7.7
ADM-0000333,LG-000092,Revenue Department,High,25,23,12,120,34,0.74,2.5
ADM-0000334,LG-000092,Land Records Cell,High,20,17,8,63,13,0.61,4.3
ADM-0000335,LG-000092,Environmental Cell,High,40,15,10,50,12,0.71,3.6
ADM-0000336,LG-000093,Revenue Department,High,10,16,13,73,12,0.85,4.6
ADM-0000337,LG-000093,Land Records Cell,High,15,6,7,115,40,0.5,4.3
ADM-0000338,LG-000093,Environmental Cell,High,25,5,15,100,25,0.82,3.8
ADM-0000339,LG-000093,Public Works Dept,High,49,21,6,62,13,0.65,5.0
ADM-0000340,LG-000093,Irrigation Department,High,29,9,12,99,29,0.5,5.0
ADM-0000341,LG-000094,Revenue Department,Medium,32,21,5,31,4,0.2,9.1
ADM-0000342,LG-000094,Land Records Cell,Medium,45,28,15,17,10,0.33,7.7
ADM-0000343,LG-000094,Environmental Cell,Medium,45,18,12,15,6,0.3,7.2
ADM-0000344,LG-000094,Public Works Dept,Medium,35,14,10,20,3,0.1,9.3
ADM-0000345,LG-000094,Irrigation Department,Medium,39,20,7,26,7,0.05,8.2
ADM-0000346,LG-000095,Revenue Department,High,17,29,2,90,14,0.65,4.0
ADM-0000347,LG-000095,Land Records Cell,High,41,5,9,82,21,0.78,4.2
ADM-0000348,LG-000095,Environmental Cell,High,15,16,15,70,11,0.51,3.0
ADM-0000349,LG-000095,Public Works Dept,High,10,30,4,45,14,0.75,3.1
ADM-0000350,LG-000095,Irrigation Department,High,43,12,10,108,27,0.68,4.7
ADM-0000351,LG-000096,Revenue Department,High,40,15,12,102,26,0.68,4.4
ADM-0000352,LG-000096,Land Records Cell,High,43,25,6,118,25,0.8,3.7
ADM-0000353,LG-000097,Revenue Department,Medium,12,25,4,17,7,0.16,7.8
ADM-0000354,LG-000097,Land Records Cell,Medium,47,26,8,29,2,0.28,8.4
ADM-0000355,LG-000097,Environmental Cell,Medium,24,12,10,22,1,0.22,6.8
ADM-0000356,LG-000098,Revenue Department,Medium,13,11,13,23,3,0.13,8.7
ADM-0000357,LG-000098,Land Records Cell,Medium,23,25,11,18,6,0.2,8.5
ADM-0000358,LG-000098,Environmental Cell,Medium,25,12,3,27,1,0.25,7.0
ADM-0000359,LG-000099,Revenue Department,High,25,29,15,51,36,0.66,4.8
ADM-0000360,LG-000099,Land Records Cell,High,21,7,10,85,14,0.61,2.6
ADM-0000361,LG-000099,Environmental Cell,High,15,7,6,96,12,0.49,2.3
ADM-0000362,LG-000099,Public Works Dept,High,32,16,5,51,40,0.43,2.7
ADM-0000363,LG-000099,Irrigation Department,High,22,6,14,84,19,0.4,3.3
ADM-0000364,LG-000100,Revenue Department,High,45,12,11,90,38,0.44,4.2
ADM-0000365,LG-000100,Land Records Cell,High,40,11,12,52,36,0.65,4.2
ADM-0000366,LG-000100,Environmental Cell,High,18,26,13,95,25,0.4,3.7
ADM-0000367,LG-000101,Revenue Department,Medium,27,19,9,23,5,0.16,7.6
ADM-0000368,LG-000101,Land Records Cell,Medium,12,20,2,21,5,0.14,8.5
ADM-0000369,LG-000101,Environmental Cell,Medium,23,25,15,19,3,0.35,7.9
ADM-0000370,LG-000101,Public Works Dept,Medium,40,26,9,13,5,0.31,9.1
ADM-0000371,LG-000101,Irrigation Department,Medium,21,9,13,10,9,0.13,8.5
ADM-0000372,LG-000102,Revenue Department,High,12,28,11,46,23,0.7,3.4
ADM-0000373,LG-000102,Land Records Cell,High,16,22,5,104,22,0.46,3.8
ADM-0000374,LG-000102,Environmental Cell,High,10,20,8,106,32,0.78,3.9
ADM-0000375,LG-000102,Public Works Dept,High,21,8,9,63,11,0.53,3.6
ADM-0000376,LG-000102,Irrigation Department,High,43,17,10,51,31,0.53,3.5
ADM-0000377,LG-000103,Revenue Department,Medium,36,7,5,26,2,0.33,9.1
ADM-0000378,LG-000103,Land Records Cell,Medium,40,6,11,34,7,0.31,9.4
ADM-0000379,LG-000103,Environmental Cell,Medium,38,24,7,24,0,0.28,7.2
ADM-0000380,LG-000104,Revenue Department,Medium,37,6,14,12,4,0.15,9.7
ADM-0000381,LG-000104,Land Records Cell,Medium,19,12,4,22,7,0.07,8.9
ADM-0000382,LG-000105,Revenue Department,High,25,25,15,71,11,0.48,2.7
ADM-0000383,LG-000105,Land Records Cell,High,29,8,15,67,14,0.53,3.4
ADM-0000384,LG-000105,Environmental Cell,High,26,5,12,117,27,0.57,4.1
ADM-0000385,LG-000105,Public Works Dept,High,39,10,2,75,17,0.56,3.0
ADM-0000386,LG-000106,Revenue Department,Medium,28,23,2,26,0,0.25,8.4
ADM-0000387,LG-000106,Land Records Cell,Medium,45,11,11,37,7,0.17,8.0
ADM-0000388,LG-000106,Environmental Cell,Medium,43,21,9,14,4,0.16,7.8
ADM-0000389,LG-000106,Public Works Dept,Medium,10,11,14,35,4,0.12,7.2
ADM-0000390,LG-000107,Revenue Department,Medium,21,25,8,40,4,0.07,9.3
ADM-0000391,LG-000107,Land Records Cell,Medium,11,12,4,23,7,0.16,9.6
ADM-0000392,LG-000108,Revenue Department,High,50,30,8,103,39,0.45,3.1
ADM-0000393,LG-000108,Land Records Cell,High,48,12,9,119,18,0.67,3.9
ADM-0000394,LG-000108,Environmental Cell,High,30,10,4,85,15,0.81,3.2
ADM-0000395,LG-000109,Revenue Department,Medium,30,15,10,31,6,0.3,8.0
ADM-0000396,LG-000109,Land Records Cell,Medium,44,22,10,15,6,0.06,6.8
ADM-0000397,LG-000109,Environmental Cell,Medium,38,13,10,28,0,0.34,6.6
ADM-0000398,LG-000110,Revenue Department,High,50,9,9,46,36,0.59,2.1
ADM-0000399,LG-000110,Land Records Cell,High,35,8,4,66,37,0.47,4.9
ADM-0000400,LG-000111,Revenue Department,High,10,27,3,105,10,0.71,4.3
ADM-0000401,LG-000111,Land Records Cell,High,35,20,15,58,21,0.48,3.4
ADM-0000402,LG-000111,Environmental Cell,High,16,28,2,105,36,0.53,2.9
ADM-0000403,LG-000111,Public Works Dept,High,24,18,10,119,21,0.73,3.8
ADM-0000404,LG-000111,Irrigation Department,High,38,27,4,82,23,0.44,2.2
ADM-0000405,LG-000112,Revenue Department,Medium,18,25,3,16,8,0.26,8.1
ADM-0000406,LG-000112,Land Records Cell,Medium,21,22,9,27,0,0.32,7.9
ADM-0000407,LG-000113,Revenue Department,High,38,8,6,110,21,0.79,4.9
ADM-0000408,LG-000113,Land Records Cell,High,28,7,10,73,29,0.56,2.5
ADM-0000409,LG-000114,Revenue Department,Medium,49,25,4,17,7,0.15,8.9
ADM-0000410,LG-000114,Land Records Cell,Medium,46,20,4,14,8,0.31,7.6
ADM-0000411,LG-000114,Environmental Cell,Medium,44,27,4,31,5,0.22,7.6
ADM-0000412,LG-000115,Revenue Department,Medium,34,13,12,24,7,0.08,6.8
ADM-0000413,LG-000115,Land Records Cell,Medium,43,22,4,38,1,0.3,9.4
ADM-0000414,LG-000115,Environmental Cell,Medium,39,6,12,38,8,0.29,7.4
ADM-0000415,LG-000115,Public Works Dept,Medium,10,20,13,28,1,0.08,7.9
ADM-0000416,LG-000116,Revenue Department,Medium,19,8,7,25,10,0.26,9.1
ADM-0000417,LG-000116,Land Records Cell,Medium,39,24,12,15,6,0.14,7.6
ADM-0000418,LG-000116,Environmental Cell,Medium,19,25,15,24,3,0.24,9.8
ADM-0000419,LG-000116,Public Works Dept,Medium,48,18,10,26,5,0.24,7.4
ADM-0000420,LG-000117,Revenue Department,Medium,34,18,2,38,4,0.23,6.7
ADM-0000421,LG-000117,Land Records Cell,Medium,40,17,6,24,4,0.19,8.9
ADM-0000422,LG-000117,Environmental Cell,Medium,47,8,12,33,1,0.18,7.1
ADM-0000423,LG-000117,Public Works Dept,Medium,17,30,7,11,3,0.27,9.2
ADM-0000424,LG-000118,Revenue Department,High,35,29,8,55,38,0.67,3.0
ADM-0000425,LG-000118,Land Records Cell,High,12,8,8,81,25,0.46,4.9
ADM-0000426,LG-000118,Environmental Cell,High,35,8,9,82,31,0.72,4.7
ADM-0000427,LG-000118,Public Works Dept,High,30,23,2,62,40,0.75,4.1
ADM-0000428,LG-000118,Irrigation Department,High,18,24,14,102,40,0.57,2.4
ADM-0000429,LG-000119,Revenue Department,Medium,28,19,5,31,1,0.34,8.9
ADM-0000430,LG-000119,Land Records Cell,Medium,43,11,14,22,8,0.19,8.0
ADM-0000431,LG-000120,Revenue Department,Medium,21,29,5,24,2,0.18,7.2
ADM-0000432,LG-000120,Land Records Cell,Medium,21,6,7,26,6,0.22,7.9
ADM-0000433,LG-000121,Revenue Department,Medium,22,8,15,24,8,0.31,8.2
ADM-0000434,LG-000121,Land Records Cell,Medium,34,30,6,17,1,0.18,9.0
ADM-0000435,LG-000122,Revenue Department,Medium,11,7,2,21,5,0.29,8.3
ADM-0000436,LG-000122,Land Records Cell,Medium,48,7,3,13,5,0.3,7.1
ADM-0000437,LG-000122,Environmental Cell,Medium,20,17,6,11,0,0.23,7.1
ADM-0000438,LG-000122,Public Works Dept,Medium,25,27,5,40,9,0.18,8.1
ADM-0000439,LG-000123,Revenue Department,High,40,28,13,91,13,0.5,3.3
ADM-0000440,LG-000123,Land Records Cell,High,10,24,14,64,38,0.8,2.4
ADM-0000441,LG-000123,Environmental Cell,High,35,22,11,103,19,0.55,4.8
ADM-0000442,LG-000123,Public Works Dept,High,39,8,6,102,17,0.83,2.5
ADM-0000443,LG-000123,Irrigation Department,High,28,12,3,61,24,0.53,4.4
ADM-0000444,LG-000124,Revenue Department,Medium,18,27,8,26,2,0.31,6.8
ADM-0000445,LG-000124,Land Records Cell,Medium,46,15,8,30,10,0.28,8.5
ADM-0000446,LG-000124,Environmental Cell,Medium,35,14,8,10,7,0.18,8.6
ADM-0000447,LG-000124,Public Works Dept,Medium,48,16,8,32,9,0.26,9.8
ADM-0000448,LG-000124,Irrigation Department,Medium,20,9,2,21,1,0.34,7.7
ADM-0000449,LG-000125,Revenue Department,Medium,25,23,10,37,1,0.07,8.4
ADM-0000450,LG-000125,Land Records Cell,Medium,32,8,8,16,5,0.09,7.4
ADM-0000451,LG-000126,Revenue Department,Medium,14,24,14,36,4,0.22,8.9
ADM-0000452,LG-000126,Land Records Cell,Medium,27,28,4,15,5,0.22,7.6
ADM-0000453,LG-000126,Environmental Cell,Medium,22,11,13,11,5,0.23,7.7
ADM-0000454,LG-000126,Public Works Dept,Medium,16,23,8,16,10,0.26,6.9
ADM-0000455,LG-000127,Revenue Department,High,22,19,10,80,15,0.42,4.7
ADM-0000456,LG-000127,Land Records Cell,High,32,26,12,89,33,0.55,2.7
ADM-0000457,LG-000127,Environmental Cell,High,30,13,6,49,24,0.74,4.8
ADM-0000458,LG-000127,Public Works Dept,High,47,26,8,103,24,0.71,3.5
ADM-0000459,LG-000128,Revenue Department,High,13,23,15,73,14,0.78,4.2
ADM-0000460,LG-000128,Land Records Cell,High,39,5,9,117,14,0.58,2.4
ADM-0000461,LG-000128,Environmental Cell,High,16,27,9,82,16,0.46,3.2
ADM-0000462,LG-000128,Public Works Dept,High,13,11,4,92,11,0.69,2.7
ADM-0000463,LG-000128,Irrigation Department,High,47,14,5,110,39,0.64,4.8
ADM-0000464,LG-000129,Revenue Department,Medium,39,15,2,15,4,0.09,7.2
ADM-0000465,LG-000129,Land Records Cell,Medium,11,6,9,26,10,0.21,8.1
ADM-0000466,LG-000130,Revenue Department,Medium,21,18,5,32,4,0.26,7.1
ADM-0000467,LG-000130,Land Records Cell,Medium,50,10,4,16,3,0.22,8.4
ADM-0000468,LG-000130,Environmental Cell,Medium,43,10,3,20,9,0.29,6.5
ADM-0000469,LG-000130,Public Works Dept,Medium,17,11,15,14,10,0.26,7.5
ADM-0000470,LG-000130,Irrigation Department,Medium,27,21,6,39,5,0.18,9.5
ADM-0000471,LG-000131,Revenue Department,High,20,6,4,81,26,0.53,4.3
ADM-0000472,LG-000131,Land Records Cell,High,32,6,9,80,21,0.41,4.9
ADM-0000473,LG-000131,Environmental Cell,High,48,11,13,76,40,0.48,2.2
ADM-0000474,LG-000131,Public Works Dept,High,47,25,11,104,10,0.46,2.8
ADM-0000475,LG-000132,Revenue Department,Medium,44,7,5,35,7,0.1,8.4
ADM-0000476,LG-000132,Land Records Cell,Medium,19,8,2,29,3,0.16,9.0
ADM-0000477,LG-000133,Revenue Department,Medium,21,11,4,13,6,0.25,6.5
ADM-0000478,LG-000133,Land Records Cell,Medium,33,24,15,32,3,0.1,8.8
ADM-0000479,LG-000134,Revenue Department,Medium,25,24,3,27,8,0.17,8.0
ADM-0000480,LG-000134,Land Records Cell,Medium,20,30,4,25,3,0.15,9.7
ADM-0000481,LG-000134,Environmental Cell,Medium,24,12,15,19,0,0.33,8.6
ADM-0000482,LG-000135,Revenue Department,Medium,14,27,7,28,5,0.1,8.8
ADM-0000483,LG-000135,Land Records Cell,Medium,30,28,11,32,9,0.13,9.7
ADM-0000484,LG-000135,Environmental Cell,Medium,40,27,8,16,7,0.26,8.5
ADM-0000485,LG-000135,Public Works Dept,Medium,20,23,5,10,5,0.14,8.1
ADM-0000486,LG-000135,Irrigation Department,Medium,40,26,15,29,10,0.21,9.2
ADM-0000487,LG-000136,Revenue Department,Medium,20,8,8,40,4,0.22,7.3
ADM-0000488,LG-000136,Land Records Cell,Medium,26,26,4,24,9,0.19,6.7
ADM-0000489,LG-000136,Environmental Cell,Medium,47,14,2,23,9,0.15,8.1
ADM-0000490,LG-000136,Public Works Dept,Medium,20,16,4,31,0,0.1,8.9
ADM-0000491,LG-000136,Irrigation Department,Medium,33,21,11,16,7,0.19,6.9
ADM-0000492,LG-000137,Revenue Department,Medium,14,22,7,16,10,0.34,9.4
ADM-0000493,LG-000137,Land Records Cell,Medium,16,8,12,39,2,0.2,6.8
ADM-0000494,LG-000137,Environmental Cell,Medium,41,30,11,10,3,0.24,7.9
ADM-0000495,LG-000138,Revenue Department,Medium,19,8,5,40,0,0.16,6.9
ADM-0000496,LG-000138,Land Records Cell,Medium,44,25,6,30,2,0.16,6.7
ADM-0000497,LG-000138,Environmental Cell,Medium,15,23,12,11,3,0.28,8.5
ADM-0000498,LG-000139,Revenue Department,Medium,15,13,14,10,0,0.32,7.6
ADM-0000499,LG-000139,Land Records Cell,Medium,24,5,5,38,2,0.2,7.9
ADM-0000500,LG-000139,Environmental Cell,Medium,22,15,12,19,9,0.05,9.7
ADM-0000501,LG-000140,Revenue Department,Medium,40,25,8,21,4,0.11,8.4
ADM-0000502,LG-000140,Land Records Cell,Medium,27,9,15,33,8,0.28,8.9
ADM-0000503,LG-000140,Environmental Cell,Medium,11,11,5,10,8,0.17,7.3
ADM-0000504,LG-000141,Revenue Department,Medium,33,11,9,32,3,0.07,9.1
ADM-0000505,LG-000141,Land Records Cell,Medium,23,19,8,16,1,0.21,7.7
ADM-0000506,LG-000141,Environmental Cell,Medium,35,20,2,25,1,0.18,8.6
ADM-0000507,LG-000141,Public Works Dept,Medium,26,13,10,32,1,0.13,7.5
ADM-0000508,LG-000142,Revenue Department,Medium,33,10,11,40,5,0.06,7.8
ADM-0000509,LG-000142,Land Records Cell,Medium,41,30,6,19,1,0.09,7.1
ADM-0000510,LG-000143,Revenue Department,Medium,15,30,4,25,5,0.12,7.3
ADM-0000511,LG-000143,Land Records Cell,Medium,44,11,11,33,9,0.26,9.8
ADM-0000512,LG-000143,Environmental Cell,Medium,31,25,9,36,8,0.3,9.1
ADM-0000513,LG-000144,Revenue Department,High,42,5,2,78,30,0.82,3.5
ADM-0000514,LG-000144,Land Records Cell,High,40,10,6,65,31,0.48,4.6
ADM-0000515,LG-000145,Revenue Department,High,26,20,8,55,28,0.5,3.6
ADM-0000516,LG-000145,Land Records Cell,High,45,18,8,69,36,0.57,3.9
ADM-0000517,LG-000145,Environmental Cell,High,34,29,7,76,39,0.5,2.9
ADM-0000518,LG-000145,Public Works Dept,High,38,19,6,118,23,0.84,2.6
ADM-0000519,LG-000146,Revenue Department,Medium,28,28,11,15,4,0.08,8.1
ADM-0000520,LG-000146,Land Records Cell,Medium,40,12,2,37,6,0.26,8.4
ADM-0000521,LG-000147,Revenue Department,Medium,33,13,3,31,10,0.3,9.1
ADM-0000522,LG-000147,Land Records Cell,Medium,17,12,13,36,7,0.22,7.3
ADM-0000523,LG-000147,Environmental Cell,Medium,42,20,15,23,2,0.06,7.1
ADM-0000524,LG-000147,Public Works Dept,Medium,45,30,5,24,3,0.23,9.6
ADM-0000525,LG-000148,Revenue Department,High,17,14,2,101,40,0.5,5.0
ADM-0000526,LG-000148,Land Records Cell,High,13,21,12,103,12,0.82,4.3
ADM-0000527,LG-000148,Environmental Cell,High,47,5,5,46,29,0.8,2.5
ADM-0000528,LG-000149,Revenue Department,High,42,14,7,84,40,0.59,2.7
ADM-0000529,LG-000149,Land Records Cell,High,23,19,3,105,38,0.78,4.1
ADM-0000530,LG-000149,Environmental Cell,High,15,23,2,97,22,0.67,2.9
ADM-0000531,LG-000149,Public Works Dept,High,30,25,2,114,21,0.61,4.4
ADM-0000532,LG-000150,Revenue Department,Medium,24,27,9,37,4,0.1,9.1
ADM-0000533,LG-000150,Land Records Cell,Medium,29,28,4,10,9,0.13,6.6
ADM-0000534,LG-000150,Environmental Cell,Medium,48,12,9,18,1,0.16,8.2
ADM-0000535,LG-000150,Public Works Dept,Medium,14,24,13,29,4,0.09,6.7
ADM-0000536,LG-000150,Irrigation Department,Medium,31,23,4,31,5,0.12,9.4
ADM-0000537,LG-000151,Revenue Department,Medium,18,5,15,24,2,0.32,9.0
ADM-0000538,LG-000151,Land Records Cell,Medium,12,24,7,25,8,0.29,9.7
ADM-0000539,LG-000152,Revenue Department,High,19,16,3,117,13,0.78,3.4
ADM-0000540,LG-000152,Land Records Cell,High,37,9,15,113,28,0.6,3.3
ADM-0000541,LG-000152,Environmental Cell,High,39,18,8,96,34,0.43,3.8
ADM-0000542,LG-000152,Public Works Dept,High,47,8,11,69,38,0.56,3.1
ADM-0000543,LG-000153,Revenue Department,Medium,27,25,12,19,10,0.28,8.2
ADM-0000544,LG-000153,Land Records Cell,Medium,39,9,8,40,8,0.27,9.0
ADM-0000545,LG-000153,Environmental Cell,Medium,41,23,5,33,8,0.31,8.2
ADM-0000546,LG-000154,Revenue Department,High,10,19,9,115,18,0.48,2.9
ADM-0000547,LG-000154,Land Records Cell,High,33,16,9,100,13,0.64,3.3
ADM-0000548,LG-000155,Revenue Department,Medium,44,7,11,17,6,0.17,7.4
ADM-0000549,LG-000155,Land Records Cell,Medium,22,18,6,16,6,0.15,8.8
ADM-0000550,LG-000155,Environmental Cell,Medium,15,26,6,38,5,0.26,8.5
ADM-0000551,LG-000155,Public Works Dept,Medium,27,16,8,27,1,0.16,9.0
ADM-0000552,LG-000156,Revenue Department,Medium,17,15,9,24,4,0.17,7.8
ADM-0000553,LG-000156,Land Records Cell,Medium,17,24,11,32,7,0.2,7.5
ADM-0000554,LG-000157,Revenue Department,Medium,33,29,15,36,8,0.27,7.3
ADM-0000555,LG-000157,Land Records Cell,Medium,32,17,7,40,1,0.25,9.8
ADM-0000556,LG-000158,Revenue Department,Medium,32,10,12,18,3,0.21,6.9
ADM-0000557,LG-000158,Land Records Cell,Medium,11,19,7,24,9,0.11,6.8
ADM-0000558,LG-000159,Revenue Department,Medium,41,22,11,38,1,0.35,8.8
ADM-0000559,LG-000159,Land Records Cell,Medium,14,24,12,15,6,0.29,8.3
ADM-0000560,LG-000159,Environmental Cell,Medium,13,5,11,26,6,0.34,6.7
ADM-0000561,LG-000160,Revenue Department,Medium,17,11,10,11,7,0.07,8.7
ADM-0000562,LG-000160,Land Records Cell,Medium,34,6,13,23,9,0.23,8.7
ADM-0000563,LG-000160,Environmental Cell,Medium,48,24,6,20,1,0.06,7.8
ADM-0000564,LG-000160,Public Works Dept,Medium,43,11,10,33,2,0.23,6.7
ADM-0000565,LG-000160,Irrigation Department,Medium,19,23,10,33,6,0.05,8.8
ADM-0000566,LG-000161,Revenue Department,High,31,8,13,119,39,0.47,4.4
ADM-0000567,LG-000161,Land Records Cell,High,39,20,12,90,35,0.41,3.2
ADM-0000568,LG-000161,Environmental Cell,High,35,25,4,63,31,0.69,3.5
ADM-0000569,LG-000161,Public Works Dept,High,28,11,13,100,21,0.59,4.6
ADM-0000570,LG-000161,Irrigation Department,High,50,22,15,108,35,0.83,2.0
ADM-0000571,LG-000162,Revenue Department,Medium,26,7,12,17,4,0.11,9.4
ADM-0000572,LG-000162,Land Records Cell,Medium,35,21,12,37,3,0.1,8.4
ADM-0000573,LG-000163,Revenue Department,Medium,45,19,6,26,5,0.17,7.2
ADM-0000574,LG-000163,Land Records Cell,Medium,38,22,12,27,6,0.26,8.1
ADM-0000575,LG-000163,Environmental Cell,Medium,24,30,14,14,7,0.19,7.8
ADM-0000576,LG-000163,Public Works Dept,Medium,36,29,5,29,10,0.26,8.6
ADM-0000577,LG-000164,Revenue Department,Medium,40,17,9,29,5,0.29,8.7
ADM-0000578,LG-000164,Land Records Cell,Medium,22,28,4,33,2,0.13,8.5
ADM-0000579,LG-000164,Environmental Cell,Medium,40,11,9,12,9,0.18,7.5
ADM-0000580,LG-000164,Public Works Dept,Medium,38,23,3,35,2,0.06,8.5
ADM-0000581,LG-000164,Irrigation Department,Medium,31,13,12,10,2,0.21,8.6
ADM-0000582,LG-000165,Revenue Department,Medium,50,27,15,23,2,0.3,8.3
ADM-0000583,LG-000165,Land Records Cell,Medium,37,30,13,30,0,0.2,9.8
ADM-0000584,LG-000165,Environmental Cell,Medium,15,29,5,35,8,0.14,8.8
ADM-0000585,LG-000165,Public Works Dept,Medium,31,7,5,33,4,0.28,8.0
ADM-0000586,LG-000166,Revenue Department,Medium,14,13,3,27,1,0.06,8.0
ADM-0000587,LG-000166,Land Records Cell,Medium,48,5,10,31,4,0.19,9.2
ADM-0000588,LG-000166,Environmental Cell,Medium,44,28,2,33,1,0.25,8.0
ADM-0000589,LG-000167,Revenue Department,High,33,7,9,58,17,0.57,4.0
ADM-0000590,LG-000167,Land Records Cell,High,50,22,6,86,18,0.69,2.1
ADM-0000591,LG-000167,Environmental Cell,High,50,15,2,47,21,0.76,3.3
ADM-0000592,LG-000167,Public Works Dept,High,31,27,10,50,25,0.59,2.9
ADM-0000593,LG-000167,Irrigation Department,High,39,21,6,59,17,0.65,2.7
ADM-0000594,LG-000168,Revenue Department,High,27,23,6,50,36,0.42,4.6
ADM-0000595,LG-000168,Land Records Cell,High,36,10,10,111,22,0.56,3.6
ADM-0000596,LG-000168,Environmental Cell,High,11,20,12,68,10,0.77,3.7
ADM-0000597,LG-000168,Public Works Dept,High,11,16,9,47,12,0.66,3.5
ADM-0000598,LG-000168,Irrigation Department,High,23,29,12,86,24,0.54,2.4
ADM-0000599,LG-000169,Revenue Department,High,22,9,9,52,14,0.49,3.4
ADM-0000600,LG-000169,Land Records Cell,High,50,6,4,112,33,0.43,4.9
ADM-0000601,LG-000169,Environmental Cell,High,10,29,12,107,22,0.5,2.9
ADM-0000602,LG-000169,Public Works Dept,High,23,11,6,98,10,0.48,5.0
ADM-0000603,LG-000169,Irrigation Department,High,34,11,5,91,22,0.52,4.1
ADM-0000604,LG-000170,Revenue Department,High,42,25,11,91,35,0.68,4.2
ADM-0000605,LG-000170,Land Records Cell,High,49,5,7,76,34,0.41,3.9
ADM-0000606,LG-000170,Environmental Cell,High,27,15,10,106,21,0.66,2.2
ADM-0000607,LG-000170,Public Works Dept,High,21,16,14,106,14,0.5,4.2
ADM-0000608,LG-000170,Irrigation Department,High,22,5,2,106,10,0.65,4.6
ADM-0000609,LG-000171,Revenue Department,Medium,27,29,2,10,9,0.23,8.2
ADM-0000610,LG-000171,Land Records Cell,Medium,20,28,15,29,7,0.33,6.9
ADM-0000611,LG-000172,Revenue Department,Medium,10,21,4,37,3,0.13,6.8
ADM-0000612,LG-000172,Land Records Cell,Medium,35,5,11,31,9,0.06,8.0
ADM-0000613,LG-000172,Environmental Cell,Medium,41,27,10,27,5,0.08,7.8
ADM-0000614,LG-000173,Revenue Department,High,34,10,9,92,34,0.51,4.0
ADM-0000615,LG-000173,Land Records Cell,High,26,5,5,84,28,0.69,3.5
ADM-0000616,LG-000173,Environmental Cell,High,46,12,11,102,21,0.68,3.0
ADM-0000617,LG-000173,Public Works Dept,High,35,26,6,66,15,0.71,4.6
ADM-0000618,LG-000174,Revenue Department,Medium,47,29,15,29,0,0.08,9.4
ADM-0000619,LG-000174,Land Records Cell,Medium,33,24,7,40,4,0.2,7.9
ADM-0000620,LG-000174,Environmental Cell,Medium,37,22,14,11,10,0.34,8.2
ADM-0000621,LG-000175,Revenue Department,High,30,10,7,86,38,0.51,3.7
ADM-0000622,LG-000175,Land Records Cell,High,19,15,15,91,23,0.44,2.8
ADM-0000623,LG-000175,Environmental Cell,High,19,26,13,117,27,0.6,2.2
ADM-0000624,LG-000175,Public Works Dept,High,13,24,5,61,13,0.55,3.8
ADM-0000625,LG-000176,Revenue Department,Medium,49,14,9,20,0,0.25,9.1
ADM-0000626,LG-000176,Land Records Cell,Medium,50,10,4,11,1,0.07,9.4
ADM-0000627,LG-000177,Revenue Department,High,27,26,7,61,16,0.58,3.7
ADM-0000628,LG-000177,Land Records Cell,High,26,7,3,48,35,0.41,4.7
ADM-0000629,LG-000177,Environmental Cell,High,20,6,10,117,22,0.62,4.2
ADM-0000630,LG-000177,Public Works Dept,High,29,6,14,97,14,0.51,2.6
ADM-0000631,LG-000178,Revenue Department,Medium,45,6,5,38,3,0.19,6.8
ADM-0000632,LG-000178,Land Records Cell,Medium,19,26,3,16,7,0.14,9.2
ADM-0000633,LG-000178,Environmental Cell,Medium,41,23,5,28,2,0.24,8.8
ADM-0000634,LG-000179,Revenue Department,Medium,36,22,11,40,2,0.26,7.0
ADM-0000635,LG-000179,Land Records Cell,Medium,35,22,4,28,10,0.23,8.9
ADM-0000636,LG-000179,Environmental Cell,Medium,31,29,10,32,0,0.1,8.2
ADM-0000637,LG-000179,Public Works Dept,Medium,29,16,9,13,10,0.22,8.4
ADM-0000638,LG-000179,Irrigation Department,Medium,16,29,11,31,10,0.2,6.8
ADM-0000639,LG-000180,Revenue Department,Medium,26,6,6,10,5,0.1,8.7
ADM-0000640,LG-000180,Land Records Cell,Medium,41,25,13,24,0,0.11,7.3
ADM-0000641,LG-000180,Environmental Cell,Medium,39,18,8,39,3,0.06,8.0
ADM-0000642,LG-000180,Public Works Dept,Medium,38,23,14,29,7,0.15,8.7
ADM-0000643,LG-000180,Irrigation Department,Medium,10,23,2,22,10,0.16,9.2
ADM-0000644,LG-000181,Revenue Department,High,45,10,12,92,40,0.58,3.1
