dispute_id,project_id,case_type,filing_date,resolution_date,case_status,pending_days,court_level,case_severity
LEG-0000276,LG-000084,Compensation Amount Dispute,2021-01-07,2021-07-27,Resolved,0,District Court,Medium
LEG-0000277,LG-000086,Title Dispute,2020-07-06,2021-03-27,Resolved,0,High Court,High
LEG-0000278,LG-000087,Title Dispute,2020-08-11,2021-05-25,Resolved,0,Revenue Tribunal,High
LEG-0000279,LG-000087,Environmental Challenge,2020-04-18,2020-08-08,Resolved,0,High Court,Medium
LEG-0000280,LG-000087,R&R Dispute,2019-12-23,2020-03-24,Resolved,0,Revenue Tribunal,Low
LEG-0000281,LG-000088,Compensation Amount Dispute,2020-01-01,,Stay Order Issued,2372,District Court,Medium
LEG-0000282,LG-000089,R&R Dispute,2019-02-20,2019-09-16,Resolved,0,Revenue Tribunal,High
LEG-0000283,LG-000089,Encroachment,2019-03-29,2019-06-09,Resolved,0,Revenue Tribunal,Low
LEG-0000284,LG-000090,Compensation Amount Dispute,2019-05-28,2019-08-02,Resolved,0,High Court,High
LEG-0000285,LG-000090,Compensation Amount Dispute,2019-04-29,2019-12-15,Resolved,0,District Court,Low
LEG-0000286,LG-000090,Environmental Challenge,2019-06-07,2020-03-24,Resolved,0,High Court,Low
LEG-0000287,LG-000091,Compensation Amount Dispute,2019-05-14,2019-10-27,Resolved,0,High Court,Low
LEG-0000288,LG-000092,R&R Dispute,2020-02-21,2020-10-25,Resolved,0,Revenue Tribunal,High
LEG-0000289,LG-000092,Title Dispute,2019-11-21,,Stay Order Issued,2413,District Court,Medium
LEG-0000290,LG-000092,Encroachment,2019-12-04,,Pending,2400,High Court,Medium
LEG-0000291,LG-000093,Compensation Amount Dispute,2019-03-27,,Stay Order Issued,2652,High Court,Critical
LEG-0000292,LG-000093,Compensation Amount Dispute,2019-06-23,2020-01-22,Resolved,0,District Court,Critical
LEG-0000293,LG-000093,R&R Dispute,2019-03-09,,Under Hearing,2670,District Court,Critical
LEG-0000294,LG-000093,R&R Dispute,2019-02-21,,Stay Order Issued,2686,High Court,Critical
LEG-0000295,LG-000093,Compensation Amount Dispute,2019-09-04,,Under Hearing,2491,District Court,Critical
LEG-0000296,LG-000093,Environmental Challenge,2018-10-26,2019-01-17,Resolved,0,Revenue Tribunal,Critical
LEG-0000297,LG-000093,Environmental Challenge,2018-12-25,2019-06-07,Resolved,0,High Court,Critical
LEG-0000298,LG-000094,Title Dispute,2024-01-07,2024-08-18,Resolved,0,District Court,High
LEG-0000299,LG-000095,Environmental Challenge,2024-10-25,,Pending,613,High Court,Critical
LEG-0000300,LG-000095,Environmental Challenge,2024-11-01,,Under Hearing,606,District Court,Critical
LEG-0000301,LG-000095,Encroachment,2024-10-01,2025-05-19,Resolved,0,High Court,Critical
LEG-0000302,LG-000095,Compensation Amount Dispute,2025-01-29,2025-09-30,Resolved,0,High Court,Critical
LEG-0000303,LG-000095,Environmental Challenge,2024-11-30,2025-03-14,Resolved,0,District Court,Critical
LEG-0000304,LG-000095,R&R Dispute,2025-04-11,,Pending,445,Revenue Tribunal,Critical
LEG-0000305,LG-000095,R&R Dispute,2025-03-05,,Pending,482,Revenue Tribunal,Critical
LEG-0000306,LG-000095,Title Dispute,2024-08-21,,Pending,678,Revenue Tribunal,Critical
LEG-0000307,LG-000095,R&R Dispute,2025-02-27,,Pending,488,Revenue Tribunal,Critical
LEG-0000308,LG-000096,R&R Dispute,2020-08-31,2020-12-30,Resolved,0,High Court,Medium
LEG-0000309,LG-000096,Environmental Challenge,2020-08-13,,Under Hearing,2147,High Court,High
LEG-0000310,LG-000096,Encroachment,2020-10-10,2021-03-14,Resolved,0,High Court,Low
LEG-0000311,LG-000096,R&R Dispute,2021-02-09,,Stay Order Issued,1967,High Court,High
LEG-0000312,LG-000096,Compensation Amount Dispute,2020-11-13,2021-01-23,Resolved,0,Revenue Tribunal,Low
LEG-0000313,LG-000096,Encroachment,2020-10-09,,Stay Order Issued,2090,Revenue Tribunal,Medium
LEG-0000314,LG-000099,Compensation Amount Dispute,2024-08-09,,Pending,690,District Court,Medium
LEG-0000315,LG-000099,Title Dispute,2023-10-23,,Pending,981,Revenue Tribunal,Medium
LEG-0000316,LG-000099,Encroachment,2024-04-04,,Under Hearing,817,High Court,Low
LEG-0000317,LG-000099,Encroachment,2024-01-12,,Pending,900,High Court,High
LEG-0000318,LG-000100,R&R Dispute,2019-01-14,,Stay Order Issued,2724,Revenue Tribunal,Medium
LEG-0000319,LG-000100,Encroachment,2018-10-05,,Stay Order Issued,2825,District Court,Low
LEG-0000320,LG-000100,Encroachment,2018-04-13,2018-09-04,Resolved,0,High Court,Low
LEG-0000321,LG-000102,Title Dispute,2022-02-24,2022-06-14,Resolved,0,Revenue Tribunal,Low
LEG-0000322,LG-000102,Encroachment,2022-01-22,,Pending,1620,Revenue Tribunal,Medium
LEG-0000323,LG-000102,Environmental Challenge,2021-12-06,,Pending,1667,District Court,High
LEG-0000324,LG-000102,Compensation Amount Dispute,2021-08-31,2022-01-25,Resolved,0,Revenue Tribunal,Medium
LEG-0000325,LG-000102,R&R Dispute,2021-10-02,2022-03-31,Resolved,0,High Court,High
LEG-0000326,LG-000104,R&R Dispute,2020-01-06,2020-08-04,Resolved,0,Revenue Tribunal,Low
LEG-0000327,LG-000104,R&R Dispute,2020-03-10,2020-09-30,Resolved,0,High Court,Low
LEG-0000328,LG-000105,Encroachment,2024-12-13,2025-05-23,Resolved,0,District Court,Critical
LEG-0000329,LG-000105,Environmental Challenge,2025-01-20,,Under Hearing,526,Revenue Tribunal,Critical
LEG-0000330,LG-000105,Title Dispute,2024-09-16,2025-04-26,Resolved,0,Revenue Tribunal,Critical
LEG-0000331,LG-000105,Compensation Amount Dispute,2025-01-24,,Stay Order Issued,522,District Court,Critical
LEG-0000332,LG-000105,Encroachment,2025-02-25,,Stay Order Issued,490,High Court,Critical
LEG-0000333,LG-000105,R&R Dispute,2025-02-13,,Stay Order Issued,502,Revenue Tribunal,Critical
LEG-0000334,LG-000105,Encroachment,2025-01-12,2025-09-23,Resolved,0,Revenue Tribunal,Critical
LEG-0000335,LG-000105,Environmental Challenge,2025-04-11,,Stay Order Issued,445,High Court,Critical
LEG-0000336,LG-000105,R&R Dispute,2024-10-22,2025-02-22,Resolved,0,District Court,Critical
LEG-0000337,LG-000107,Compensation Amount Dispute,2018-10-30,2019-06-18,Resolved,0,High Court,Low
LEG-0000338,LG-000108,R&R Dispute,2020-02-25,,Pending,2317,Revenue Tribunal,Critical
LEG-0000339,LG-000108,Environmental Challenge,2019-12-24,,Pending,2380,Revenue Tribunal,Critical
LEG-0000340,LG-000108,Environmental Challenge,2019-10-14,2020-03-23,Resolved,0,Revenue Tribunal,Critical
LEG-0000341,LG-000108,Encroachment,2020-06-18,2020-11-17,Resolved,0,District Court,Critical
LEG-0000342,LG-000108,Title Dispute,2020-06-29,2021-02-10,Resolved,0,High Court,Critical
LEG-0000343,LG-000108,Environmental Challenge,2019-09-06,,Pending,2489,District Court,Critical
LEG-0000344,LG-000108,Title Dispute,2019-08-28,,Pending,2498,Revenue Tribunal,Critical
LEG-0000345,LG-000108,Environmental Challenge,2019-09-22,,Under Hearing,2473,District Court,Critical
LEG-0000346,LG-000109,Compensation Amount Dispute,2025-02-16,2025-05-31,Resolved,0,Revenue Tribunal,Low
LEG-0000347,LG-000110,R&R Dispute,2021-08-25,,Under Hearing,1770,District Court,Medium
LEG-0000348,LG-000110,Encroachment,2021-05-17,,Pending,1870,Revenue Tribunal,Low
LEG-0000349,LG-000110,Compensation Amount Dispute,2021-05-23,2022-01-15,Resolved,0,District Court,Medium
LEG-0000350,LG-000110,Environmental Challenge,2021-08-14,,Stay Order Issued,1781,High Court,Medium
LEG-0000351,LG-000111,Environmental Challenge,2025-04-09,,Stay Order Issued,447,Revenue Tribunal,Low
LEG-0000352,LG-000111,Environmental Challenge,2025-06-28,,Under Hearing,367,District Court,High
LEG-0000353,LG-000111,Compensation Amount Dispute,2025-06-18,,Under Hearing,377,High Court,Medium
LEG-0000354,LG-000111,Encroachment,2024-11-20,,Under Hearing,587,High Court,Medium
LEG-0000355,LG-000111,Title Dispute,2025-05-08,2025-09-11,Resolved,0,High Court,Low
LEG-0000356,LG-000113,Compensation Amount Dispute,2021-01-03,,Stay Order Issued,2004,District Court,Critical
LEG-0000357,LG-000113,Title Dispute,2020-04-30,2020-12-05,Resolved,0,Revenue Tribunal,Critical
LEG-0000358,LG-000113,Encroachment,2020-04-18,,Stay Order Issued,2264,High Court,Critical
LEG-0000359,LG-000113,Environmental Challenge,2020-10-25,,Stay Order Issued,2074,District Court,Critical
LEG-0000360,LG-000113,Compensation Amount Dispute,2020-01-31,,Under Hearing,2342,District Court,Critical
LEG-0000361,LG-000113,R&R Dispute,2021-01-06,,Under Hearing,2001,Revenue Tribunal,Critical
LEG-0000362,LG-000113,Environmental Challenge,2021-01-06,2021-04-16,Resolved,0,High Court,Critical
LEG-0000363,LG-000113,R&R Dispute,2020-02-11,,Pending,2331,Revenue Tribunal,Critical
LEG-0000364,LG-000114,Encroachment,2019-01-16,2019-07-17,Resolved,0,District Court,Medium
LEG-0000365,LG-000115,Encroachment,2023-05-20,2023-12-09,Resolved,0,District Court,High
LEG-0000366,LG-000115,Title Dispute,2023-04-22,2023-06-29,Resolved,0,Revenue Tribunal,Medium
LEG-0000367,LG-000116,Title Dispute,2021-12-24,,Stay Order Issued,1649,High Court,Medium
LEG-0000368,LG-000117,Title Dispute,2024-05-08,2024-10-25,Resolved,0,Revenue Tribunal,High
LEG-0000369,LG-000118,Title Dispute,2019-06-27,,Pending,2560,Revenue Tribunal,Critical
LEG-0000370,LG-000118,Title Dispute,2019-02-23,,Stay Order Issued,2684,Revenue Tribunal,Critical
LEG-0000371,LG-000118,Compensation Amount Dispute,2018-08-28,2019-04-15,Resolved,0,Revenue Tribunal,Critical
LEG-0000372,LG-000118,R&R Dispute,2019-07-16,,Pending,2541,Revenue Tribunal,Critical
LEG-0000373,LG-000118,Encroachment,2018-11-08,,Pending,2791,High Court,Critical
LEG-0000374,LG-000118,Environmental Challenge,2019-05-12,2019-11-18,Resolved,0,Revenue Tribunal,Critical
LEG-0000375,LG-000118,Environmental Challenge,2019-07-21,2019-10-04,Resolved,0,District Court,Critical
LEG-0000376,LG-000118,Encroachment,2018-11-08,,Under Hearing,2791,Revenue Tribunal,Critical
LEG-0000377,LG-000118,R&R Dispute,2019-02-23,,Stay Order Issued,2684,Revenue Tribunal,Critical
LEG-0000378,LG-000119,Compensation Amount Dispute,2020-10-20,2021-05-04,Resolved,0,Revenue Tribunal,High
LEG-0000379,LG-000119,R&R Dispute,2020-12-19,,Stay Order Issued,2019,High Court,Low
LEG-0000380,LG-000120,Environmental Challenge,2025-07-27,2026-01-24,Resolved,0,High Court,High
LEG-0000381,LG-000120,Environmental Challenge,2025-04-07,2025-10-27,Resolved,0,District Court,Low
LEG-0000382,LG-000121,R&R Dispute,2022-01-03,,Under Hearing,1639,High Court,High
LEG-0000383,LG-000121,Environmental Challenge,2022-03-13,2022-10-21,Resolved,0,District Court,High
LEG-0000384,LG-000121,Title Dispute,2021-10-28,2022-08-04,Resolved,0,High Court,Low
LEG-0000385,LG-000122,Title Dispute,2020-08-31,2021-06-12,Resolved,0,District Court,Low
LEG-0000386,LG-000122,Encroachment,2021-02-18,2021-11-22,Resolved,0,Revenue Tribunal,High
LEG-0000387,LG-000122,R&R Dispute,2020-10-05,2021-04-03,Resolved,0,District Court,Low
LEG-0000388,LG-000123,Environmental Challenge,2022-06-16,,Under Hearing,1475,District Court,Medium
LEG-0000389,LG-000123,Encroachment,2022-11-01,,Under Hearing,1337,District Court,Low
LEG-0000390,LG-000123,R&R Dispute,2022-04-24,,Pending,1528,High Court,Medium
LEG-0000391,LG-000123,Encroachment,2022-07-30,,Pending,1431,District Court,Low
LEG-0000392,LG-000124,Encroachment,2023-05-18,2024-01-24,Resolved,0,High Court,Low
LEG-0000393,LG-000124,R&R Dispute,2023-07-08,2023-12-02,Resolved,0,District Court,High
LEG-0000394,LG-000125,R&R Dispute,2021-06-09,2021-10-05,Resolved,0,Revenue Tribunal,Medium
LEG-0000395,LG-000125,Title Dispute,2021-01-03,2021-03-19,Resolved,0,District Court,Medium
LEG-0000396,LG-000127,Title Dispute,2025-06-17,,Pending,378,Revenue Tribunal,Critical
LEG-0000397,LG-000127,Compensation Amount Dispute,2025-06-25,2025-09-30,Resolved,0,Revenue Tribunal,Critical
LEG-0000398,LG-000127,Environmental Challenge,2025-02-22,,Under Hearing,493,Revenue Tribunal,Critical
LEG-0000399,LG-000127,Environmental Challenge,2025-06-21,,Pending,374,High Court,Critical
LEG-0000400,LG-000127,R&R Dispute,2024-12-05,2025-08-26,Resolved,0,Revenue Tribunal,Critical
LEG-0000401,LG-000127,R&R Dispute,2025-08-21,,Stay Order Issued,313,High Court,Critical
LEG-0000402,LG-000127,Environmental Challenge,2025-07-05,,Stay Order Issued,360,High Court,Critical
LEG-0000403,LG-000127,Environmental Challenge,2024-11-28,,Under Hearing,579,Revenue Tribunal,Critical
LEG-0000404,LG-000128,Encroachment,2023-08-14,2024-03-04,Resolved,0,Revenue Tribunal,Critical
LEG-0000405,LG-000128,Title Dispute,2023-04-18,,Under Hearing,1169,District Court,Critical
LEG-0000406,LG-000128,Encroachment,2023-09-05,,Stay Order Issued,1029,Revenue Tribunal,Critical
LEG-0000407,LG-000128,Encroachment,2023-12-23,,Stay Order Issued,920,High Court,Critical
LEG-0000408,LG-000128,Title Dispute,2023-04-21,,Stay Order Issued,1166,Revenue Tribunal,Critical
LEG-0000409,LG-000128,Encroachment,2023-06-28,2023-11-19,Resolved,0,District Court,Critical
LEG-0000410,LG-000128,Encroachment,2023-09-20,2024-06-30,Resolved,0,Revenue Tribunal,Critical
LEG-0000411,LG-000129,Environmental Challenge,2023-07-25,2023-12-23,Resolved,0,District Court,Low
LEG-0000412,LG-000131,R&R Dispute,2018-11-04,,Stay Order Issued,2795,Revenue Tribunal,High
LEG-0000413,LG-000131,Environmental Challenge,2018-12-07,2019-09-27,Resolved,0,District Court,Medium
LEG-0000414,LG-000131,Environmental Challenge,2019-05-17,2019-10-02,Resolved,0,High Court,High
LEG-0000415,LG-000131,R&R Dispute,2019-01-06,,Under Hearing,2732,High Court,Low
LEG-0000416,LG-000131,Title Dispute,2019-05-20,,Under Hearing,2598,High Court,High
LEG-0000417,LG-000131,R&R Dispute,2019-06-03,,Under Hearing,2584,Revenue Tribunal,High
LEG-0000418,LG-000132,Environmental Challenge,2021-11-09,2022-02-19,Resolved,0,High Court,High
LEG-0000419,LG-000133,Encroachment,2021-07-30,,Pending,1796,District Court,High
LEG-0000420,LG-000133,Environmental Challenge,2021-05-23,,Pending,1864,District Court,Low
LEG-0000421,LG-000133,Environmental Challenge,2020-12-16,,Stay Order Issued,2022,High Court,Low
LEG-0000422,LG-000134,R&R Dispute,2022-02-11,2022-06-20,Resolved,0,High Court,Medium
LEG-0000423,LG-000135,Title Dispute,2024-03-24,2024-12-18,Resolved,0,High Court,High
LEG-0000424,LG-000136,Title Dispute,2024-08-01,2024-12-12,Resolved,0,Revenue Tribunal,High
LEG-0000425,LG-000137,Compensation Amount Dispute,2020-10-15,2021-01-31,Resolved,0,District Court,Medium
LEG-0000426,LG-000137,Compensation Amount Dispute,2020-11-03,2021-05-12,Resolved,0,High Court,Medium
LEG-0000427,LG-000137,Compensation Amount Dispute,2021-03-03,2021-09-30,Resolved,0,District Court,Low
LEG-0000428,LG-000138,Compensation Amount Dispute,2023-07-18,2024-01-07,Resolved,0,District Court,Low
LEG-0000429,LG-000138,Encroachment,2023-11-07,2024-03-21,Resolved,0,Revenue Tribunal,Low
LEG-0000430,LG-000139,Environmental Challenge,2023-11-02,2024-02-15,Resolved,0,High Court,High
LEG-0000431,LG-000140,Encroachment,2018-12-08,2019-02-12,Resolved,0,Revenue Tribunal,High
LEG-0000432,LG-000141,Title Dispute,2024-05-13,2024-08-04,Resolved,0,High Court,High
LEG-0000433,LG-000142,Encroachment,2023-07-17,,Stay Order Issued,1079,High Court,Medium
LEG-0000434,LG-000143,Environmental Challenge,2022-01-20,2022-06-19,Resolved,0,Revenue Tribunal,Low
LEG-0000435,LG-000144,R&R Dispute,2025-11-16,,Under Hearing,226,Revenue Tribunal,Low
LEG-0000436,LG-000144,Encroachment,2025-06-16,,Stay Order Issued,379,High Court,Medium
LEG-0000437,LG-000144,Compensation Amount Dispute,2025-01-07,2025-08-02,Resolved,0,Revenue Tribunal,High
LEG-0000438,LG-000145,Compensation Amount Dispute,2020-07-21,,Stay Order Issued,2170,High Court,Low
LEG-0000439,LG-000145,Compensation Amount Dispute,2020-03-02,,Stay Order Issued,2311,District Court,High
LEG-0000440,LG-000145,Environmental Challenge,2020-03-30,,Pending,2283,Revenue Tribunal,High
LEG-0000441,LG-000146,Environmental Challenge,2021-05-26,2022-03-22,Resolved,0,District Court,Low
LEG-0000442,LG-000147,Compensation Amount Dispute,2021-12-31,2022-07-03,Resolved,0,District Court,Medium
LEG-0000443,LG-000147,Title Dispute,2022-03-15,2022-09-21,Resolved,0,High Court,Low
LEG-0000444,LG-000147,Encroachment,2022-06-06,2022-10-04,Resolved,0,District Court,Medium
LEG-0000445,LG-000148,R&R Dispute,2023-02-20,,Pending,1226,District Court,Critical
LEG-0000446,LG-000148,R&R Dispute,2023-02-01,2023-05-28,Resolved,0,Revenue Tribunal,Critical
LEG-0000447,LG-000148,Encroachment,2023-11-21,2024-06-25,Resolved,0,District Court,Critical
LEG-0000448,LG-000148,Compensation Amount Dispute,2023-01-07,,Under Hearing,1270,Revenue Tribunal,Critical
LEG-0000449,LG-000148,Encroachment,2023-08-06,,Pending,1059,High Court,Critical
LEG-0000450,LG-000148,Encroachment,2023-04-06,,Pending,1181,Revenue Tribunal,Critical
LEG-0000451,LG-000149,R&R Dispute,2020-03-30,,Stay Order Issued,2283,High Court,Low
LEG-0000452,LG-000149,Title Dispute,2020-11-12,,Stay Order Issued,2056,District Court,Medium
LEG-0000453,LG-000149,Compensation Amount Dispute,2020-09-01,2021-05-23,Resolved,0,Revenue Tribunal,Medium
LEG-0000454,LG-000149,Encroachment,2020-04-23,2020-08-18,Resolved,0,Revenue Tribunal,Medium
LEG-0000455,LG-000149,Compensation Amount Dispute,2020-03-18,,Under Hearing,2295,High Court,Low
LEG-0000456,LG-000150,Environmental Challenge,2019-07-10,2019-10-02,Resolved,0,Revenue Tribunal,Medium
LEG-0000457,LG-000150,Compensation Amount Dispute,2018-11-23,2019-04-24,Resolved,0,District Court,High
LEG-0000458,LG-000152,Title Dispute,2024-02-29,,Under Hearing,852,High Court,Critical
LEG-0000459,LG-000152,Title Dispute,2023-10-31,2024-03-04,Resolved,0,Revenue Tribunal,Critical
LEG-0000460,LG-000152,Environmental Challenge,2024-05-03,,Under Hearing,788,Revenue Tribunal,Critical
LEG-0000461,LG-000152,Title Dispute,2024-08-28,,Pending,671,Revenue Tribunal,Critical
LEG-0000462,LG-000152,Compensation Amount Dispute,2023-10-15,,Pending,989,Revenue Tribunal,Critical
LEG-0000463,LG-000152,Environmental Challenge,2024-01-29,,Under Hearing,883,High Court,Critical
LEG-0000464,LG-000153,Encroachment,2024-04-11,,Stay Order Issued,810,Revenue Tribunal,High
LEG-0000465,LG-000153,Encroachment,2024-03-19,,Under Hearing,833,District Court,Low
LEG-0000466,LG-000153,Compensation Amount Dispute,2024-10-17,2025-06-17,Resolved,0,High Court,High
LEG-0000467,LG-000154,R&R Dispute,2022-09-26,,Under Hearing,1373,High Court,Low
LEG-0000468,LG-000154,Title Dispute,2022-11-18,,Under Hearing,1320,Revenue Tribunal,High
LEG-0000469,LG-000154,Title Dispute,2022-06-01,,Under Hearing,1490,District Court,Medium
LEG-0000470,LG-000155,R&R Dispute,2023-06-28,2024-04-14,Resolved,0,Revenue Tribunal,Low
LEG-0000471,LG-000156,Encroachment,2021-10-12,2022-08-02,Resolved,0,Revenue Tribunal,Medium
LEG-0000472,LG-000156,R&R Dispute,2022-02-18,2022-08-13,Resolved,0,Revenue Tribunal,Low
LEG-0000473,LG-000156,Compensation Amount Dispute,2022-02-26,2022-09-10,Resolved,0,District Court,Medium
LEG-0000474,LG-000157,Encroachment,2025-07-08,2026-04-26,Resolved,0,District Court,Medium
LEG-0000475,LG-000159,R&R Dispute,2020-04-26,2020-08-02,Resolved,0,Revenue Tribunal,Low
LEG-0000476,LG-000160,Title Dispute,2024-01-03,,Pending,909,Revenue Tribunal,Low
LEG-0000477,LG-000161,Compensation Amount Dispute,2023-08-31,,Stay Order Issued,1034,High Court,Critical
LEG-0000478,LG-000161,Compensation Amount Dispute,2022-11-07,2023-05-12,Resolved,0,High Court,Critical
LEG-0000479,LG-000161,Encroachment,2023-01-08,,Stay Order Issued,1269,High Court,Critical
LEG-0000480,LG-000161,R&R Dispute,2022-11-13,,Stay Order Issued,1325,District Court,Critical
LEG-0000481,LG-000161,Compensation Amount Dispute,2023-05-30,2024-03-14,Resolved,0,Revenue Tribunal,Critical
LEG-0000482,LG-000161,Compensation Amount Dispute,2023-10-05,2024-03-02,Resolved,0,District Court,Critical
LEG-0000483,LG-000161,Environmental Challenge,2023-02-02,,Pending,1244,Revenue Tribunal,Critical
LEG-0000484,LG-000161,Title Dispute,2023-01-23,,Under Hearing,1254,District Court,Critical
