rr_id,project_id,affected_families,families_eligible,families_rehabilitated,families_pending,houses_required,houses_completed,rr_budget,rr_spent,rr_completion_percentage,rr_status
RR-001095,LG-001095,3343,3294,1811,1483,3294,1647,5982914278.07,3289331438.25,54.98,In Progress
RR-001096,LG-001096,2865,2296,1262,1034,2296,1148,13868852841.84,7623036710.11,54.97,In Progress
RR-001097,LG-001097,124,103,36,67,103,30,8607407016.68,3008414102.92,34.95,Delayed
RR-001098,LG-001098,1203,1009,919,90,1009,919,13824028632.81,12590963640.79,91.08,In Progress
RR-001099,LG-001099,11,10,5,5,10,5,6792896729.64,3396448364.82,50.0,In Progress
RR-001100,LG-001100,3495,3078,2951,127,3078,2951,8207561660.17,7868913079.65,95.87,In Progress
RR-001101,LG-001101,4725,3941,2167,1774,3941,1970,14114064947.21,7760765983.41,54.99,In Progress
RR-001102,LG-001102,328,289,158,131,289,144,10897425473.06,5957762023.33,54.67,In Progress
RR-001103,LG-001103,2394,2008,1867,141,2008,1867,5638033012.43,5242135276.0,92.98,In Progress
RR-001104,LG-001104,3416,2942,1029,1913,2942,882,3358428386.25,1174650852.97,34.98,Delayed
RR-001105,LG-001105,3929,3221,3043,178,3221,3043,8941253330.64,8447138741.12,94.47,In Progress
RR-001106,LG-001106,4251,3831,3259,572,3831,3259,9085792565.27,7729208553.96,85.07,In Progress
RR-001107,LG-001107,4188,3891,1361,2530,3891,1167,3834214137.07,1341137353.01,34.98,Delayed
RR-001108,LG-001108,593,480,168,312,480,144,8996187888.83,3148665761.09,35.0,Delayed
RR-001109,LG-001109,2363,2086,1983,103,2086,1983,4291348566.61,4079455516.58,95.06,In Progress
RR-001110,LG-001110,452,407,358,49,407,358,8228982244.8,7238269394.69,87.96,In Progress
RR-001111,LG-001111,3906,3781,1323,2458,3781,1134,8417483052.13,2945339877.8,34.99,Delayed
RR-001112,LG-001112,682,639,351,288,639,319,14322761420.41,7867432329.52,54.93,In Progress
RR-001113,LG-001113,2303,2030,1116,914,2030,1015,5551567809.43,3051994913.95,54.98,In Progress
RR-001114,LG-001114,3339,2916,2630,286,2916,2630,9290633379.6,8379412135.92,90.19,In Progress
RR-001115,LG-001115,370,337,291,46,337,291,4368103778.37,3771864093.49,86.35,In Progress
RR-001116,LG-001116,929,755,681,74,755,681,12303340395.73,11097450078.8,90.2,In Progress
RR-001117,LG-001117,1647,1342,1182,160,1342,1182,13401992694.19,11804139615.9,88.08,In Progress
RR-001118,LG-001118,2892,2805,1542,1263,2805,1402,13941144278.62,7663901774.56,54.97,In Progress
RR-001119,LG-001119,4854,4786,4163,623,4786,4163,13244120008.59,11520115251.93,86.98,In Progress
RR-001120,LG-001120,3006,2942,2663,279,2942,2663,7325770238.86,6631042197.85,90.52,In Progress
RR-001121,LG-001121,1221,1058,982,76,1058,982,97761867.27,90739275.67,92.82,In Progress
RR-001122,LG-001122,2408,2387,2140,247,2387,2140,11527943202.14,10335064286.79,89.65,In Progress
RR-001123,LG-001123,926,827,815,12,827,815,8512329495.22,8388813226.85,98.55,In Progress
RR-001124,LG-001124,3284,2755,1515,1240,2755,1377,6513428086.84,3581794392.58,54.99,In Progress
RR-001125,LG-001125,1500,1338,1316,22,1338,1316,14647958848.89,14407110497.11,98.36,In Progress
RR-001126,LG-001126,3015,2709,2338,371,2709,2338,2116390098.12,1826548560.13,86.3,In Progress
RR-001127,LG-001127,4518,3834,3472,362,3834,3472,10752788209.26,9737527559.35,90.56,In Progress
RR-001128,LG-001128,3876,3430,3113,317,3430,3113,10655238237.43,9670482983.42,90.76,In Progress
RR-001129,LG-001129,1375,1109,1098,11,1109,1098,725308522.7,718114299.3,99.01,In Progress
RR-001130,LG-001130,2619,2431,2390,41,2431,2390,1947343649.31,1914500749.42,98.31,In Progress
RR-001131,LG-001131,1789,1652,1414,238,1652,1414,8530311729.11,7301368513.9,85.59,In Progress
RR-001132,LG-001132,4480,4393,1537,2856,4393,1317,11962330963.98,4185318163.36,34.99,Delayed
RR-001133,LG-001133,4382,4006,3655,351,4006,3655,8783489290.13,8013892500.11,91.24,In Progress
RR-001134,LG-001134,3045,2584,2340,244,2584,2340,1208963814.91,1094804693.07,90.56,In Progress
RR-001135,LG-001135,1030,1023,909,114,1023,909,7615696828.94,6767026801.08,88.86,In Progress
RR-001136,LG-001136,4642,4285,3980,305,4285,3980,14739115261.39,13690006707.2,92.88,In Progress
RR-001137,LG-001137,49,47,16,31,47,14,7799044277.03,2654993796.44,34.04,Delayed
RR-001138,LG-001138,479,472,259,213,472,236,2201703823.31,1208138326.77,54.87,In Progress
RR-001139,LG-001139,1580,1296,1179,117,1296,1179,10340342200.53,9406839085.2,90.97,In Progress
RR-001140,LG-001140,1650,1570,1445,125,1570,1445,1971747621.03,1814761345.47,92.04,In Progress
RR-001141,LG-001141,2027,1640,574,1066,1640,492,8626519185.38,3019281714.88,35.0,Delayed
RR-001142,LG-001142,102,98,53,45,98,49,6972209970.64,3770684984.12,54.08,In Progress
RR-001143,LG-001143,2357,2197,1940,257,2197,1940,13435151964.87,11863538831.06,88.3,In Progress
RR-001144,LG-001144,3776,3425,3138,287,3425,3138,12034628536.84,11026179371.86,91.62,In Progress
RR-001145,LG-001145,4552,4481,3923,558,4481,3923,5648982337.36,4945538431.03,87.55,In Progress
RR-001146,LG-001146,3968,3632,1997,1635,3632,1816,9098824505.25,5002850368.11,54.98,In Progress
RR-001147,LG-001147,2016,1992,1846,146,1992,1846,10591218489.29,9814954483.55,92.67,In Progress
RR-001148,LG-001148,1686,1635,572,1063,1635,490,10121284104.55,3540901839.63,34.98,Delayed
RR-001149,LG-001149,4294,3577,3432,145,3577,3432,11108309195.55,10658014302.24,95.95,In Progress
RR-001150,LG-001150,2564,2259,2007,252,2259,2007,13916927091.38,12364441200.71,88.84,In Progress
RR-001151,LG-001151,615,606,585,21,606,585,14677422840.29,14168799276.52,96.53,In Progress
RR-001152,LG-001152,3024,2460,861,1599,2460,738,11712974379.27,4099541032.74,35.0,Delayed
RR-001153,LG-001153,2925,2385,1311,1074,2385,1192,10567229076.19,5808652963.89,54.97,In Progress
RR-001154,LG-001154,508,443,155,288,443,132,13154313717.71,4602525115.68,34.99,Delayed
RR-001155,LG-001155,2612,2157,1957,200,2157,1957,3640138534.55,3302619894.35,90.73,In Progress
RR-001156,LG-001156,4880,4170,4101,69,4170,4101,13780497884.33,13552475257.47,98.35,In Progress
RR-001157,LG-001157,3285,2702,2604,98,2702,2604,3819512673.84,3680981126.08,96.37,In Progress
RR-001158,LG-001158,3121,3113,2779,334,3113,2779,7816469505.4,6977824849.18,89.27,In Progress
RR-001159,LG-001159,3762,3529,1940,1589,3529,1764,10100671163.08,5552650058.48,54.97,In Progress
RR-001160,LG-001160,3174,2750,962,1788,2750,825,8797170413.48,3077410159.19,34.98,Delayed
RR-001161,LG-001161,3146,2958,1035,1923,2958,887,2656135933.13,929378191.61,34.99,Delayed
RR-001162,LG-001162,1873,1645,1494,151,1645,1494,10558325202.36,9589141551.57,90.82,In Progress
RR-001163,LG-001163,2588,2449,857,1592,2449,734,6959750890.54,2435486530.5,34.99,Delayed
RR-001164,LG-001164,2583,2399,2304,95,2399,2304,3556372240.39,3415540492.65,96.04,In Progress
RR-001165,LG-001165,124,104,103,1,104,103,12139470135.09,12022744460.71,99.04,In Progress
RR-001166,LG-001166,4375,3833,1341,2492,3833,1149,6031276433.92,2110081319.56,34.99,Delayed
RR-001167,LG-001167,2348,2162,1189,973,2162,1081,9495120275.75,5221876969.41,55.0,In Progress
RR-001168,LG-001168,2036,1962,1677,285,1962,1677,1862753569.55,1592170099.97,85.47,In Progress
RR-001169,LG-001169,3254,2715,1493,1222,2715,1357,3543843733.89,1948787732.85,54.99,In Progress
RR-001170,LG-001170,3241,3041,2882,159,3041,2882,3721078984.04,3526520760.28,94.77,In Progress
RR-001171,LG-001171,3137,2636,2246,390,2636,2246,13431838574.05,11444578693.97,85.2,In Progress
RR-001172,LG-001172,3657,3221,2831,390,3221,2831,10505243093.24,9233263954.35,87.89,In Progress
RR-001173,LG-001173,819,679,648,31,679,648,8343854711.73,7962912891.31,95.43,In Progress
RR-001174,LG-001174,1137,1030,992,38,1030,992,9459872057.02,9110867068.51,96.31,In Progress
RR-001175,LG-001175,3902,3542,1948,1594,3542,1771,8669642799.56,4768058772.88,55.0,In Progress
RR-001176,LG-001176,1971,1738,955,783,1738,869,4608955667.76,2532538931.36,54.95,In Progress
RR-001177,LG-001177,3682,3146,3004,142,3146,3004,8812609533.93,8414837584.21,95.49,In Progress
RR-001178,LG-001178,2696,2305,2101,204,2305,2101,7807123229.69,7116167421.08,91.15,In Progress
RR-001179,LG-001179,1963,1851,1768,83,1851,1768,14520854511.46,13869730295.12,95.52,In Progress
RR-001180,LG-001180,3866,3389,1186,2203,3389,1016,1705844868.25,596970201.75,35.0,Delayed
RR-001181,LG-001181,523,509,178,331,509,152,9156156754.75,3201956586.14,34.97,Delayed
RR-001182,LG-001182,4623,4445,1555,2890,4445,1333,10609357204.84,3711484916.43,34.98,Delayed
RR-001183,LG-001183,392,345,311,34,345,311,4527082908.44,4080935607.32,90.14,In Progress
RR-001184,LG-001184,2902,2697,2448,249,2697,2448,7818763611.9,7096897783.44,90.77,In Progress
RR-001185,LG-001185,3443,3173,3107,66,3173,3107,13393391061.76,13114801774.0,97.92,In Progress
RR-001186,LG-001186,2996,2699,1484,1215,2699,1349,3737052577.26,2054755844.63,54.98,In Progress
RR-001187,LG-001187,2231,2167,1849,318,2167,1849,8009821908.74,6834407341.61,85.33,In Progress
RR-001188,LG-001188,2819,2732,2459,273,2732,2459,9560784487.05,8605405949.36,90.01,In Progress
RR-001189,LG-001189,1301,1172,1097,75,1172,1097,6054975076.6,5667498002.59,93.6,In Progress
RR-001190,LG-001190,2510,2326,2109,217,2326,2109,1486030579.13,1347394020.37,90.67,In Progress
RR-001191,LG-001191,4616,4340,2387,1953,4340,2170,8815572300.86,4848564765.47,55.0,In Progress
RR-001192,LG-001192,4333,4242,3923,319,4242,3923,7634396731.36,7060287217.62,92.48,In Progress
RR-001193,LG-001193,1662,1444,1384,60,1444,1384,7198577768.43,6899467888.86,95.84,In Progress
RR-001194,LG-001194,3881,3134,2815,319,3134,2815,14376135184.59,12912833613.47,89.82,In Progress
RR-001195,LG-001195,2491,2200,2095,105,2200,2095,8416085280.37,8014408482.9,95.23,In Progress
RR-001196,LG-001196,2460,2319,2287,32,2319,2287,2324966598.3,2292884264.9,98.62,In Progress
RR-001197,LG-001197,4402,3691,2030,1661,3691,1845,4144347784.38,2279335140.15,55.0,In Progress
RR-001198,LG-001198,2097,2036,1780,256,2036,1780,14992152923.4,13107088508.67,87.43,In Progress
RR-001199,LG-001199,1001,870,815,55,870,815,7772532878.84,7281165857.76,93.68,In Progress
RR-001200,LG-001200,98,92,87,5,92,87,4523483120.46,4277641646.52,94.57,In Progress
