risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0000299,LG-000026,2025-05-01,0.68,68,HIGH,226,Survey,v1.2.0
RISK-0000300,LG-000026,2025-05-31,0.69,69,HIGH,182,Survey,v1.2.0
RISK-0000301,LG-000026,2025-06-30,0.69,69,HIGH,255,Survey,v1.2.0
RISK-0000302,LG-000026,2025-07-30,0.72,72,HIGH,178,Survey,v1.2.0
RISK-0000303,LG-000026,2025-08-29,0.71,71,HIGH,229,Survey,v1.2.0
RISK-0000304,LG-000026,2025-09-28,0.73,73,HIGH,224,Survey,v1.2.0
RISK-0000305,LG-000026,2025-10-28,0.74,74,HIGH,252,Survey,v1.2.0
RISK-0000306,LG-000026,2025-11-27,0.78,78,HIGH,212,Survey,v1.2.0
RISK-0000307,LG-000027,2020-06-13,0.31,31,MEDIUM,65,Survey,v1.2.0
RISK-0000308,LG-000027,2020-07-13,0.37,37,MEDIUM,70,Survey,v1.2.0
RISK-0000309,LG-000027,2020-08-12,0.45,45,MEDIUM,105,Survey,v1.2.0
RISK-0000310,LG-000027,2020-09-11,0.42,42,MEDIUM,54,Survey,v1.2.0
RISK-0000311,LG-000027,2020-10-11,0.38,38,MEDIUM,47,Survey,v1.2.0
RISK-0000312,LG-000027,2020-11-10,0.4,40,MEDIUM,99,Survey,v1.2.0
RISK-0000313,LG-000027,2020-12-10,0.43,43,MEDIUM,48,Survey,v1.2.0
RISK-0000314,LG-000027,2021-01-09,0.45,45,MEDIUM,43,Survey,v1.2.0
RISK-0000315,LG-000028,2024-09-21,0.33,33,MEDIUM,41,Approval,v1.2.0
RISK-0000316,LG-000028,2024-10-21,0.32,32,MEDIUM,64,Approval,v1.2.0
RISK-0000317,LG-000028,2024-11-20,0.34,34,MEDIUM,105,Approval,v1.2.0
RISK-0000318,LG-000028,2024-12-20,0.38,38,MEDIUM,85,Approval,v1.2.0
RISK-0000319,LG-000028,2025-01-19,0.43,43,MEDIUM,101,Approval,v1.2.0
RISK-0000320,LG-000028,2025-02-18,0.44,44,MEDIUM,63,Approval,v1.2.0
RISK-0000321,LG-000028,2025-03-20,0.37,37,MEDIUM,57,Approval,v1.2.0
RISK-0000322,LG-000028,2025-04-19,0.31,31,MEDIUM,47,Approval,v1.2.0
RISK-0000323,LG-000029,2024-03-05,0.31,31,MEDIUM,63,R&R,v1.2.0
RISK-0000324,LG-000029,2024-04-04,0.36,36,MEDIUM,48,R&R,v1.2.0
RISK-0000325,LG-000029,2024-05-04,0.42,42,MEDIUM,76,R&R,v1.2.0
RISK-0000326,LG-000029,2024-06-03,0.36,36,MEDIUM,69,R&R,v1.2.0
RISK-0000327,LG-000029,2024-07-03,0.39,39,MEDIUM,107,R&R,v1.2.0
RISK-0000328,LG-000029,2024-08-02,0.32,32,MEDIUM,98,R&R,v1.2.0
RISK-0000329,LG-000029,2024-09-01,0.31,31,MEDIUM,87,R&R,v1.2.0
RISK-0000330,LG-000029,2024-10-01,0.31,31,MEDIUM,61,R&R,v1.2.0
RISK-0000331,LG-000029,2024-10-31,0.4,40,MEDIUM,92,R&R,v1.2.0
RISK-0000332,LG-000029,2024-11-30,0.42,42,MEDIUM,60,R&R,v1.2.0
RISK-0000333,LG-000029,2024-12-30,0.33,33,MEDIUM,56,R&R,v1.2.0
RISK-0000334,LG-000029,2025-01-29,0.43,43,MEDIUM,101,R&R,v1.2.0
RISK-0000335,LG-000029,2025-02-28,0.32,32,MEDIUM,89,R&R,v1.2.0
RISK-0000336,LG-000029,2025-03-30,0.36,36,MEDIUM,56,R&R,v1.2.0
RISK-0000337,LG-000029,2025-04-29,0.36,36,MEDIUM,79,R&R,v1.2.0
RISK-0000338,LG-000029,2025-05-29,0.43,43,MEDIUM,100,R&R,v1.2.0
RISK-0000339,LG-000029,2025-06-28,0.35,35,MEDIUM,79,R&R,v1.2.0
RISK-0000340,LG-000029,2025-07-28,0.36,36,MEDIUM,104,R&R,v1.2.0
RISK-0000341,LG-000029,2025-08-27,0.44,44,MEDIUM,75,R&R,v1.2.0
RISK-0000342,LG-000029,2025-09-26,0.36,36,MEDIUM,40,R&R,v1.2.0
RISK-0000343,LG-000030,2021-08-15,0.16,16,LOW,20,Possession,v1.2.0
RISK-0000344,LG-000030,2021-09-14,0.09,9,LOW,13,Possession,v1.2.0
RISK-0000345,LG-000030,2021-10-14,0.08,8,LOW,29,Possession,v1.2.0
RISK-0000346,LG-000030,2021-11-13,0.1,10,LOW,12,Possession,v1.2.0
RISK-0000347,LG-000030,2021-12-13,0.12,12,LOW,6,Possession,v1.2.0
RISK-0000348,LG-000030,2022-01-12,0.2,20,LOW,30,Possession,v1.2.0
RISK-0000349,LG-000030,2022-02-11,0.15,15,LOW,24,Possession,v1.2.0
RISK-0000350,LG-000030,2022-03-13,0.18,18,LOW,16,Possession,v1.2.0
RISK-0000351,LG-000030,2022-04-12,0.22,22,LOW,20,Possession,v1.2.0
RISK-0000352,LG-000030,2022-05-12,0.18,18,LOW,22,Possession,v1.2.0
RISK-0000353,LG-000030,2022-06-11,0.08,8,LOW,20,Possession,v1.2.0
RISK-0000354,LG-000030,2022-07-11,0.19,19,LOW,29,Possession,v1.2.0
RISK-0000355,LG-000030,2022-08-10,0.2,20,LOW,23,Possession,v1.2.0
RISK-0000356,LG-000030,2022-09-09,0.14,14,LOW,7,Possession,v1.2.0
RISK-0000357,LG-000030,2022-10-09,0.22,22,LOW,1,Possession,v1.2.0
RISK-0000358,LG-000030,2022-11-08,0.18,18,LOW,20,Possession,v1.2.0
RISK-0000359,LG-000030,2022-12-08,0.07,7,LOW,22,Possession,v1.2.0
RISK-0000360,LG-000030,2023-01-07,0.11,11,LOW,8,Possession,v1.2.0
RISK-0000361,LG-000030,2023-02-06,0.21,21,LOW,30,Possession,v1.2.0
RISK-0000362,LG-000030,2023-03-08,0.11,11,LOW,8,Possession,v1.2.0
RISK-0000363,LG-000031,2021-12-19,0.83,83,CRITICAL,413,Compensation,v1.2.0
RISK-0000364,LG-000031,2022-01-18,0.82,82,CRITICAL,507,Compensation,v1.2.0
RISK-0000365,LG-000031,2022-02-17,0.86,86,CRITICAL,313,Compensation,v1.2.0
RISK-0000366,LG-000031,2022-03-19,0.84,84,CRITICAL,543,Compensation,v1.2.0
RISK-0000367,LG-000031,2022-04-18,0.86,86,CRITICAL,573,Compensation,v1.2.0
RISK-0000368,LG-000031,2022-05-18,0.9,90,CRITICAL,360,Compensation,v1.2.0
RISK-0000369,LG-000032,2024-12-26,0.85,85,CRITICAL,255,Approval,v1.2.0
RISK-0000370,LG-000032,2025-01-25,0.83,83,CRITICAL,596,Approval,v1.2.0
RISK-0000371,LG-000032,2025-02-24,0.85,85,CRITICAL,319,Approval,v1.2.0
RISK-0000372,LG-000032,2025-03-26,0.85,85,CRITICAL,504,Approval,v1.2.0
RISK-0000373,LG-000032,2025-04-25,0.87,87,CRITICAL,600,Approval,v1.2.0
RISK-0000374,LG-000032,2025-05-25,0.89,89,CRITICAL,522,Approval,v1.2.0
RISK-0000375,LG-000032,2025-06-24,0.9,90,CRITICAL,313,Approval,v1.2.0
RISK-0000376,LG-000032,2025-07-24,0.89,89,CRITICAL,257,Approval,v1.2.0
RISK-0000377,LG-000032,2025-08-23,0.91,91,CRITICAL,347,Approval,v1.2.0
RISK-0000378,LG-000032,2025-09-22,0.94,94,CRITICAL,253,Approval,v1.2.0
RISK-0000379,LG-000032,2025-10-22,0.94,94,CRITICAL,467,Approval,v1.2.0
RISK-0000380,LG-000032,2025-11-21,0.95,95,CRITICAL,523,Approval,v1.2.0
RISK-0000381,LG-000032,2025-12-21,0.96,96,CRITICAL,426,Approval,v1.2.0
RISK-0000382,LG-000032,2026-01-20,0.93,93,CRITICAL,588,Approval,v1.2.0
RISK-0000383,LG-000032,2026-02-19,0.99,99,CRITICAL,520,Approval,v1.2.0
RISK-0000384,LG-000032,2026-03-21,0.99,99,CRITICAL,561,Approval,v1.2.0
RISK-0000385,LG-000032,2026-04-20,0.95,95,CRITICAL,560,Approval,v1.2.0
RISK-0000386,LG-000032,2026-05-20,0.99,99,CRITICAL,336,Approval,v1.2.0
RISK-0000387,LG-000032,2026-06-19,1.0,100,CRITICAL,518,Approval,v1.2.0
RISK-0000388,LG-000032,2026-07-19,0.99,99,CRITICAL,339,Approval,v1.2.0
RISK-0000389,LG-000033,2019-06-04,0.83,83,CRITICAL,281,Compensation,v1.2.0
RISK-0000390,LG-000033,2019-07-04,0.86,86,CRITICAL,347,Compensation,v1.2.0
RISK-0000391,LG-000033,2019-08-03,0.86,86,CRITICAL,453,Compensation,v1.2.0
RISK-0000392,LG-000033,2019-09-02,0.85,85,CRITICAL,600,Compensation,v1.2.0
RISK-0000393,LG-000033,2019-10-02,0.87,87,CRITICAL,512,Compensation,v1.2.0
RISK-0000394,LG-000033,2019-11-01,0.84,84,CRITICAL,334,Compensation,v1.2.0
RISK-0000395,LG-000034,2019-10-07,0.35,35,MEDIUM,49,Land Identification,v1.2.0
RISK-0000396,LG-000034,2019-11-06,0.44,44,MEDIUM,101,Land Identification,v1.2.0
RISK-0000397,LG-000034,2019-12-06,0.4,40,MEDIUM,91,Land Identification,v1.2.0
RISK-0000398,LG-000034,2020-01-05,0.42,42,MEDIUM,61,Land Identification,v1.2.0
RISK-0000399,LG-000034,2020-02-04,0.31,31,MEDIUM,87,Land Identification,v1.2.0
RISK-0000400,LG-000034,2020-03-05,0.43,43,MEDIUM,64,Land Identification,v1.2.0
RISK-0000401,LG-000034,2020-04-04,0.38,38,MEDIUM,53,Land Identification,v1.2.0
RISK-0000402,LG-000034,2020-05-04,0.33,33,MEDIUM,49,Land Identification,v1.2.0
RISK-0000403,LG-000034,2020-06-03,0.41,41,MEDIUM,82,Land Identification,v1.2.0
RISK-0000404,LG-000034,2020-07-03,0.31,31,MEDIUM,70,Land Identification,v1.2.0
RISK-0000405,LG-000034,2020-08-02,0.39,39,MEDIUM,60,Land Identification,v1.2.0
RISK-0000406,LG-000034,2020-09-01,0.33,33,MEDIUM,48,Land Identification,v1.2.0
RISK-0000407,LG-000034,2020-10-01,0.36,36,MEDIUM,41,Land Identification,v1.2.0
RISK-0000408,LG-000034,2020-10-31,0.39,39,MEDIUM,64,Land Identification,v1.2.0
RISK-0000409,LG-000034,2020-11-30,0.36,36,MEDIUM,44,Land Identification,v1.2.0
RISK-0000410,LG-000034,2020-12-30,0.37,37,MEDIUM,74,Land Identification,v1.2.0
RISK-0000411,LG-000034,2021-01-29,0.32,32,MEDIUM,45,Land Identification,v1.2.0
RISK-0000412,LG-000035,2024-05-13,0.61,61,HIGH,226,Objection/Hearing,v1.2.0
RISK-0000413,LG-000035,2024-06-12,0.61,61,HIGH,123,Objection/Hearing,v1.2.0
RISK-0000414,LG-000035,2024-07-12,0.61,61,HIGH,159,Objection/Hearing,v1.2.0
RISK-0000415,LG-000035,2024-08-11,0.66,66,HIGH,215,Objection/Hearing,v1.2.0
RISK-0000416,LG-000035,2024-09-10,0.67,67,HIGH,252,Objection/Hearing,v1.2.0
RISK-0000417,LG-000035,2024-10-10,0.68,68,HIGH,273,Objection/Hearing,v1.2.0
RISK-0000418,LG-000035,2024-11-09,0.64,64,HIGH,205,Objection/Hearing,v1.2.0
RISK-0000419,LG-000035,2024-12-09,0.64,64,HIGH,266,Objection/Hearing,v1.2.0
RISK-0000420,LG-000035,2025-01-08,0.67,67,HIGH,181,Objection/Hearing,v1.2.0
RISK-0000421,LG-000035,2025-02-07,0.69,69,HIGH,220,Objection/Hearing,v1.2.0
RISK-0000422,LG-000035,2025-03-09,0.67,67,HIGH,277,Objection/Hearing,v1.2.0
RISK-0000423,LG-000035,2025-04-08,0.71,71,HIGH,220,Objection/Hearing,v1.2.0
RISK-0000424,LG-000036,2022-03-14,0.62,62,HIGH,242,Objection/Hearing,v1.2.0
RISK-0000425,LG-000036,2022-04-13,0.63,63,HIGH,245,Objection/Hearing,v1.2.0
RISK-0000426,LG-000036,2022-05-13,0.61,61,HIGH,202,Objection/Hearing,v1.2.0
RISK-0000427,LG-000036,2022-06-12,0.66,66,HIGH,243,Objection/Hearing,v1.2.0
RISK-0000428,LG-000036,2022-07-12,0.62,62,HIGH,143,Objection/Hearing,v1.2.0
RISK-0000429,LG-000036,2022-08-11,0.64,64,HIGH,195,Objection/Hearing,v1.2.0
RISK-0000430,LG-000036,2022-09-10,0.67,67,HIGH,141,Objection/Hearing,v1.2.0
RISK-0000431,LG-000036,2022-10-10,0.65,65,HIGH,262,Objection/Hearing,v1.2.0
RISK-0000432,LG-000036,2022-11-09,0.7,70,HIGH,182,Objection/Hearing,v1.2.0
RISK-0000433,LG-000036,2022-12-09,0.7,70,HIGH,172,Objection/Hearing,v1.2.0
RISK-0000434,LG-000036,2023-01-08,0.71,71,HIGH,139,Objection/Hearing,v1.2.0
RISK-0000435,LG-000036,2023-02-07,0.66,66,HIGH,246,Objection/Hearing,v1.2.0
RISK-0000436,LG-000037,2020-04-27,0.79,79,CRITICAL,320,Survey,v1.2.0
RISK-0000437,LG-000037,2020-05-27,0.84,84,CRITICAL,476,Survey,v1.2.0
RISK-0000438,LG-000037,2020-06-26,0.86,86,CRITICAL,410,Survey,v1.2.0
RISK-0000439,LG-000037,2020-07-26,0.86,86,CRITICAL,600,Survey,v1.2.0
RISK-0000440,LG-000037,2020-08-25,0.88,88,CRITICAL,433,Survey,v1.2.0
RISK-0000441,LG-000037,2020-09-24,0.87,87,CRITICAL,431,Survey,v1.2.0
RISK-0000442,LG-000037,2020-10-24,0.88,88,CRITICAL,488,Survey,v1.2.0
RISK-0000443,LG-000037,2020-11-23,0.89,89,CRITICAL,460,Survey,v1.2.0
RISK-0000444,LG-000037,2020-12-23,0.9,90,CRITICAL,264,Survey,v1.2.0
RISK-0000445,LG-000037,2021-01-22,0.92,92,CRITICAL,263,Survey,v1.2.0
RISK-0000446,LG-000037,2021-02-21,0.95,95,CRITICAL,465,Survey,v1.2.0
RISK-0000447,LG-000037,2021-03-23,0.9,90,CRITICAL,321,Survey,v1.2.0
RISK-0000448,LG-000037,2021-04-22,0.95,95,CRITICAL,404,Survey,v1.2.0
RISK-0000449,LG-000037,2021-05-22,0.98,98,CRITICAL,374,Survey,v1.2.0
RISK-0000450,LG-000037,2021-06-21,0.97,97,CRITICAL,512,Survey,v1.2.0
RISK-0000451,LG-000037,2021-07-21,0.96,96,CRITICAL,315,Survey,v1.2.0
RISK-0000452,LG-000037,2021-08-20,0.99,99,CRITICAL,528,Survey,v1.2.0
RISK-0000453,LG-000037,2021-09-19,1.0,100,CRITICAL,400,Survey,v1.2.0
RISK-0000454,LG-000038,2018-01-09,0.15,15,LOW,20,Land Identification,v1.2.0
RISK-0000455,LG-000038,2018-02-08,0.07,7,LOW,1,Land Identification,v1.2.0
RISK-0000456,LG-000038,2018-03-10,0.17,17,LOW,13,Land Identification,v1.2.0
RISK-0000457,LG-000038,2018-04-09,0.15,15,LOW,6,Land Identification,v1.2.0
RISK-0000458,LG-000038,2018-05-09,0.17,17,LOW,28,Land Identification,v1.2.0
RISK-0000459,LG-000038,2018-06-08,0.08,8,LOW,4,Land Identification,v1.2.0
RISK-0000460,LG-000038,2018-07-08,0.13,13,LOW,17,Land Identification,v1.2.0
RISK-0000461,LG-000038,2018-08-07,0.17,17,LOW,29,Land Identification,v1.2.0
RISK-0000462,LG-000038,2018-09-06,0.08,8,LOW,7,Land Identification,v1.2.0
RISK-0000463,LG-000038,2018-10-06,0.22,22,LOW,2,Land Identification,v1.2.0
RISK-0000464,LG-000038,2018-11-05,0.08,8,LOW,11,Land Identification,v1.2.0
RISK-0000465,LG-000038,2018-12-05,0.09,9,LOW,30,Land Identification,v1.2.0
RISK-0000466,LG-000038,2019-01-04,0.2,20,LOW,19,Land Identification,v1.2.0
RISK-0000467,LG-000038,2019-02-03,0.09,9,LOW,28,Land Identification,v1.2.0
RISK-0000468,LG-000038,2019-03-05,0.22,22,LOW,30,Land Identification,v1.2.0
RISK-0000469,LG-000038,2019-04-04,0.11,11,LOW,8,Land Identification,v1.2.0
RISK-0000470,LG-000038,2019-05-04,0.08,8,LOW,3,Land Identification,v1.2.0
RISK-0000471,LG-000038,2019-06-03,0.08,8,LOW,15,Land Identification,v1.2.0
RISK-0000472,LG-000038,2019-07-03,0.23,23,LOW,7,Land Identification,v1.2.0
RISK-0000473,LG-000038,2019-08-02,0.18,18,LOW,13,Land Identification,v1.2.0
RISK-0000474,LG-000039,2022-10-28,0.44,44,MEDIUM,80,Approval,v1.2.0
RISK-0000475,LG-000039,2022-11-27,0.33,33,MEDIUM,70,Approval,v1.2.0
RISK-0000476,LG-000039,2022-12-27,0.44,44,MEDIUM,92,Approval,v1.2.0
RISK-0000477,LG-000039,2023-01-26,0.41,41,MEDIUM,50,Approval,v1.2.0
RISK-0000478,LG-000039,2023-02-25,0.41,41,MEDIUM,104,Approval,v1.2.0
RISK-0000479,LG-000039,2023-03-27,0.32,32,MEDIUM,86,Approval,v1.2.0
RISK-0000480,LG-000039,2023-04-26,0.45,45,MEDIUM,69,Approval,v1.2.0
RISK-0000481,LG-000039,2023-05-26,0.44,44,MEDIUM,93,Approval,v1.2.0
RISK-0000482,LG-000039,2023-06-25,0.37,37,MEDIUM,56,Approval,v1.2.0
RISK-0000483,LG-000039,2023-07-25,0.37,37,MEDIUM,92,Approval,v1.2.0
RISK-0000484,LG-000039,2023-08-24,0.34,34,MEDIUM,73,Approval,v1.2.0
RISK-0000485,LG-000039,2023-09-23,0.39,39,MEDIUM,83,Approval,v1.2.0
RISK-0000486,LG-000040,2024-04-06,0.13,13,LOW,5,Final Handover,v1.2.0
RISK-0000487,LG-000040,2024-05-06,0.19,19,LOW,27,Final Handover,v1.2.0
RISK-0000488,LG-000040,2024-06-05,0.14,14,LOW,9,Final Handover,v1.2.0
RISK-0000489,LG-000040,2024-07-05,0.12,12,LOW,29,Final Handover,v1.2.0
RISK-0000490,LG-000040,2024-08-04,0.18,18,LOW,10,Final Handover,v1.2.0
RISK-0000491,LG-000040,2024-09-03,0.2,20,LOW,6,Final Handover,v1.2.0
RISK-0000492,LG-000040,2024-10-03,0.14,14,LOW,30,Final Handover,v1.2.0
RISK-0000493,LG-000040,2024-11-02,0.07,7,LOW,1,Final Handover,v1.2.0
RISK-0000494,LG-000040,2024-12-02,0.07,7,LOW,24,Final Handover,v1.2.0
RISK-0000495,LG-000040,2025-01-01,0.23,23,LOW,3,Final Handover,v1.2.0
RISK-0000496,LG-000040,2025-01-31,0.23,23,LOW,12,Final Handover,v1.2.0
RISK-0000497,LG-000040,2025-03-02,0.22,22,LOW,1,Final Handover,v1.2.0
RISK-0000498,LG-000040,2025-04-01,0.12,12,LOW,9,Final Handover,v1.2.0
RISK-0000499,LG-000040,2025-05-01,0.16,16,LOW,0,Final Handover,v1.2.0
RISK-0000500,LG-000040,2025-05-31,0.14,14,LOW,20,Final Handover,v1.2.0
RISK-0000501,LG-000040,2025-06-30,0.14,14,LOW,1,Final Handover,v1.2.0
RISK-0000502,LG-000041,2024-02-03,0.64,64,HIGH,231,Notification,v1.2.0
RISK-0000503,LG-000041,2024-03-04,0.62,62,HIGH,233,Notification,v1.2.0
RISK-0000504,LG-000041,2024-04-03,0.62,62,HIGH,184,Notification,v1.2.0
RISK-0000505,LG-000041,2024-05-03,0.65,65,HIGH,150,Notification,v1.2.0
RISK-0000506,LG-000041,2024-06-02,0.65,65,HIGH,231,Notification,v1.2.0
RISK-0000507,LG-000041,2024-07-02,0.67,67,HIGH,209,Notification,v1.2.0
RISK-0000508,LG-000041,2024-08-01,0.63,63,HIGH,126,Notification,v1.2.0
RISK-0000509,LG-000041,2024-08-31,0.69,69,HIGH,213,Notification,v1.2.0
RISK-0000510,LG-000041,2024-09-30,0.7,70,HIGH,239,Notification,v1.2.0
RISK-0000511,LG-000042,2024-11-12,0.83,83,CRITICAL,386,Compensation,v1.2.0
RISK-0000512,LG-000042,2024-12-12,0.81,81,CRITICAL,400,Compensation,v1.2.0
RISK-0000513,LG-000042,2025-01-11,0.83,83,CRITICAL,463,Compensation,v1.2.0
RISK-0000514,LG-000042,2025-02-10,0.82,82,CRITICAL,478,Compensation,v1.2.0
RISK-0000515,LG-000042,2025-03-12,0.85,85,CRITICAL,402,Compensation,v1.2.0
RISK-0000516,LG-000043,2022-02-05,0.8,80,CRITICAL,439,Survey,v1.2.0
RISK-0000517,LG-000043,2022-03-07,0.84,84,CRITICAL,435,Survey,v1.2.0
RISK-0000518,LG-000043,2022-04-06,0.86,86,CRITICAL,399,Survey,v1.2.0
RISK-0000519,LG-000043,2022-05-06,0.84,84,CRITICAL,331,Survey,v1.2.0
RISK-0000520,LG-000043,2022-06-05,0.87,87,CRITICAL,574,Survey,v1.2.0
RISK-0000521,LG-000044,2020-07-09,0.41,41,MEDIUM,96,Possession,v1.2.0
RISK-0000522,LG-000044,2020-08-08,0.39,39,MEDIUM,54,Possession,v1.2.0
RISK-0000523,LG-000044,2020-09-07,0.45,45,MEDIUM,57,Possession,v1.2.0
RISK-0000524,LG-000044,2020-10-07,0.32,32,MEDIUM,81,Possession,v1.2.0
RISK-0000525,LG-000044,2020-11-06,0.43,43,MEDIUM,59,Possession,v1.2.0
RISK-0000526,LG-000044,2020-12-06,0.34,34,MEDIUM,78,Possession,v1.2.0
RISK-0000527,LG-000044,2021-01-05,0.36,36,MEDIUM,51,Possession,v1.2.0
RISK-0000528,LG-000044,2021-02-04,0.44,44,MEDIUM,71,Possession,v1.2.0
RISK-0000529,LG-000044,2021-03-06,0.4,40,MEDIUM,109,Possession,v1.2.0
RISK-0000530,LG-000044,2021-04-05,0.38,38,MEDIUM,107,Possession,v1.2.0
RISK-0000531,LG-000044,2021-05-05,0.39,39,MEDIUM,42,Possession,v1.2.0
RISK-0000532,LG-000044,2021-06-04,0.34,34,MEDIUM,48,Possession,v1.2.0
RISK-0000533,LG-000044,2021-07-04,0.4,40,MEDIUM,86,Possession,v1.2.0
RISK-0000534,LG-000045,2023-05-09,0.11,11,LOW,10,Final Handover,v1.2.0
RISK-0000535,LG-000045,2023-06-08,0.18,18,LOW,30,Final Handover,v1.2.0
RISK-0000536,LG-000045,2023-07-08,0.1,10,LOW,15,Final Handover,v1.2.0
RISK-0000537,LG-000045,2023-08-07,0.22,22,LOW,23,Final Handover,v1.2.0
RISK-0000538,LG-000045,2023-09-06,0.13,13,LOW,4,Final Handover,v1.2.0
RISK-0000539,LG-000045,2023-10-06,0.14,14,LOW,16,Final Handover,v1.2.0
RISK-0000540,LG-000045,2023-11-05,0.11,11,LOW,25,Final Handover,v1.2.0
RISK-0000541,LG-000045,2023-12-05,0.11,11,LOW,7,Final Handover,v1.2.0
RISK-0000542,LG-000045,2024-01-04,0.09,9,LOW,23,Final Handover,v1.2.0
RISK-0000543,LG-000045,2024-02-03,0.1,10,LOW,22,Final Handover,v1.2.0
RISK-0000544,LG-000045,2024-03-04,0.19,19,LOW,9,Final Handover,v1.2.0
RISK-0000545,LG-000045,2024-04-03,0.1,10,LOW,7,Final Handover,v1.2.0
RISK-0000546,LG-000045,2024-05-03,0.14,14,LOW,8,Final Handover,v1.2.0
RISK-0000547,LG-000046,2024-03-11,0.1,10,LOW,24,Notification,v1.2.0
RISK-0000548,LG-000046,2024-04-10,0.22,22,LOW,17,Notification,v1.2.0
RISK-0000549,LG-000046,2024-05-10,0.19,19,LOW,19,Notification,v1.2.0
RISK-0000550,LG-000046,2024-06-09,0.23,23,LOW,27,Notification,v1.2.0
RISK-0000551,LG-000046,2024-07-09,0.19,19,LOW,1,Notification,v1.2.0
RISK-0000552,LG-000046,2024-08-08,0.1,10,LOW,18,Notification,v1.2.0
RISK-0000553,LG-000046,2024-09-07,0.1,10,LOW,18,Notification,v1.2.0
RISK-0000554,LG-000046,2024-10-07,0.1,10,LOW,3,Notification,v1.2.0
RISK-0000555,LG-000046,2024-11-06,0.14,14,LOW,11,Notification,v1.2.0
RISK-0000556,LG-000046,2024-12-06,0.2,20,LOW,26,Notification,v1.2.0
RISK-0000557,LG-000046,2025-01-05,0.19,19,LOW,22,Notification,v1.2.0
RISK-0000558,LG-000046,2025-02-04,0.08,8,LOW,11,Notification,v1.2.0
RISK-0000559,LG-000046,2025-03-06,0.21,21,LOW,27,Notification,v1.2.0
RISK-0000560,LG-000047,2023-01-07,0.61,61,HIGH,261,Compensation,v1.2.0
RISK-0000561,LG-000047,2023-02-06,0.61,61,HIGH,206,Compensation,v1.2.0
RISK-0000562,LG-000047,2023-03-08,0.61,61,HIGH,213,Compensation,v1.2.0
RISK-0000563,LG-000047,2023-04-07,0.61,61,HIGH,181,Compensation,v1.2.0
RISK-0000564,LG-000047,2023-05-07,0.67,67,HIGH,245,Compensation,v1.2.0
RISK-0000565,LG-000047,2023-06-06,0.63,63,HIGH,223,Compensation,v1.2.0
RISK-0000566,LG-000047,2023-07-06,0.62,62,HIGH,211,Compensation,v1.2.0
RISK-0000567,LG-000047,2023-08-05,0.63,63,HIGH,242,Compensation,v1.2.0
RISK-0000568,LG-000047,2023-09-04,0.7,70,HIGH,271,Compensation,v1.2.0
RISK-0000569,LG-000047,2023-10-04,0.65,65,HIGH,253,Compensation,v1.2.0
RISK-0000570,LG-000047,2023-11-03,0.66,66,HIGH,202,Compensation,v1.2.0
RISK-0000571,LG-000047,2023-12-03,0.7,70,HIGH,264,Compensation,v1.2.0
RISK-0000572,LG-000047,2024-01-02,0.71,71,HIGH,256,Compensation,v1.2.0
RISK-0000573,LG-000047,2024-02-01,0.72,72,HIGH,220,Compensation,v1.2.0
RISK-0000574,LG-000047,2024-03-02,0.75,75,HIGH,259,Compensation,v1.2.0
RISK-0000575,LG-000047,2024-04-01,0.75,75,HIGH,171,Compensation,v1.2.0
RISK-0000576,LG-000047,2024-05-01,0.72,72,HIGH,202,Compensation,v1.2.0
RISK-0000577,LG-000047,2024-05-31,0.72,72,HIGH,234,Compensation,v1.2.0
RISK-0000578,LG-000047,2024-06-30,0.78,78,HIGH,170,Compensation,v1.2.0
RISK-0000579,LG-000048,2022-08-20,0.84,84,CRITICAL,446,Objection/Hearing,v1.2.0
RISK-0000580,LG-000048,2022-09-19,0.84,84,CRITICAL,471,Objection/Hearing,v1.2.0
RISK-0000581,LG-000048,2022-10-19,0.82,82,CRITICAL,476,Objection/Hearing,v1.2.0
RISK-0000582,LG-000048,2022-11-18,0.82,82,CRITICAL,355,Objection/Hearing,v1.2.0
RISK-0000583,LG-000048,2022-12-18,0.86,86,CRITICAL,540,Objection/Hearing,v1.2.0
RISK-0000584,LG-000048,2023-01-17,0.89,89,CRITICAL,338,Objection/Hearing,v1.2.0
RISK-0000585,LG-000048,2023-02-16,0.87,87,CRITICAL,598,Objection/Hearing,v1.2.0
RISK-0000586,LG-000048,2023-03-18,0.9,90,CRITICAL,329,Objection/Hearing,v1.2.0
RISK-0000587,LG-000048,2023-04-17,0.92,92,CRITICAL,455,Objection/Hearing,v1.2.0
RISK-0000588,LG-000048,2023-05-17,0.92,92,CRITICAL,351,Objection/Hearing,v1.2.0
RISK-0000589,LG-000049,2020-10-25,0.61,61,HIGH,161,Legal Resolution,v1.2.0
RISK-0000590,LG-000049,2020-11-24,0.61,61,HIGH,135,Legal Resolution,v1.2.0
RISK-0000591,LG-000049,2020-12-24,0.61,61,HIGH,246,Legal Resolution,v1.2.0
RISK-0000592,LG-000049,2021-01-23,0.62,62,HIGH,135,Legal Resolution,v1.2.0
RISK-0000593,LG-000049,2021-02-22,0.65,65,HIGH,230,Legal Resolution,v1.2.0
RISK-0000594,LG-000049,2021-03-24,0.62,62,HIGH,234,Legal Resolution,v1.2.0
RISK-0000595,LG-000049,2021-04-23,0.62,62,HIGH,142,Legal Resolution,v1.2.0
