stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0000266,LG-000049,Local Authority,Stakeholder Group 4 (West Siang),Low,Negative,23,9,14,85
STK-0000267,LG-000049,Contractor,Stakeholder Group 5 (West Siang),Low,Negative,8,3,5,41
STK-0000268,LG-000049,Landowner,Stakeholder Group 6 (West Siang),Low,Negative,37,14,23,35
STK-0000269,LG-000049,Village Administration,Stakeholder Group 7 (West Siang),Low,Negative,16,6,10,46
STK-0000270,LG-000050,Landowner,Stakeholder Group 1 (Itanagar),Low,Negative,44,17,27,71
STK-0000271,LG-000050,District Administration,Stakeholder Group 2 (Itanagar),Low,Negative,23,9,14,66
STK-0000272,LG-000050,Landowner,Stakeholder Group 3 (Itanagar),Low,Negative,41,16,25,86
STK-0000273,LG-000050,Landowner,Stakeholder Group 4 (Itanagar),Low,Negative,37,14,23,76
STK-0000274,LG-000050,Village Administration,Stakeholder Group 5 (Itanagar),Low,Negative,50,20,30,61
STK-0000275,LG-000051,District Administration,Stakeholder Group 1 (Bichom),Low,Negative,35,14,21,64
STK-0000276,LG-000051,Landowner,Stakeholder Group 2 (Bichom),Low,Negative,10,4,6,45
STK-0000277,LG-000051,Landowner,Stakeholder Group 3 (Bichom),Low,Negative,50,20,30,59
STK-0000278,LG-000052,Local Authority,Stakeholder Group 1 (Bajali),High,Positive,22,18,4,23
STK-0000279,LG-000052,Village Administration,Stakeholder Group 2 (Bajali),High,Positive,31,26,5,13
STK-0000280,LG-000052,Contractor,Stakeholder Group 3 (Bajali),High,Positive,8,6,2,25
STK-0000281,LG-000052,Local Authority,Stakeholder Group 4 (Bajali),High,Positive,36,30,6,8
STK-0000282,LG-000052,Contractor,Stakeholder Group 5 (Bajali),High,Positive,35,29,6,17
STK-0000283,LG-000052,Landowner,Stakeholder Group 6 (Bajali),High,Positive,25,21,4,9
STK-0000284,LG-000052,Landowner,Stakeholder Group 7 (Bajali),High,Positive,16,13,3,16
STK-0000285,LG-000053,Local Authority,Stakeholder Group 1 (Baksa),High,Positive,28,23,5,13
STK-0000286,LG-000053,Village Administration,Stakeholder Group 2 (Baksa),High,Positive,34,28,6,19
STK-0000287,LG-000053,Landowner,Stakeholder Group 3 (Baksa),High,Positive,16,13,3,12
STK-0000288,LG-000053,Local Authority,Stakeholder Group 4 (Baksa),High,Positive,15,12,3,6
STK-0000289,LG-000053,Contractor,Stakeholder Group 5 (Baksa),High,Positive,9,7,2,9
STK-0000290,LG-000053,District Administration,Stakeholder Group 6 (Baksa),High,Positive,5,4,1,19
STK-0000291,LG-000053,Contractor,Stakeholder Group 7 (Baksa),High,Positive,38,32,6,17
STK-0000292,LG-000054,Village Administration,Stakeholder Group 1 (Barpeta),Low,Negative,5,2,3,80
STK-0000293,LG-000054,Contractor,Stakeholder Group 2 (Barpeta),Low,Negative,15,6,9,82
STK-0000294,LG-000054,Landowner,Stakeholder Group 3 (Barpeta),Low,Negative,36,14,22,47
STK-0000295,LG-000054,District Administration,Stakeholder Group 4 (Barpeta),Low,Negative,42,16,26,69
STK-0000296,LG-000054,Landowner,Stakeholder Group 5 (Barpeta),Low,Negative,38,15,23,83
STK-0000297,LG-000054,District Administration,Stakeholder Group 6 (Barpeta),Low,Negative,44,17,27,38
STK-0000298,LG-000054,Contractor,Stakeholder Group 7 (Barpeta),Low,Negative,9,3,6,68
STK-0000299,LG-000055,Local Authority,Stakeholder Group 1 (Biswanath),High,Positive,49,41,8,11
STK-0000300,LG-000055,District Administration,Stakeholder Group 2 (Biswanath),High,Positive,35,29,6,5
STK-0000301,LG-000055,Contractor,Stakeholder Group 3 (Biswanath),High,Positive,26,22,4,18
STK-0000302,LG-000055,Local Authority,Stakeholder Group 4 (Biswanath),High,Positive,11,9,2,17
STK-0000303,LG-000055,Village Administration,Stakeholder Group 5 (Biswanath),High,Positive,18,15,3,11
STK-0000304,LG-000055,Contractor,Stakeholder Group 6 (Biswanath),High,Positive,44,37,7,23
STK-0000305,LG-000055,Landowner,Stakeholder Group 7 (Biswanath),High,Positive,49,41,8,12
STK-0000306,LG-000056,District Administration,Stakeholder Group 1 (Bongaigaon),Low,Negative,21,8,13,67
STK-0000307,LG-000056,Contractor,Stakeholder Group 2 (Bongaigaon),Low,Negative,17,6,11,72
STK-0000308,LG-000056,Local Authority,Stakeholder Group 3 (Bongaigaon),Low,Negative,43,17,26,66
STK-0000309,LG-000056,Landowner,Stakeholder Group 4 (Bongaigaon),Low,Negative,27,10,17,54
STK-0000310,LG-000056,Local Authority,Stakeholder Group 5 (Bongaigaon),Low,Negative,35,14,21,42
STK-0000311,LG-000056,District Administration,Stakeholder Group 6 (Bongaigaon),Low,Negative,20,8,12,32
STK-0000312,LG-000057,Contractor,Stakeholder Group 1 (Cachar),High,Positive,9,7,2,13
STK-0000313,LG-000057,Village Administration,Stakeholder Group 2 (Cachar),High,Positive,20,17,3,7
STK-0000314,LG-000057,Contractor,Stakeholder Group 3 (Cachar),High,Positive,14,11,3,24
STK-0000315,LG-000057,District Administration,Stakeholder Group 4 (Cachar),High,Positive,48,40,8,10
STK-0000316,LG-000057,Local Authority,Stakeholder Group 5 (Cachar),High,Positive,38,32,6,25
STK-0000317,LG-000057,District Administration,Stakeholder Group 6 (Cachar),High,Positive,47,39,8,18
STK-0000318,LG-000057,Village Administration,Stakeholder Group 7 (Cachar),High,Positive,24,20,4,5
STK-0000319,LG-000057,Contractor,Stakeholder Group 8 (Cachar),High,Positive,20,17,3,9
STK-0000320,LG-000058,Contractor,Stakeholder Group 1 (Charaideo),Low,Negative,13,5,8,32
STK-0000321,LG-000058,Village Administration,Stakeholder Group 2 (Charaideo),Low,Negative,18,7,11,71
STK-0000322,LG-000058,Local Authority,Stakeholder Group 3 (Charaideo),Low,Negative,28,11,17,76
STK-0000323,LG-000058,Landowner,Stakeholder Group 4 (Charaideo),Low,Negative,12,4,8,36
STK-0000324,LG-000058,District Administration,Stakeholder Group 5 (Charaideo),Low,Negative,47,18,29,58
STK-0000325,LG-000058,Landowner,Stakeholder Group 6 (Charaideo),Low,Negative,49,19,30,68
STK-0000326,LG-000058,Local Authority,Stakeholder Group 7 (Charaideo),Low,Negative,8,3,5,53
STK-0000327,LG-000059,District Administration,Stakeholder Group 1 (Chirang),Low,Negative,5,2,3,78
STK-0000328,LG-000059,Contractor,Stakeholder Group 2 (Chirang),Low,Negative,5,2,3,64
STK-0000329,LG-000059,Landowner,Stakeholder Group 3 (Chirang),Low,Negative,14,5,9,72
STK-0000330,LG-000059,Village Administration,Stakeholder Group 4 (Chirang),Low,Negative,15,6,9,44
STK-0000331,LG-000060,Village Administration,Stakeholder Group 1 (Darrang),Low,Negative,9,3,6,30
STK-0000332,LG-000060,District Administration,Stakeholder Group 2 (Darrang),Low,Negative,25,10,15,60
STK-0000333,LG-000060,Local Authority,Stakeholder Group 3 (Darrang),Low,Negative,7,2,5,43
STK-0000334,LG-000060,Contractor,Stakeholder Group 4 (Darrang),Low,Negative,45,18,27,65
STK-0000335,LG-000060,Landowner,Stakeholder Group 5 (Darrang),Low,Negative,16,6,10,48
STK-0000336,LG-000061,Contractor,Stakeholder Group 1 (Dhemaji),High,Positive,42,35,7,7
STK-0000337,LG-000061,Landowner,Stakeholder Group 2 (Dhemaji),High,Positive,43,36,7,9
STK-0000338,LG-000061,Landowner,Stakeholder Group 3 (Dhemaji),High,Positive,30,25,5,25
STK-0000339,LG-000061,Village Administration,Stakeholder Group 4 (Dhemaji),High,Positive,14,11,3,8
STK-0000340,LG-000061,Village Administration,Stakeholder Group 5 (Dhemaji),High,Positive,18,15,3,8
STK-0000341,LG-000061,Contractor,Stakeholder Group 6 (Dhemaji),High,Positive,48,40,8,18
STK-0000342,LG-000061,Village Administration,Stakeholder Group 7 (Dhemaji),High,Positive,34,28,6,6
STK-0000343,LG-000061,Local Authority,Stakeholder Group 8 (Dhemaji),High,Positive,12,10,2,7
STK-0000344,LG-000062,District Administration,Stakeholder Group 1 (Dhubri),Low,Negative,11,4,7,51
STK-0000345,LG-000062,Local Authority,Stakeholder Group 2 (Dhubri),Low,Negative,45,18,27,31
STK-0000346,LG-000062,Landowner,Stakeholder Group 3 (Dhubri),Low,Negative,9,3,6,33
STK-0000347,LG-000062,Local Authority,Stakeholder Group 4 (Dhubri),Low,Negative,33,13,20,61
STK-0000348,LG-000062,Contractor,Stakeholder Group 5 (Dhubri),Low,Negative,47,18,29,37
STK-0000349,LG-000062,Landowner,Stakeholder Group 6 (Dhubri),Low,Negative,21,8,13,31
STK-0000350,LG-000063,Landowner,Stakeholder Group 1 (Dibrugarh),High,Positive,24,20,4,11
STK-0000351,LG-000063,Local Authority,Stakeholder Group 2 (Dibrugarh),High,Positive,12,10,2,12
STK-0000352,LG-000063,Local Authority,Stakeholder Group 3 (Dibrugarh),High,Positive,27,22,5,25
STK-0000353,LG-000064,Local Authority,Stakeholder Group 1 (Dima Hasao),High,Positive,48,40,8,7
STK-0000354,LG-000064,Contractor,Stakeholder Group 2 (Dima Hasao),High,Positive,33,28,5,17
STK-0000355,LG-000064,Village Administration,Stakeholder Group 3 (Dima Hasao),High,Positive,18,15,3,14
STK-0000356,LG-000064,Village Administration,Stakeholder Group 4 (Dima Hasao),High,Positive,46,39,7,20
STK-0000357,LG-000064,Landowner,Stakeholder Group 5 (Dima Hasao),High,Positive,15,12,3,11
STK-0000358,LG-000064,Local Authority,Stakeholder Group 6 (Dima Hasao),High,Positive,40,34,6,17
STK-0000359,LG-000065,Local Authority,Stakeholder Group 1 (Goalpara),Low,Negative,43,17,26,55
STK-0000360,LG-000065,Contractor,Stakeholder Group 2 (Goalpara),Low,Negative,13,5,8,47
STK-0000361,LG-000065,Village Administration,Stakeholder Group 3 (Goalpara),Low,Negative,16,6,10,39
STK-0000362,LG-000066,District Administration,Stakeholder Group 1 (Golaghat),Low,Negative,33,13,20,80
STK-0000363,LG-000066,District Administration,Stakeholder Group 2 (Golaghat),Low,Negative,41,16,25,85
STK-0000364,LG-000066,Landowner,Stakeholder Group 3 (Golaghat),Low,Negative,8,3,5,40
STK-0000365,LG-000066,Landowner,Stakeholder Group 4 (Golaghat),Low,Negative,31,12,19,35
STK-0000366,LG-000067,Village Administration,Stakeholder Group 1 (Hailakandi),Low,Negative,43,17,26,62
STK-0000367,LG-000067,Contractor,Stakeholder Group 2 (Hailakandi),Low,Negative,42,16,26,87
STK-0000368,LG-000067,Local Authority,Stakeholder Group 3 (Hailakandi),Low,Negative,16,6,10,47
STK-0000369,LG-000067,District Administration,Stakeholder Group 4 (Hailakandi),Low,Negative,26,10,16,85
STK-0000370,LG-000067,Landowner,Stakeholder Group 5 (Hailakandi),Low,Negative,8,3,5,62
STK-0000371,LG-000067,Village Administration,Stakeholder Group 6 (Hailakandi),Low,Negative,13,5,8,76
STK-0000372,LG-000068,District Administration,Stakeholder Group 1 (Hojai),High,Positive,12,10,2,6
STK-0000373,LG-000068,District Administration,Stakeholder Group 2 (Hojai),High,Positive,47,39,8,25
STK-0000374,LG-000068,Local Authority,Stakeholder Group 3 (Hojai),High,Positive,39,33,6,11
STK-0000375,LG-000068,Village Administration,Stakeholder Group 4 (Hojai),High,Positive,20,17,3,18
STK-0000376,LG-000068,District Administration,Stakeholder Group 5 (Hojai),High,Positive,12,10,2,15
STK-0000377,LG-000068,Village Administration,Stakeholder Group 6 (Hojai),High,Positive,24,20,4,6
STK-0000378,LG-000069,Village Administration,Stakeholder Group 1 (Jorhat),Low,Negative,9,3,6,89
STK-0000379,LG-000069,Landowner,Stakeholder Group 2 (Jorhat),Low,Negative,45,18,27,53
STK-0000380,LG-000069,Contractor,Stakeholder Group 3 (Jorhat),Low,Negative,10,4,6,76
STK-0000381,LG-000069,Landowner,Stakeholder Group 4 (Jorhat),Low,Negative,22,8,14,34
STK-0000382,LG-000069,District Administration,Stakeholder Group 5 (Jorhat),Low,Negative,41,16,25,51
STK-0000383,LG-000069,District Administration,Stakeholder Group 6 (Jorhat),Low,Negative,32,12,20,31
STK-0000384,LG-000069,Landowner,Stakeholder Group 7 (Jorhat),Low,Negative,41,16,25,66
STK-0000385,LG-000070,Landowner,Stakeholder Group 1 (Kamrup),High,Positive,35,29,6,20
STK-0000386,LG-000070,District Administration,Stakeholder Group 2 (Kamrup),High,Positive,25,21,4,21
STK-0000387,LG-000070,Village Administration,Stakeholder Group 3 (Kamrup),High,Positive,27,22,5,14
STK-0000388,LG-000071,Local Authority,Stakeholder Group 1 (Kamrup Metropolitan),High,Positive,29,24,5,16
STK-0000389,LG-000071,Local Authority,Stakeholder Group 2 (Kamrup Metropolitan),High,Positive,9,7,2,15
STK-0000390,LG-000071,Contractor,Stakeholder Group 3 (Kamrup Metropolitan),High,Positive,17,14,3,20
STK-0000391,LG-000071,Local Authority,Stakeholder Group 4 (Kamrup Metropolitan),High,Positive,21,17,4,10
STK-0000392,LG-000071,Contractor,Stakeholder Group 5 (Kamrup Metropolitan),High,Positive,30,25,5,25
STK-0000393,LG-000071,Village Administration,Stakeholder Group 6 (Kamrup Metropolitan),High,Positive,47,39,8,10
STK-0000394,LG-000071,District Administration,Stakeholder Group 7 (Kamrup Metropolitan),High,Positive,43,36,7,18
STK-0000395,LG-000071,District Administration,Stakeholder Group 8 (Kamrup Metropolitan),High,Positive,19,16,3,10
STK-0000396,LG-000072,Contractor,Stakeholder Group 1 (Karbi Anglong),High,Positive,6,5,1,13
STK-0000397,LG-000072,Contractor,Stakeholder Group 2 (Karbi Anglong),High,Positive,45,38,7,9
STK-0000398,LG-000072,Contractor,Stakeholder Group 3 (Karbi Anglong),High,Positive,44,37,7,18
STK-0000399,LG-000072,District Administration,Stakeholder Group 4 (Karbi Anglong),High,Positive,42,35,7,7
STK-0000400,LG-000072,Local Authority,Stakeholder Group 5 (Karbi Anglong),High,Positive,33,28,5,24
STK-0000401,LG-000072,Contractor,Stakeholder Group 6 (Karbi Anglong),High,Positive,30,25,5,5
STK-0000402,LG-000072,Landowner,Stakeholder Group 7 (Karbi Anglong),High,Positive,40,34,6,22
STK-0000403,LG-000073,Village Administration,Stakeholder Group 1 (Karimganj),High,Positive,13,11,2,7
STK-0000404,LG-000073,Contractor,Stakeholder Group 2 (Karimganj),High,Positive,9,7,2,12
STK-0000405,LG-000073,Village Administration,Stakeholder Group 3 (Karimganj),High,Positive,45,38,7,25
STK-0000406,LG-000073,Contractor,Stakeholder Group 4 (Karimganj),High,Positive,34,28,6,10
STK-0000407,LG-000073,District Administration,Stakeholder Group 5 (Karimganj),High,Positive,32,27,5,22
STK-0000408,LG-000073,Local Authority,Stakeholder Group 6 (Karimganj),High,Positive,46,39,7,12
STK-0000409,LG-000074,Village Administration,Stakeholder Group 1 (Kokrajhar),High,Positive,36,30,6,17
STK-0000410,LG-000074,Village Administration,Stakeholder Group 2 (Kokrajhar),High,Positive,30,25,5,19
STK-0000411,LG-000074,Village Administration,Stakeholder Group 3 (Kokrajhar),High,Positive,10,8,2,16
STK-0000412,LG-000074,Local Authority,Stakeholder Group 4 (Kokrajhar),High,Positive,37,31,6,17
STK-0000413,LG-000074,Village Administration,Stakeholder Group 5 (Kokrajhar),High,Positive,41,34,7,11
STK-0000414,LG-000074,Village Administration,Stakeholder Group 6 (Kokrajhar),High,Positive,27,22,5,24
STK-0000415,LG-000074,Landowner,Stakeholder Group 7 (Kokrajhar),High,Positive,8,6,2,25
STK-0000416,LG-000075,Landowner,Stakeholder Group 1 (Lakhimpur),High,Positive,47,39,8,23
STK-0000417,LG-000075,District Administration,Stakeholder Group 2 (Lakhimpur),High,Positive,22,18,4,19
STK-0000418,LG-000075,Village Administration,Stakeholder Group 3 (Lakhimpur),High,Positive,35,29,6,17
STK-0000419,LG-000075,Landowner,Stakeholder Group 4 (Lakhimpur),High,Positive,44,37,7,11
STK-0000420,LG-000075,Village Administration,Stakeholder Group 5 (Lakhimpur),High,Positive,48,40,8,18
STK-0000421,LG-000075,District Administration,Stakeholder Group 6 (Lakhimpur),High,Positive,46,39,7,15
STK-0000422,LG-000075,Village Administration,Stakeholder Group 7 (Lakhimpur),High,Positive,11,9,2,9
STK-0000423,LG-000075,Contractor,Stakeholder Group 8 (Lakhimpur),High,Positive,35,29,6,7
STK-0000424,LG-000076,Landowner,Stakeholder Group 1 (Majuli),Low,Negative,44,17,27,79
STK-0000425,LG-000076,Village Administration,Stakeholder Group 2 (Majuli),Low,Negative,40,16,24,65
STK-0000426,LG-000076,District Administration,Stakeholder Group 3 (Majuli),Low,Negative,49,19,30,36
STK-0000427,LG-000076,Landowner,Stakeholder Group 4 (Majuli),Low,Negative,40,16,24,73
STK-0000428,LG-000077,Landowner,Stakeholder Group 1 (Morigaon),High,Positive,50,42,8,5
STK-0000429,LG-000077,Village Administration,Stakeholder Group 2 (Morigaon),High,Positive,35,29,6,22
STK-0000430,LG-000077,Contractor,Stakeholder Group 3 (Morigaon),High,Positive,38,32,6,21
STK-0000431,LG-000077,Contractor,Stakeholder Group 4 (Morigaon),High,Positive,5,4,1,9
STK-0000432,LG-000078,District Administration,Stakeholder Group 1 (Nagaon),Low,Negative,26,10,16,79
STK-0000433,LG-000078,District Administration,Stakeholder Group 2 (Nagaon),Low,Negative,20,8,12,30
STK-0000434,LG-000078,Landowner,Stakeholder Group 3 (Nagaon),Low,Negative,27,10,17,73
STK-0000435,LG-000078,Local Authority,Stakeholder Group 4 (Nagaon),Low,Negative,38,15,23,79
STK-0000436,LG-000078,Contractor,Stakeholder Group 5 (Nagaon),Low,Negative,14,5,9,42
STK-0000437,LG-000078,Contractor,Stakeholder Group 6 (Nagaon),Low,Negative,41,16,25,77
STK-0000438,LG-000078,District Administration,Stakeholder Group 7 (Nagaon),Low,Negative,10,4,6,68
STK-0000439,LG-000078,Contractor,Stakeholder Group 8 (Nagaon),Low,Negative,33,13,20,90
STK-0000440,LG-000079,Local Authority,Stakeholder Group 1 (Nalbari),High,Positive,25,21,4,24
STK-0000441,LG-000079,Village Administration,Stakeholder Group 2 (Nalbari),High,Positive,44,37,7,6
STK-0000442,LG-000079,Village Administration,Stakeholder Group 3 (Nalbari),High,Positive,12,10,2,12
STK-0000443,LG-000079,Contractor,Stakeholder Group 4 (Nalbari),High,Positive,36,30,6,11
STK-0000444,LG-000079,Contractor,Stakeholder Group 5 (Nalbari),High,Positive,9,7,2,19
STK-0000445,LG-000079,Local Authority,Stakeholder Group 6 (Nalbari),High,Positive,24,20,4,16
STK-0000446,LG-000080,Local Authority,Stakeholder Group 1 (Sivasagar),High,Positive,36,30,6,24
STK-0000447,LG-000080,Village Administration,Stakeholder Group 2 (Sivasagar),High,Positive,41,34,7,10
STK-0000448,LG-000080,Village Administration,Stakeholder Group 3 (Sivasagar),High,Positive,24,20,4,6
STK-0000449,LG-000081,District Administration,Stakeholder Group 1 (Sonitpur),High,Positive,38,32,6,5
STK-0000450,LG-000081,Landowner,Stakeholder Group 2 (Sonitpur),High,Positive,47,39,8,19
STK-0000451,LG-000081,Local Authority,Stakeholder Group 3 (Sonitpur),High,Positive,14,11,3,21
STK-0000452,LG-000081,Local Authority,Stakeholder Group 4 (Sonitpur),High,Positive,47,39,8,15
STK-0000453,LG-000081,Village Administration,Stakeholder Group 5 (Sonitpur),High,Positive,41,34,7,25
STK-0000454,LG-000082,Local Authority,Stakeholder Group 1 (South Salmara-Mankachar),Low,Negative,45,18,27,60
STK-0000455,LG-000082,Landowner,Stakeholder Group 2 (South Salmara-Mankachar),Low,Negative,13,5,8,67
STK-0000456,LG-000082,Local Authority,Stakeholder Group 3 (South Salmara-Mankachar),Low,Negative,44,17,27,57
STK-0000457,LG-000082,District Administration,Stakeholder Group 4 (South Salmara-Mankachar),Low,Negative,46,18,28,83
STK-0000458,LG-000083,Landowner,Stakeholder Group 1 (Tinsukia),High,Positive,30,25,5,15
STK-0000459,LG-000083,Contractor,Stakeholder Group 2 (Tinsukia),High,Positive,8,6,2,12
STK-0000460,LG-000083,Contractor,Stakeholder Group 3 (Tinsukia),High,Positive,7,5,2,17
STK-0000461,LG-000083,Contractor,Stakeholder Group 4 (Tinsukia),High,Positive,20,17,3,5
STK-0000462,LG-000083,Landowner,Stakeholder Group 5 (Tinsukia),High,Positive,28,23,5,9
STK-0000463,LG-000083,Landowner,Stakeholder Group 6 (Tinsukia),High,Positive,38,32,6,25
STK-0000464,LG-000083,Contractor,Stakeholder Group 7 (Tinsukia),High,Positive,45,38,7,13
STK-0000465,LG-000084,District Administration,Stakeholder Group 1 (Udalguri),High,Positive,26,22,4,15
STK-0000466,LG-000084,Contractor,Stakeholder Group 2 (Udalguri),High,Positive,13,11,2,6
STK-0000467,LG-000084,District Administration,Stakeholder Group 3 (Udalguri),High,Positive,33,28,5,18
STK-0000468,LG-000085,District Administration,Stakeholder Group 1 (West Karbi Anglong),High,Positive,32,27,5,5
STK-0000469,LG-000085,Landowner,Stakeholder Group 2 (West Karbi Anglong),High,Positive,5,4,1,17
