compensation_id,project_id,total_estimated_amount,total_approved_amount,total_disbursed_amount,total_pending_amount,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,average_processing_days,payment_status,compensation_dispute_count
COMP-000938,LG-000938,17383910226.8,15645519204.12,8605035562.27,7040483641.85,4219,2320,1899,103,Partially Completed,6
COMP-000939,LG-000939,26926884848.78,26926884848.78,25829486046.96,1097398801.82,4885,4685,200,34,Partially Completed,1
COMP-000940,LG-000940,20056769894.89,20056769894.89,19554312963.88,502456931.01,4192,4086,106,43,Partially Completed,3
COMP-000941,LG-000941,12177199031.71,10350619176.95,4347260054.32,6003359122.63,4205,1766,2439,82,In Progress,23
COMP-000942,LG-000942,6730267452.55,5720727334.67,2402705480.56,3318021854.11,4746,1993,2753,177,In Progress,23
COMP-000943,LG-000943,2293307920.61,2063977128.55,1135187420.7,928789707.85,1586,872,714,89,Partially Completed,11
COMP-000944,LG-000944,7045204958.19,6340684462.37,3487376454.3,2853308008.07,4081,2244,1837,96,Partially Completed,12
COMP-000945,LG-000945,45093774007.15,45093774007.15,42082350529.39,3011423477.76,3304,3083,221,43,Partially Completed,0
COMP-000946,LG-000946,10897901281.19,9263216089.01,3890550757.38,5372665331.63,2763,1160,1603,157,In Progress,24
COMP-000947,LG-000947,42667821091.81,38401038982.63,21120571440.45,17280467542.18,4469,2457,2012,122,Partially Completed,12
COMP-000948,LG-000948,18360876972.26,16524789275.03,9088634101.27,7436155173.76,103,56,47,131,Partially Completed,9
COMP-000949,LG-000949,36830825635.77,36830825635.77,32661701412.81,4169124222.96,4574,4056,518,17,Partially Completed,2
COMP-000950,LG-000950,17571793211.1,17571793211.1,15643564515.97,1928228695.13,4796,4269,527,55,Partially Completed,2
COMP-000951,LG-000951,30000892690.16,27000803421.14,14850441881.63,12150361539.51,1893,1041,852,118,Partially Completed,10
COMP-000952,LG-000952,37646554202.59,37646554202.59,36054878965.31,1591675237.28,1535,1470,65,19,Partially Completed,2
COMP-000953,LG-000953,20581845022.54,20581845022.54,18553985093.52,2027859929.02,485,437,48,30,Partially Completed,2
COMP-000954,LG-000954,28937749229.81,24597086845.34,10330776475.04,14266310370.3,1326,556,770,143,In Progress,25
COMP-000955,LG-000955,18113523997.35,15396495397.75,6466528067.05,8929967330.7,1902,798,1104,161,In Progress,24
COMP-000956,LG-000956,14684044954.16,14684044954.16,12881386917.43,1802658036.73,275,241,34,25,Partially Completed,3
COMP-000957,LG-000957,6776768866.15,5760253536.23,2419306485.22,3340947051.01,532,223,309,69,In Progress,12
COMP-000958,LG-000958,4750861070.99,4750861070.99,4465394061.62,285467009.37,162,152,10,28,Partially Completed,0
COMP-000959,LG-000959,27537840708.77,27537840708.77,26690084771.89,847755936.88,3360,3256,104,17,Partially Completed,3
COMP-000960,LG-000960,19077013624.25,17169312261.83,9443121744.01,7726190517.82,4649,2556,2093,144,Partially Completed,7
COMP-000961,LG-000961,13660221399.72,13660221399.72,11993612796.02,1666608603.7,4329,3800,529,44,Partially Completed,1
COMP-000962,LG-000962,9587947531.74,9587947531.74,9471539984.81,116407546.93,2736,2702,34,59,Partially Completed,3
COMP-000963,LG-000963,29668271010.56,26701443909.5,14685794150.23,12015649759.27,4734,2603,2131,82,Partially Completed,8
COMP-000964,LG-000964,2782893442.99,2365459426.54,993492959.15,1371966467.39,3834,1610,2224,154,In Progress,16
COMP-000965,LG-000965,27063524152.63,27063524152.63,23873195583.03,3190328569.6,4912,4332,580,15,Partially Completed,0
COMP-000966,LG-000966,6720468254.5,6720468254.5,5863701208.89,856767045.61,2008,1752,256,38,Partially Completed,1
COMP-000967,LG-000967,29481988055.47,29481988055.47,28427760046.5,1054228008.97,1976,1905,71,16,Partially Completed,3
COMP-000968,LG-000968,36199010024.53,32579109022.08,17918509962.14,14660599059.94,591,325,266,169,Partially Completed,9
COMP-000969,LG-000969,6806593521.24,6125934169.12,3369263793.02,2756670376.1,2618,1439,1179,140,Partially Completed,7
COMP-000970,LG-000970,8225519989.14,8225519989.14,7000129973.37,1225390015.77,1882,1601,281,36,Partially Completed,1
COMP-000971,LG-000971,18098677412.69,16288809671.42,8958845319.28,7329964352.14,1645,904,741,135,Partially Completed,11
COMP-000972,LG-000972,46180703988.87,41562633589.98,22859448474.49,18703185115.49,1524,838,686,121,Partially Completed,8
COMP-000973,LG-000973,21411379050.15,21411379050.15,18331153915.5,3080225134.65,4251,3639,612,37,Partially Completed,1
COMP-000974,LG-000974,18778893869.08,18778893869.08,16925939111.85,1852954757.23,1257,1132,125,39,Partially Completed,3
COMP-000975,LG-000975,4992802905.96,4992802905.96,4619116638.24,373686267.72,2302,2129,173,33,Partially Completed,1
COMP-000976,LG-000976,24216952482.65,24216952482.65,22323005303.0,1893947179.65,4294,3958,336,23,Partially Completed,2
COMP-000977,LG-000977,27735847625.53,27735847625.53,26559967417.14,1175880208.39,4431,4243,188,23,Partially Completed,2
COMP-000978,LG-000978,20283757149.39,20283757149.39,19863002436.75,420754712.64,159,155,4,52,Partially Completed,2
COMP-000979,LG-000979,31776240932.31,31776240932.31,29058936832.56,2717304099.75,2111,1930,181,56,Partially Completed,0
COMP-000980,LG-000980,30067825375.65,30067825375.65,29335557867.45,732267508.2,4685,4570,115,41,Partially Completed,2
COMP-000981,LG-000981,25938860105.91,25938860105.91,25781766205.14,157093900.77,3141,3121,20,45,Partially Completed,3
COMP-000982,LG-000982,25521816406.96,25521816406.96,23069253998.97,2452562407.99,4475,4044,431,24,Partially Completed,2
COMP-000983,LG-000983,23995544514.58,23995544514.58,22385920574.74,1609623939.84,3936,3671,265,26,Partially Completed,3
COMP-000984,LG-000984,13025736419.71,13025736419.71,12425994210.04,599742209.67,4186,3993,193,53,Partially Completed,1
COMP-000985,LG-000985,37732026833.29,37732026833.29,35324477010.68,2407549822.61,1399,1309,90,34,Partially Completed,0
COMP-000986,LG-000986,21483511602.99,21483511602.99,20957526542.81,525985060.18,4796,4678,118,47,Partially Completed,0
COMP-000987,LG-000987,9196414624.04,9196414624.04,7930335718.02,1266078906.02,2047,1765,282,43,Partially Completed,3
COMP-000988,LG-000988,10768427467.67,10768427467.67,10387846181.84,380581285.83,4406,4250,156,40,Partially Completed,3
COMP-000989,LG-000989,29958755552.61,29958755552.61,27873199363.66,2085556188.95,3475,3233,242,55,Partially Completed,0
COMP-000990,LG-000990,24869557646.33,24869557646.33,22723834172.87,2145723473.46,978,893,85,51,Partially Completed,2
COMP-000991,LG-000991,6759095807.53,6759095807.53,5847544428.48,911551379.05,481,416,65,43,Partially Completed,0
COMP-000992,LG-000992,13225587207.55,11241749126.42,4721534633.1,6520214493.32,765,321,444,141,In Progress,21
COMP-000993,LG-000993,30063352057.9,30063352057.9,25609971436.06,4453380621.84,1050,894,156,44,Partially Completed,3
COMP-000994,LG-000994,3082626658.43,2774363992.59,1525900195.92,1248463796.67,1548,851,697,87,Partially Completed,8
COMP-000995,LG-000995,22867431805.0,22867431805.0,21644319195.39,1223112609.61,1024,969,55,59,Partially Completed,1
COMP-000996,LG-000996,15090814395.47,13581732955.92,7469953125.76,6111779830.16,3134,1723,1411,123,Partially Completed,7
COMP-000997,LG-000997,31618068425.84,31618068425.84,30389474656.39,1228593769.45,4397,4226,171,52,Partially Completed,0
COMP-000998,LG-000998,7088598863.31,7088598863.31,7042151325.82,46447537.49,1539,1528,11,37,Partially Completed,0
COMP-000999,LG-000999,3279691920.76,2787738132.65,1170850015.71,1616888116.94,4711,1978,2733,101,In Progress,19
COMP-001000,LG-001000,6019726506.73,6019726506.73,5249745987.3,769980519.43,4325,3771,554,53,Partially Completed,1
COMP-001001,LG-001001,4670939751.37,4203845776.23,2312115176.93,1891730599.3,3391,1865,1526,63,Partially Completed,7
COMP-001002,LG-001002,30422067809.15,27379861028.24,15058923565.53,12320937462.71,2560,1408,1152,112,Partially Completed,9
COMP-001003,LG-001003,18801306198.4,18801306198.4,16218540040.39,2582766158.01,974,840,134,21,Partially Completed,0
COMP-001004,LG-001004,12453606120.59,11208245508.53,6164535029.69,5043710478.84,1664,915,749,120,Partially Completed,6
COMP-001005,LG-001005,2060583119.95,2060583119.95,1903876079.96,156707039.99,2061,1904,157,17,Partially Completed,1
COMP-001006,LG-001006,22153903016.61,22153903016.61,21661192695.75,492710320.86,3228,3156,72,34,Partially Completed,3
COMP-001007,LG-001007,542632741.91,488369467.72,268603207.25,219766260.47,3608,1984,1624,71,Partially Completed,5
COMP-001008,LG-001008,15687810464.21,15687810464.21,14543836659.11,1143973805.1,1658,1537,121,56,Partially Completed,1
COMP-001009,LG-001009,14146951240.97,14146951240.97,14004105419.97,142845821.0,4683,4635,48,35,Partially Completed,0
COMP-001010,LG-001010,40179599120.54,36161639208.49,19888901564.67,16272737643.82,1630,896,734,180,Partially Completed,9
COMP-001011,LG-001011,42615587065.86,36223249005.98,15213764582.51,21009484423.47,1584,665,919,101,In Progress,18
COMP-001012,LG-001012,13115472426.71,13115472426.71,11676023760.83,1439448665.88,2780,2474,306,18,Partially Completed,3
COMP-001013,LG-001013,6348905041.89,6348905041.89,5767634316.33,581270725.56,3506,3185,321,34,Partially Completed,1
COMP-001014,LG-001014,14470353282.31,12299800289.96,5165916121.78,7133884168.18,2116,888,1228,162,In Progress,13
COMP-001015,LG-001015,35998533863.51,32398680477.16,17819274262.44,14579406214.72,2315,1273,1042,87,Partially Completed,9
COMP-001016,LG-001016,22949522956.59,20654570660.93,11360013863.51,9294556797.42,3289,1808,1481,138,Partially Completed,7
COMP-001017,LG-001017,13663609516.61,13663609516.61,11908035721.74,1755573794.87,2474,2156,318,30,Partially Completed,2
COMP-001018,LG-001018,4623229306.42,3929744910.46,1650492862.39,2279252048.07,2634,1106,1528,137,In Progress,24
COMP-001019,LG-001019,4225415043.99,4225415043.99,4053925973.36,171489070.63,114,109,5,15,Partially Completed,2
COMP-001020,LG-001020,27764158477.29,27764158477.29,24998546732.36,2765611744.93,4182,3765,417,52,Partially Completed,1
COMP-001021,LG-001021,23320640652.22,20988576587.0,11543717122.85,9444859464.15,4460,2453,2007,81,Partially Completed,10
COMP-001022,LG-001022,25037217154.95,25037217154.95,22999759172.22,2037457982.73,2674,2456,218,38,Partially Completed,2
COMP-001023,LG-001023,23337228700.53,19836644395.45,8331390646.09,11505253749.36,2391,1004,1387,63,In Progress,20
COMP-001024,LG-001024,13113992045.1,13113992045.1,11435606978.08,1678385067.02,3282,2861,421,36,Partially Completed,3
COMP-001025,LG-001025,32170640437.88,28953576394.09,15924467016.75,13029109377.34,2346,1290,1056,104,Partially Completed,7
COMP-001026,LG-001026,16471360908.21,16471360908.21,14498527245.76,1972833662.45,1772,1559,213,36,Partially Completed,1
COMP-001027,LG-001027,23957741731.69,23957741731.69,23119960563.58,837781168.11,3312,3196,116,57,Partially Completed,2
COMP-001028,LG-001028,5800555198.07,4930471918.36,2070798205.71,2859673712.65,899,377,522,82,In Progress,22
COMP-001029,LG-001029,17851400667.68,17851400667.68,17424164564.63,427236103.05,4782,4667,115,56,Partially Completed,2
COMP-001030,LG-001030,4032364345.2,4032364345.2,3733867122.25,298497222.95,545,504,41,31,Partially Completed,3
COMP-001031,LG-001031,11854650469.45,11854650469.45,10789420669.25,1065229800.2,4621,4205,416,45,Partially Completed,2
COMP-001032,LG-001032,20687564664.89,20687564664.89,18694076225.77,1993488439.12,3429,3098,331,51,Partially Completed,0
COMP-001033,LG-001033,16390163330.67,16390163330.67,16268037507.42,122125823.25,4346,4313,33,25,Partially Completed,2
COMP-001034,LG-001034,40866547464.04,40866547464.04,36943259979.08,3923287484.96,1136,1026,110,57,Partially Completed,1
COMP-001035,LG-001035,34868745120.18,34868745120.18,32503358922.31,2365386197.87,21,19,2,36,Partially Completed,1
COMP-001036,LG-001036,2078965155.84,2078965155.84,2042674345.43,36290810.41,2587,2541,46,36,Partially Completed,1
COMP-001037,LG-001037,19442307117.68,19442307117.68,17233140353.66,2209166764.02,4525,4010,515,56,Partially Completed,0
COMP-001038,LG-001038,25535888664.49,25535888664.49,23618380483.26,1917508181.23,2738,2532,206,30,Partially Completed,2
COMP-001039,LG-001039,36458664243.66,36458664243.66,36203148040.02,255516203.64,1071,1063,8,27,Partially Completed,1
COMP-001040,LG-001040,39294370850.63,39294370850.63,37395128023.09,1899242827.54,2168,2063,105,49,Partially Completed,3
COMP-001041,LG-001041,13970529733.34,12573476760.01,6915412218.01,5658064542.0,3356,1845,1511,104,Partially Completed,11
COMP-001042,LG-001042,33469066028.69,33469066028.69,32551495672.08,917570356.61,4489,4365,124,28,Partially Completed,3
COMP-001043,LG-001043,42778352693.68,42778352693.68,40874769366.64,1903583327.04,4081,3899,182,56,Partially Completed,3
COMP-001044,LG-001044,25445282825.96,25445282825.96,23192129832.28,2253152993.68,3350,3053,297,31,Partially Completed,2
COMP-001045,LG-001045,18285465141.9,15542645370.62,6527911055.66,9014734314.96,4342,1823,2519,138,In Progress,19
COMP-001046,LG-001046,30576447536.55,30576447536.55,27739532309.39,2836915227.16,155,140,15,49,Partially Completed,0
COMP-001047,LG-001047,9596961257.41,8637265131.67,4750495822.42,3886769309.25,4082,2245,1837,176,Partially Completed,10
COMP-001048,LG-001048,8056178018.08,8056178018.08,7128530940.27,927647077.81,1420,1256,164,20,Partially Completed,2
COMP-001049,LG-001049,31651120670.93,31651120670.93,26921376395.51,4729744275.42,1572,1337,235,20,Partially Completed,2
COMP-001050,LG-001050,37748913663.87,33974022297.48,18685712263.61,15288310033.87,2426,1334,1092,80,Partially Completed,5
COMP-001051,LG-001051,15825600893.03,13451760759.08,5649739518.81,7802021240.27,3950,1659,2291,66,In Progress,24
COMP-001052,LG-001052,8437656613.36,7593890952.02,4176640023.61,3417250928.41,2060,1133,927,71,Partially Completed,12
COMP-001053,LG-001053,36090735530.35,36090735530.35,34376054332.34,1714681198.01,1475,1404,71,26,Partially Completed,2
COMP-001054,LG-001054,18975526079.12,18975526079.12,17470929865.0,1504596214.12,4357,4011,346,38,Partially Completed,3
COMP-001055,LG-001055,33564756236.04,33564756236.04,31850357273.21,1714398962.83,3138,2977,161,38,Partially Completed,3
COMP-001056,LG-001056,30750504949.58,30750504949.58,29857390170.74,893114778.84,1403,1362,41,21,Partially Completed,1
COMP-001057,LG-001057,27466140430.79,27466140430.79,24450377553.24,3015762877.55,2885,2568,317,46,Partially Completed,0
COMP-001058,LG-001058,26153154072.87,22230180961.94,9336676004.01,12893504957.93,3432,1441,1991,87,In Progress,15
COMP-001059,LG-001059,2362364337.62,2126127903.86,1169370347.12,956757556.74,3352,1843,1509,113,Partially Completed,5
COMP-001060,LG-001060,11669195978.27,11669195978.27,10033468707.31,1635727270.96,4150,3568,582,59,Partially Completed,3
COMP-001061,LG-001061,16556530861.42,16556530861.42,15496043210.19,1060487651.23,661,618,43,17,Partially Completed,3
COMP-001062,LG-001062,3413730382.43,3413730382.43,3202506547.15,211223835.28,3716,3486,230,37,Partially Completed,3
COMP-001063,LG-001063,31979729819.35,31979729819.35,31714740535.42,264989283.93,3330,3302,28,24,Partially Completed,2
COMP-001064,LG-001064,14783694925.0,12566140686.25,5277779088.22,7288361598.03,2587,1086,1501,166,In Progress,17
COMP-001065,LG-001065,20045904915.15,18041314423.64,9922722933.0,8118591490.64,2396,1317,1079,159,Partially Completed,7
COMP-001066,LG-001066,29007202148.61,29007202148.61,27466827452.0,1540374696.61,371,351,20,16,Partially Completed,3
COMP-001067,LG-001067,37165964935.67,37165964935.67,33980672949.67,3185291986.0,2930,2678,252,48,Partially Completed,0
COMP-001068,LG-001068,11636002163.46,11636002163.46,10294869320.12,1341132843.34,4147,3669,478,41,Partially Completed,3
COMP-001069,LG-001069,11713463387.53,9956443879.4,4181706429.35,5774737450.05,2885,1211,1674,65,In Progress,19
COMP-001070,LG-001070,11170119393.28,10053107453.95,5529209099.67,4523898354.28,3913,2152,1761,163,Partially Completed,6
COMP-001071,LG-001071,32148441451.7,32148441451.7,30536905024.43,1611536427.27,2949,2801,148,58,Partially Completed,0
COMP-001072,LG-001072,9991761514.45,8992585363.01,4945921949.66,4046663413.35,2068,1137,931,173,Partially Completed,5
COMP-001073,LG-001073,37482316605.22,37482316605.22,32091886953.14,5390429652.08,56,47,9,51,Partially Completed,2
COMP-001074,LG-001074,42802674949.32,38522407454.39,21187324099.91,17335083354.48,938,515,423,141,Partially Completed,12
COMP-001075,LG-001075,40324655911.33,40324655911.33,38305048994.91,2019606916.42,3845,3652,193,57,Partially Completed,1
COMP-001076,LG-001076,7461701419.86,7461701419.86,7319651899.06,142049520.8,3944,3868,76,59,Partially Completed,0
COMP-001077,LG-001077,20022875513.89,20022875513.89,18879381332.87,1143494181.02,1489,1403,86,41,Partially Completed,1
COMP-001078,LG-001078,32057544775.37,32057544775.37,27482267563.67,4575277211.7,440,377,63,16,Partially Completed,3
COMP-001079,LG-001079,27440077177.94,27440077177.94,25295795124.07,2144282053.87,3720,3429,291,41,Partially Completed,1
COMP-001080,LG-001080,35206007903.03,31685407112.73,17426973912.0,14258433200.73,3013,1657,1356,121,Partially Completed,8
COMP-001081,LG-001081,6217350145.76,5595615131.18,3077588322.15,2518026809.03,4322,2377,1945,107,Partially Completed,7
COMP-001082,LG-001082,4918361490.34,4426525341.31,2434588937.72,1991936403.59,3232,1777,1455,98,Partially Completed,10
COMP-001083,LG-001083,19508621929.49,19508621929.49,18629396148.92,879225780.57,227,216,11,24,Partially Completed,2
COMP-001084,LG-001084,13900785432.62,12510706889.36,6880888789.15,5629818100.21,2966,1631,1335,65,Partially Completed,11
COMP-001085,LG-001085,5079011825.53,5079011825.53,4568028803.25,510983022.28,2974,2674,300,22,Partially Completed,2
COMP-001086,LG-001086,22079271608.98,19871344448.08,10929239446.44,8942105001.64,925,508,417,65,Partially Completed,9
COMP-001087,LG-001087,3957956423.98,3562160781.58,1959188429.87,1602972351.71,4796,2637,2159,126,Partially Completed,6
COMP-001088,LG-001088,10885253750.42,9796728375.38,5388200606.46,4408527768.92,3124,1718,1406,127,Partially Completed,10
COMP-001089,LG-001089,11173128912.91,11173128912.91,9522002906.99,1651126005.92,4738,4037,701,41,Partially Completed,1
COMP-001090,LG-001090,27920180107.27,25128162096.54,13820489153.1,11307672943.44,413,227,186,159,Partially Completed,12
COMP-001091,LG-001091,9137826008.03,9137826008.03,8343376526.15,794449481.88,4029,3678,351,45,Partially Completed,2
COMP-001092,LG-001092,16119053040.87,16119053040.87,15307338912.39,811714128.48,717,680,37,28,Partially Completed,1
COMP-001093,LG-001093,15286256747.13,12993318235.06,5457193658.73,7536124576.33,4519,1897,2622,179,In Progress,24
COMP-001094,LG-001094,9819468654.4,9819468654.4,9476018593.53,343450060.87,3893,3756,137,46,Partially Completed,1
COMP-001095,LG-001095,12779767502.99,11501790752.69,6325984913.98,5175805838.71,3343,1838,1505,177,Partially Completed,11
COMP-001096,LG-001096,42278616068.83,38050754461.95,20927914954.07,17122839507.88,2865,1575,1290,107,Partially Completed,6
COMP-001097,LG-001097,26389609572.19,22431168136.36,9421090617.27,13010077519.09,124,52,72,157,In Progress,25
COMP-001098,LG-001098,29763593286.38,29763593286.38,27493745206.75,2269848079.63,1203,1111,92,38,Partially Completed,2
COMP-001099,LG-001099,17301693141.02,15571523826.92,8564338104.81,7007185722.11,11,6,5,175,Partially Completed,10
COMP-001100,LG-001100,25726335491.69,25726335491.69,23062939540.73,2663395950.96,3495,3133,362,51,Partially Completed,2
COMP-001101,LG-001101,45992612290.3,41393351061.27,22766343083.7,18627007977.57,4725,2598,2127,112,Partially Completed,11
COMP-001102,LG-001102,32952995840.11,29657696256.1,16311732940.85,13345963315.25,328,180,148,106,Partially Completed,6
COMP-001103,LG-001103,14845926074.97,14845926074.97,13710716463.06,1135209611.91,2394,2210,184,43,Partially Completed,2
COMP-001104,LG-001104,9180084571.53,7803071885.8,3277290192.04,4525781693.76,3416,1434,1982,175,In Progress,16
COMP-001105,LG-001105,24194593488.07,24194593488.07,22792208266.45,1402385221.62,3929,3701,228,42,Partially Completed,0
COMP-001106,LG-001106,21088731231.0,21088731231.0,19137183183.1,1951548047.9,4251,3857,394,53,Partially Completed,3
COMP-001107,LG-001107,10540794253.5,8959675115.48,3763063548.5,5196611566.98,4188,1758,2430,170,In Progress,18
COMP-001108,LG-001108,23868400584.95,20288140497.21,8521019008.83,11767121488.38,593,249,344,161,In Progress,18
COMP-001109,LG-001109,13120570301.03,13120570301.03,12395511755.53,725058545.5,2363,2232,131,43,Partially Completed,0
COMP-001110,LG-001110,19469071031.63,19469071031.63,17088650584.44,2380420447.19,452,396,56,60,Partially Completed,3
COMP-001111,LG-001111,18182098685.48,15454783882.66,6491009230.72,8963774651.94,3906,1640,2266,140,In Progress,20
COMP-001112,LG-001112,36947164878.54,33252448390.69,18288846614.88,14963601775.81,682,375,307,95,Partially Completed,6
COMP-001113,LG-001113,12849149750.72,11564234775.65,6360329126.61,5203905649.04,2303,1266,1037,172,Partially Completed,6
COMP-001114,LG-001114,25161896592.51,25161896592.51,23531310149.48,1630586443.03,3339,3122,217,58,Partially Completed,3
COMP-001115,LG-001115,9355340893.57,9355340893.57,8299849795.95,1055491097.62,370,328,42,57,Partially Completed,3
COMP-001116,LG-001116,28536872333.12,28536872333.12,26700365274.1,1836507059.02,929,869,60,58,Partially Completed,3
COMP-001117,LG-001117,44143143455.39,44143143455.39,39157485094.15,4985658361.24,1647,1460,187,37,Partially Completed,0
COMP-001118,LG-001118,30624585462.49,27562126916.24,15159169803.93,12402957112.31,2892,1590,1302,135,Partially Completed,11
COMP-001119,LG-001119,32366115249.08,32366115249.08,29232489052.85,3133626196.23,4854,4384,470,48,Partially Completed,2
COMP-001120,LG-001120,20924299295.14,20924299295.14,20363459371.63,560839923.51,3006,2925,81,38,Partially Completed,3
COMP-001121,LG-001121,243072265.79,243072265.79,223489334.17,19582931.62,1221,1122,99,31,Partially Completed,3
COMP-001122,LG-001122,34517804077.91,34517804077.91,32494931034.56,2022873043.35,2408,2266,142,48,Partially Completed,1
COMP-001123,LG-001123,26963408205.32,26963408205.32,24846057963.43,2117350241.89,926,853,73,51,Partially Completed,1
COMP-001124,LG-001124,15251606092.92,13726445483.63,7549545016.0,6176900467.63,3284,1806,1478,172,Partially Completed,9
COMP-001125,LG-001125,46727248638.11,46727248638.11,41555810926.25,5171437711.86,1500,1333,167,45,Partially Completed,3
COMP-001126,LG-001126,4992988856.95,4992988856.95,4566508354.91,426480502.04,3015,2757,258,24,Partially Completed,3
COMP-001127,LG-001127,32352154324.77,32352154324.77,28216499600.22,4135654724.55,4518,3940,578,57,Partially Completed,2
COMP-001128,LG-001128,29745008856.53,29745008856.53,26002345591.79,3742663264.74,3876,3388,488,50,Partially Completed,2
COMP-001129,LG-001129,1958804989.12,1958804989.12,1829569976.95,129235012.17,1375,1284,91,43,Partially Completed,3
COMP-001130,LG-001130,4906275977.55,4906275977.55,4374954735.36,531321242.19,2619,2335,284,45,Partially Completed,2
COMP-001131,LG-001131,24098229625.9,24098229625.9,23591957616.54,506272009.36,1789,1751,38,60,Partially Completed,3
COMP-001132,LG-001132,37224702825.89,31640997402.01,13289218908.84,18351778493.17,4480,1881,2599,106,In Progress,25
COMP-001133,LG-001133,21268937547.78,21268937547.78,21176391927.85,92545619.93,4382,4362,20,50,Partially Completed,1
COMP-001134,LG-001134,3276757211.17,3276757211.17,2832595646.88,444161564.29,3045,2632,413,52,Partially Completed,3
COMP-001135,LG-001135,19111923547.01,19111923547.01,17485859236.77,1626064310.24,1030,942,88,31,Partially Completed,2
COMP-001136,LG-001136,48289751817.56,48289751817.56,45339704481.61,2950047335.95,4642,4358,284,55,Partially Completed,0
COMP-001137,LG-001137,23675402405.76,20124092044.9,8452118658.86,11671973386.04,49,20,29,160,In Progress,12
COMP-001138,LG-001138,5029667812.49,4526701031.24,2489685567.18,2037015464.06,479,263,216,137,Partially Completed,8
COMP-001139,LG-001139,22218998369.09,22218998369.09,19224321492.82,2994676876.27,1580,1367,213,60,Partially Completed,1
COMP-001140,LG-001140,4320962752.29,4320962752.29,3806487969.07,514474783.22,1650,1453,197,43,Partially Completed,2
COMP-001141,LG-001141,28715840444.77,24408464378.05,10251555038.78,14156909339.27,2027,851,1176,171,In Progress,18
COMP-001142,LG-001142,14434686307.12,12991217676.41,7145169722.03,5846047954.38,102,56,46,139,Partially Completed,6
COMP-001143,LG-001143,33215046964.56,33215046964.56,31604941259.74,1610105704.82,2357,2242,115,43,Partially Completed,0
COMP-001144,LG-001144,40103431962.12,40103431962.12,39113585539.68,989846422.44,3776,3682,94,29,Partially Completed,3
COMP-001145,LG-001145,14167412790.87,14167412790.87,13351977445.86,815435345.01,4552,4290,262,18,Partially Completed,3
COMP-001146,LG-001146,27667531530.93,24900778377.84,13695428107.81,11205350270.03,3968,2182,1786,160,Partially Completed,10
COMP-001147,LG-001147,28226038167.87,28226038167.87,24732093002.78,3493945165.09,2016,1766,250,32,Partially Completed,2
COMP-001148,LG-001148,29201117762.11,24820950097.79,10424799041.07,14396151056.72,1686,708,978,119,In Progress,21
COMP-001149,LG-001149,30015398994.1,30015398994.1,29365038006.54,650360987.56,4294,4200,94,51,Partially Completed,3
COMP-001150,LG-001150,30701769435.59,30701769435.59,29025960975.87,1675808459.72,2564,2424,140,54,Partially Completed,3
COMP-001151,LG-001151,39371367099.71,39371367099.71,38625300183.52,746066916.19,615,603,12,28,Partially Completed,0
COMP-001152,LG-001152,24019253242.38,20416365256.02,8574873407.53,11841491848.49,3024,1270,1754,164,In Progress,13
COMP-001153,LG-001153,26336015297.86,23702413768.07,13036327572.44,10666086195.63,2925,1608,1317,143,Partially Completed,5
COMP-001154,LG-001154,42136550217.56,35816067684.93,15042748427.67,20773319257.26,508,213,295,61,In Progress,24
COMP-001155,LG-001155,8024251715.01,8024251715.01,7804758583.71,219493131.3,2612,2540,72,34,Partially Completed,0
COMP-001156,LG-001156,45526833064.13,45526833064.13,43007805224.06,2519027840.07,4880,4609,271,38,Partially Completed,0
COMP-001157,LG-001157,8223288901.12,8223288901.12,7371307879.29,851981021.83,3285,2944,341,17,Partially Completed,2
COMP-001158,LG-001158,20352491727.25,20352491727.25,17551829857.78,2800661869.47,3121,2691,430,39,Partially Completed,1
COMP-001159,LG-001159,23524979368.56,21172481431.7,11644864787.44,9527616644.26,3762,2069,1693,103,Partially Completed,6
COMP-001160,LG-001160,24713666106.99,21006616190.94,8822778800.19,12183837390.75,3174,1333,1841,154,In Progress,24
COMP-001161,LG-001161,7693653971.14,6539605875.47,2746634467.7,3792971407.77,3146,1321,1825,171,In Progress,22
COMP-001162,LG-001162,30152433379.88,30152433379.88,27232213580.51,2920219799.37,1873,1691,182,26,Partially Completed,2
COMP-001163,LG-001163,19521749659.16,16593487210.29,6969264628.32,9624222581.97,2588,1086,1502,157,In Progress,18
COMP-001164,LG-001164,7646272433.75,7646272433.75,7522409723.43,123862710.32,2583,2541,42,18,Partially Completed,3
COMP-001165,LG-001165,32711975913.74,32711975913.74,28098607554.63,4613368359.11,124,106,18,60,Partially Completed,3
COMP-001166,LG-001166,18562335075.32,15777984814.02,6626753621.89,9151231192.13,4375,1837,2538,75,In Progress,15
COMP-001167,LG-001167,31396346407.5,28256711766.75,15541191471.71,12715520295.04,2348,1291,1057,72,Partially Completed,10
COMP-001168,LG-001168,4754133981.93,4754133981.93,4086347476.1,667786505.83,2036,1750,286,30,Partially Completed,1
COMP-001169,LG-001169,9151327261.0,8236194534.9,4529906994.19,3706287540.71,3254,1789,1465,141,Partially Completed,8
COMP-001170,LG-001170,10864117141.55,10864117141.55,10837029941.79,27087199.76,3241,3232,9,56,Partially Completed,0
COMP-001171,LG-001171,33182714891.56,33182714891.56,31897775864.84,1284939026.72,3137,3015,122,15,Partially Completed,2
