approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0000295,LG-000053,Environmental Clearance,2021-12-14,,In Review,State Cabinet,65
APP-0000296,LG-000053,Land Acquisition Approval,2021-12-06,2022-01-26,Approved,State Cabinet,2
APP-0000297,LG-000053,Financial Approval,2021-11-18,2022-03-01,Approved,District Collectorate,5
APP-0000298,LG-000053,Government Notification,2022-01-16,2022-04-10,Approved,State Cabinet,5
APP-0000299,LG-000054,Administrative Approval,2020-02-03,2020-05-07,Approved,Finance Ministry,11
APP-0000300,LG-000054,Environmental Clearance,2020-03-13,,In Review,MoEFCC,68
APP-0000301,LG-000054,Land Acquisition Approval,2020-02-22,,In Review,MoEFCC,148
APP-0000302,LG-000054,Financial Approval,2020-03-02,2020-04-08,Approved,Finance Ministry,13
APP-0000303,LG-000055,Administrative Approval,2018-07-16,2018-10-09,Approved,MoEFCC,1
APP-0000304,LG-000055,Environmental Clearance,2018-07-21,2018-10-28,Approved,MoEFCC,13
APP-0000305,LG-000055,Land Acquisition Approval,2018-08-19,2018-12-08,Approved,MoEFCC,9
APP-0000306,LG-000055,Financial Approval,2018-08-18,2018-10-14,Approved,MoEFCC,9
APP-0000307,LG-000055,Government Notification,2018-07-16,2018-10-03,Approved,State Cabinet,10
APP-0000308,LG-000055,Administrative Approval,2018-08-24,2018-09-24,Approved,MoEFCC,13
APP-0000309,LG-000056,Administrative Approval,2020-03-20,,In Review,Finance Ministry,30
APP-0000310,LG-000056,Environmental Clearance,2020-04-13,,Submitted,Finance Ministry,125
APP-0000311,LG-000056,Land Acquisition Approval,2020-04-21,,In Review,District Collectorate,44
APP-0000312,LG-000056,Financial Approval,2020-03-03,,Submitted,MoEFCC,84
APP-0000313,LG-000056,Government Notification,2020-04-14,2020-07-20,Approved,Finance Ministry,2
APP-0000314,LG-000056,Administrative Approval,2020-03-29,,Submitted,State Cabinet,87
APP-0000315,LG-000057,Administrative Approval,2024-10-28,2025-02-01,Approved,State Cabinet,2
APP-0000316,LG-000057,Environmental Clearance,2024-09-19,2024-11-24,Approved,District Collectorate,1
APP-0000317,LG-000057,Land Acquisition Approval,2024-10-15,2025-01-17,Approved,Finance Ministry,13
APP-0000318,LG-000057,Financial Approval,2024-08-31,,Submitted,District Collectorate,30
APP-0000319,LG-000057,Government Notification,2024-09-28,2025-01-17,Approved,MoEFCC,10
APP-0000320,LG-000057,Administrative Approval,2024-10-13,2024-12-17,Approved,Finance Ministry,4
APP-0000321,LG-000057,Environmental Clearance,2024-10-15,2024-12-14,Approved,State Cabinet,13
APP-0000322,LG-000058,Administrative Approval,2023-11-09,,Submitted,MoEFCC,62
APP-0000323,LG-000058,Environmental Clearance,2023-12-25,2024-03-01,Approved,Finance Ministry,4
APP-0000324,LG-000058,Land Acquisition Approval,2023-10-02,2024-01-20,Approved,District Collectorate,0
APP-0000325,LG-000058,Financial Approval,2023-10-27,,In Review,Finance Ministry,84
APP-0000326,LG-000058,Government Notification,2023-10-02,,Submitted,State Cabinet,44
APP-0000327,LG-000059,Administrative Approval,2022-01-22,,Conditionally Approved,MoEFCC,50
APP-0000328,LG-000059,Environmental Clearance,2021-12-15,,In Review,District Collectorate,60
APP-0000329,LG-000059,Land Acquisition Approval,2021-11-13,,Conditionally Approved,District Collectorate,103
APP-0000330,LG-000059,Financial Approval,2021-12-15,,Submitted,MoEFCC,87
APP-0000331,LG-000060,Administrative Approval,2019-01-09,2019-02-13,Approved,District Collectorate,0
APP-0000332,LG-000060,Environmental Clearance,2018-12-02,2019-03-24,Approved,District Collectorate,3
APP-0000333,LG-000060,Land Acquisition Approval,2018-11-24,,In Review,Finance Ministry,52
APP-0000334,LG-000060,Financial Approval,2019-01-01,2019-02-15,Approved,MoEFCC,15
APP-0000335,LG-000060,Government Notification,2019-01-29,2019-03-16,Approved,MoEFCC,15
APP-0000336,LG-000060,Administrative Approval,2018-12-17,,Submitted,District Collectorate,138
APP-0000337,LG-000061,Administrative Approval,2021-07-04,2021-09-28,Approved,State Cabinet,2
APP-0000338,LG-000061,Environmental Clearance,2021-06-18,2021-10-11,Approved,Finance Ministry,14
APP-0000339,LG-000061,Land Acquisition Approval,2021-06-25,2021-10-23,Approved,State Cabinet,10
APP-0000340,LG-000062,Administrative Approval,2021-05-09,2021-07-20,Approved,MoEFCC,2
APP-0000341,LG-000062,Environmental Clearance,2021-04-16,,Conditionally Approved,Finance Ministry,65
APP-0000342,LG-000062,Land Acquisition Approval,2021-04-18,,In Review,MoEFCC,52
APP-0000343,LG-000063,Administrative Approval,2023-05-26,2023-08-29,Approved,District Collectorate,15
APP-0000344,LG-000063,Environmental Clearance,2023-06-06,2023-08-29,Approved,Finance Ministry,4
APP-0000345,LG-000063,Land Acquisition Approval,2023-07-05,2023-10-28,Approved,MoEFCC,15
APP-0000346,LG-000063,Financial Approval,2023-06-19,,In Review,MoEFCC,59
APP-0000347,LG-000063,Government Notification,2023-06-18,2023-07-29,Approved,MoEFCC,13
APP-0000348,LG-000063,Administrative Approval,2023-06-30,2023-10-01,Approved,State Cabinet,7
APP-0000349,LG-000063,Environmental Clearance,2023-07-17,2023-11-12,Approved,District Collectorate,7
APP-0000350,LG-000063,Land Acquisition Approval,2023-07-03,2023-09-29,Approved,State Cabinet,12
APP-0000351,LG-000064,Administrative Approval,2024-11-08,2024-12-31,Approved,State Cabinet,3
APP-0000352,LG-000064,Environmental Clearance,2024-10-04,2024-12-30,Approved,Finance Ministry,13
APP-0000353,LG-000064,Land Acquisition Approval,2024-12-12,2025-02-19,Approved,State Cabinet,12
APP-0000354,LG-000064,Financial Approval,2024-10-25,2025-01-12,Approved,MoEFCC,0
APP-0000355,LG-000064,Government Notification,2024-09-25,2025-01-23,Approved,MoEFCC,3
APP-0000356,LG-000064,Administrative Approval,2024-11-01,2025-02-03,Approved,Finance Ministry,8
APP-0000357,LG-000064,Environmental Clearance,2024-09-22,,Conditionally Approved,MoEFCC,31
APP-0000358,LG-000064,Land Acquisition Approval,2024-11-14,2025-02-02,Approved,Finance Ministry,15
APP-0000359,LG-000065,Administrative Approval,2022-01-08,,Conditionally Approved,State Cabinet,84
APP-0000360,LG-000065,Environmental Clearance,2022-02-20,,Submitted,Finance Ministry,102
APP-0000361,LG-000065,Land Acquisition Approval,2022-02-22,,Conditionally Approved,State Cabinet,60
APP-0000362,LG-000065,Financial Approval,2022-01-07,2022-02-22,Approved,District Collectorate,13
APP-0000363,LG-000065,Government Notification,2022-03-04,2022-06-22,Approved,Finance Ministry,5
APP-0000364,LG-000066,Administrative Approval,2018-09-20,2018-12-23,Approved,District Collectorate,6
APP-0000365,LG-000066,Environmental Clearance,2018-09-04,,Submitted,District Collectorate,78
APP-0000366,LG-000066,Land Acquisition Approval,2018-10-03,2019-01-10,Approved,District Collectorate,1
APP-0000367,LG-000066,Financial Approval,2018-09-24,,In Review,District Collectorate,148
APP-0000368,LG-000066,Government Notification,2018-11-11,,In Review,District Collectorate,87
APP-0000369,LG-000067,Administrative Approval,2023-07-08,,Submitted,MoEFCC,108
APP-0000370,LG-000067,Environmental Clearance,2023-06-18,2023-08-29,Approved,District Collectorate,14
APP-0000371,LG-000067,Land Acquisition Approval,2023-07-24,,Conditionally Approved,District Collectorate,87
APP-0000372,LG-000067,Financial Approval,2023-07-24,2023-09-03,Approved,Finance Ministry,5
APP-0000373,LG-000067,Government Notification,2023-06-21,,Submitted,State Cabinet,59
APP-0000374,LG-000067,Administrative Approval,2023-07-05,2023-08-26,Approved,State Cabinet,0
APP-0000375,LG-000068,Administrative Approval,2021-04-02,2021-05-30,Approved,District Collectorate,6
APP-0000376,LG-000068,Environmental Clearance,2021-02-04,2021-04-11,Approved,State Cabinet,14
APP-0000377,LG-000068,Land Acquisition Approval,2021-02-20,2021-05-07,Approved,State Cabinet,7
APP-0000378,LG-000068,Financial Approval,2021-02-05,2021-04-01,Approved,State Cabinet,1
APP-0000379,LG-000068,Government Notification,2021-01-14,,In Review,Finance Ministry,138
APP-0000380,LG-000068,Administrative Approval,2021-02-25,,Conditionally Approved,District Collectorate,64
APP-0000381,LG-000068,Environmental Clearance,2021-03-05,2021-05-23,Approved,Finance Ministry,8
APP-0000382,LG-000069,Administrative Approval,2018-03-17,2018-05-13,Approved,State Cabinet,4
APP-0000383,LG-000069,Environmental Clearance,2018-03-11,2018-06-14,Approved,MoEFCC,0
APP-0000384,LG-000069,Land Acquisition Approval,2018-05-07,,Submitted,State Cabinet,74
APP-0000385,LG-000069,Financial Approval,2018-05-15,2018-09-02,Approved,State Cabinet,5
APP-0000386,LG-000070,Administrative Approval,2023-07-30,2023-10-20,Approved,State Cabinet,13
APP-0000387,LG-000070,Environmental Clearance,2023-07-24,2023-09-25,Approved,State Cabinet,9
APP-0000388,LG-000070,Land Acquisition Approval,2023-07-25,2023-09-02,Approved,MoEFCC,9
APP-0000389,LG-000070,Financial Approval,2023-08-05,2023-11-20,Approved,State Cabinet,7
APP-0000390,LG-000070,Government Notification,2023-09-14,2023-11-16,Approved,Finance Ministry,8
APP-0000391,LG-000070,Administrative Approval,2023-07-22,2023-09-24,Approved,District Collectorate,13
APP-0000392,LG-000071,Administrative Approval,2019-06-10,,Submitted,Finance Ministry,45
APP-0000393,LG-000071,Environmental Clearance,2019-07-29,,Conditionally Approved,Finance Ministry,74
APP-0000394,LG-000071,Land Acquisition Approval,2019-08-11,,Submitted,MoEFCC,88
APP-0000395,LG-000072,Administrative Approval,2018-04-01,2018-07-17,Approved,MoEFCC,4
APP-0000396,LG-000072,Environmental Clearance,2018-06-01,2018-09-04,Approved,District Collectorate,7
APP-0000397,LG-000072,Land Acquisition Approval,2018-03-30,2018-07-14,Approved,Finance Ministry,2
APP-0000398,LG-000072,Financial Approval,2018-04-17,2018-08-14,Approved,Finance Ministry,0
APP-0000399,LG-000073,Administrative Approval,2024-09-21,2024-11-25,Approved,Finance Ministry,10
APP-0000400,LG-000073,Environmental Clearance,2024-11-26,2025-02-15,Approved,State Cabinet,11
APP-0000401,LG-000073,Land Acquisition Approval,2024-10-24,2025-01-10,Approved,State Cabinet,4
APP-0000402,LG-000073,Financial Approval,2024-09-30,2024-12-13,Approved,Finance Ministry,13
APP-0000403,LG-000073,Government Notification,2024-10-03,2024-12-26,Approved,State Cabinet,5
APP-0000404,LG-000073,Administrative Approval,2024-10-09,,Submitted,State Cabinet,72
APP-0000405,LG-000073,Environmental Clearance,2024-10-13,2025-02-02,Approved,Finance Ministry,9
APP-0000406,LG-000074,Administrative Approval,2024-05-05,2024-06-14,Approved,District Collectorate,8
APP-0000407,LG-000074,Environmental Clearance,2024-05-16,,Submitted,State Cabinet,124
APP-0000408,LG-000074,Land Acquisition Approval,2024-03-17,2024-06-28,Approved,District Collectorate,1
APP-0000409,LG-000074,Financial Approval,2024-04-13,,In Review,Finance Ministry,148
APP-0000410,LG-000074,Government Notification,2024-05-17,2024-08-02,Approved,District Collectorate,2
APP-0000411,LG-000074,Administrative Approval,2024-05-07,2024-06-08,Approved,MoEFCC,14
APP-0000412,LG-000074,Environmental Clearance,2024-05-28,2024-07-13,Approved,MoEFCC,12
APP-0000413,LG-000075,Administrative Approval,2024-04-07,2024-05-19,Approved,State Cabinet,12
APP-0000414,LG-000075,Environmental Clearance,2024-02-25,2024-04-14,Approved,Finance Ministry,12
APP-0000415,LG-000075,Land Acquisition Approval,2024-05-17,2024-06-23,Approved,MoEFCC,4
APP-0000416,LG-000075,Financial Approval,2024-02-23,2024-04-23,Approved,Finance Ministry,12
APP-0000417,LG-000075,Government Notification,2024-03-07,,In Review,Finance Ministry,55
APP-0000418,LG-000076,Administrative Approval,2022-06-20,2022-10-13,Approved,MoEFCC,0
APP-0000419,LG-000076,Environmental Clearance,2022-07-12,,Submitted,Finance Ministry,65
APP-0000420,LG-000076,Land Acquisition Approval,2022-07-18,,In Review,District Collectorate,78
APP-0000421,LG-000077,Administrative Approval,2020-03-05,2020-06-18,Approved,MoEFCC,1
APP-0000422,LG-000077,Environmental Clearance,2019-12-31,2020-02-03,Approved,State Cabinet,0
APP-0000423,LG-000077,Land Acquisition Approval,2020-01-27,2020-04-26,Approved,State Cabinet,3
APP-0000424,LG-000078,Administrative Approval,2024-04-30,,Submitted,Finance Ministry,143
APP-0000425,LG-000078,Environmental Clearance,2024-03-31,2024-06-07,Approved,Finance Ministry,10
APP-0000426,LG-000078,Land Acquisition Approval,2024-05-18,,Submitted,State Cabinet,50
APP-0000427,LG-000078,Financial Approval,2024-04-05,,In Review,Finance Ministry,117
APP-0000428,LG-000079,Administrative Approval,2021-12-20,2022-04-11,Approved,State Cabinet,10
APP-0000429,LG-000079,Environmental Clearance,2021-12-25,2022-04-04,Approved,District Collectorate,9
APP-0000430,LG-000079,Land Acquisition Approval,2021-11-23,2022-01-25,Approved,MoEFCC,11
APP-0000431,LG-000079,Financial Approval,2021-12-24,2022-03-28,Approved,District Collectorate,13
APP-0000432,LG-000079,Government Notification,2021-10-28,2022-01-29,Approved,Finance Ministry,11
APP-0000433,LG-000079,Administrative Approval,2021-10-30,2022-02-06,Approved,MoEFCC,0
APP-0000434,LG-000080,Administrative Approval,2018-08-10,,In Review,Finance Ministry,65
APP-0000435,LG-000080,Environmental Clearance,2018-06-01,2018-08-23,Approved,Finance Ministry,1
APP-0000436,LG-000080,Land Acquisition Approval,2018-07-12,2018-09-30,Approved,State Cabinet,9
APP-0000437,LG-000080,Financial Approval,2018-08-16,2018-10-30,Approved,MoEFCC,0
APP-0000438,LG-000080,Government Notification,2018-07-30,2018-10-27,Approved,State Cabinet,5
APP-0000439,LG-000080,Administrative Approval,2018-06-21,2018-09-15,Approved,State Cabinet,13
APP-0000440,LG-000081,Administrative Approval,2021-12-25,2022-01-24,Approved,District Collectorate,13
APP-0000441,LG-000081,Environmental Clearance,2022-03-02,2022-05-22,Approved,State Cabinet,9
APP-0000442,LG-000081,Land Acquisition Approval,2021-12-17,2022-04-15,Approved,MoEFCC,7
APP-0000443,LG-000081,Financial Approval,2022-03-10,2022-05-20,Approved,MoEFCC,9
APP-0000444,LG-000081,Government Notification,2021-12-28,2022-04-09,Approved,Finance Ministry,13
APP-0000445,LG-000081,Administrative Approval,2021-12-17,2022-04-02,Approved,MoEFCC,5
APP-0000446,LG-000082,Administrative Approval,2025-01-13,,Submitted,District Collectorate,96
APP-0000447,LG-000082,Environmental Clearance,2025-02-27,2025-04-10,Approved,State Cabinet,10
APP-0000448,LG-000082,Land Acquisition Approval,2025-02-27,,Submitted,MoEFCC,127
APP-0000449,LG-000082,Financial Approval,2024-12-31,2025-03-22,Approved,MoEFCC,0
APP-0000450,LG-000083,Administrative Approval,2023-05-22,,Conditionally Approved,Finance Ministry,107
APP-0000451,LG-000083,Environmental Clearance,2023-03-26,2023-04-30,Approved,MoEFCC,3
APP-0000452,LG-000083,Land Acquisition Approval,2023-05-29,2023-09-24,Approved,State Cabinet,9
APP-0000453,LG-000083,Financial Approval,2023-03-31,,Conditionally Approved,State Cabinet,139
APP-0000454,LG-000083,Government Notification,2023-05-09,2023-06-20,Approved,District Collectorate,10
APP-0000455,LG-000083,Administrative Approval,2023-05-30,2023-07-05,Approved,State Cabinet,10
APP-0000456,LG-000084,Administrative Approval,2020-08-19,2020-12-07,Approved,Finance Ministry,14
APP-0000457,LG-000084,Environmental Clearance,2020-08-12,2020-10-28,Approved,MoEFCC,14
APP-0000458,LG-000084,Land Acquisition Approval,2020-06-26,2020-10-22,Approved,Finance Ministry,15
APP-0000459,LG-000084,Financial Approval,2020-06-14,2020-08-14,Approved,MoEFCC,0
APP-0000460,LG-000084,Government Notification,2020-08-14,2020-09-16,Approved,Finance Ministry,11
APP-0000461,LG-000084,Administrative Approval,2020-08-04,2020-09-27,Approved,Finance Ministry,4
APP-0000462,LG-000084,Environmental Clearance,2020-06-30,2020-08-16,Approved,Finance Ministry,6
APP-0000463,LG-000084,Land Acquisition Approval,2020-07-10,2020-09-01,Approved,District Collectorate,4
APP-0000464,LG-000085,Administrative Approval,2022-07-12,2022-11-01,Approved,MoEFCC,15
APP-0000465,LG-000085,Environmental Clearance,2022-07-28,2022-10-03,Approved,Finance Ministry,2
APP-0000466,LG-000085,Land Acquisition Approval,2022-08-21,,Conditionally Approved,State Cabinet,39
APP-0000467,LG-000085,Financial Approval,2022-09-13,2022-12-25,Approved,Finance Ministry,11
APP-0000468,LG-000086,Administrative Approval,2019-10-08,2019-11-25,Approved,District Collectorate,12
APP-0000469,LG-000086,Environmental Clearance,2019-11-01,2020-01-23,Approved,Finance Ministry,0
APP-0000470,LG-000086,Land Acquisition Approval,2019-10-08,2020-01-04,Approved,State Cabinet,4
APP-0000471,LG-000086,Financial Approval,2019-12-11,2020-03-07,Approved,State Cabinet,0
APP-0000472,LG-000086,Government Notification,2019-10-10,2020-02-03,Approved,MoEFCC,1
APP-0000473,LG-000086,Administrative Approval,2019-12-18,2020-03-11,Approved,District Collectorate,10
APP-0000474,LG-000086,Environmental Clearance,2019-11-27,2020-02-22,Approved,District Collectorate,1
APP-0000475,LG-000087,Administrative Approval,2020-01-10,2020-04-30,Approved,State Cabinet,7
APP-0000476,LG-000087,Environmental Clearance,2019-11-23,2020-02-15,Approved,MoEFCC,11
APP-0000477,LG-000087,Land Acquisition Approval,2020-02-01,2020-05-15,Approved,State Cabinet,12
APP-0000478,LG-000087,Financial Approval,2019-12-04,2020-01-27,Approved,Finance Ministry,13
APP-0000479,LG-000087,Government Notification,2020-01-16,2020-05-01,Approved,Finance Ministry,12
APP-0000480,LG-000087,Administrative Approval,2020-01-11,2020-02-19,Approved,State Cabinet,0
