timeline_id,project_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,stage_status,responsible_department,planned_duration_days,actual_duration_days,stage_delay_days
TL-0000238,LG-000022,Compensation,2019-11-02,2020-01-17,,,Not Started,Legal Affairs,76,0,0
TL-0000239,LG-000022,Legal Resolution,2020-01-22,2020-03-14,,,Not Started,Land Records Cell,52,0,0
TL-0000240,LG-000022,R&R,2020-03-19,2020-06-28,,,Not Started,Public Works Dept,101,0,0
TL-0000241,LG-000022,Possession,2020-07-03,2020-08-19,,,Not Started,Legal Affairs,47,0,0
TL-0000242,LG-000022,Final Handover,2020-08-24,2020-10-23,,,Not Started,Land Records Cell,60,0,0
TL-0000243,LG-000023,Land Identification,2022-08-22,2022-12-02,2022-08-22,2022-12-15,Completed,Irrigation Department,102,115,13
TL-0000244,LG-000023,Survey,2022-12-07,2023-03-27,2022-12-07,,In Progress,Finance Department,110,0,10
TL-0000245,LG-000023,Documentation,2023-04-01,2023-07-28,,,Not Started,Land Records Cell,118,0,0
TL-0000246,LG-000023,Approval,2023-08-02,2023-10-18,,,Not Started,Revenue Department,77,0,0
TL-0000247,LG-000023,Notification,2023-10-23,2023-12-25,,,Not Started,Environmental Cell,63,0,0
TL-0000248,LG-000023,Objection/Hearing,2023-12-30,2024-04-12,,,Not Started,Revenue Department,104,0,0
TL-0000249,LG-000023,Compensation,2024-04-17,2024-06-04,,,Not Started,Legal Affairs,48,0,0
TL-0000250,LG-000023,Legal Resolution,2024-06-09,2024-09-06,,,Not Started,Environmental Cell,89,0,0
TL-0000251,LG-000023,R&R,2024-09-11,2024-11-25,,,Not Started,Environmental Cell,75,0,0
TL-0000252,LG-000023,Possession,2024-11-30,2025-01-05,,,Not Started,Irrigation Department,36,0,0
TL-0000253,LG-000023,Final Handover,2025-01-10,2025-03-27,,,Not Started,R&R Authority,76,0,0
TL-0000254,LG-000024,Land Identification,2020-08-04,2020-11-11,2020-08-04,2021-02-28,Completed,Revenue Department,99,208,109
TL-0000255,LG-000024,Survey,2020-11-16,2020-12-20,2020-11-16,,In Progress,Land Records Cell,34,0,75
TL-0000256,LG-000024,Documentation,2020-12-25,2021-03-14,,,Not Started,Finance Department,79,0,0
TL-0000257,LG-000024,Approval,2021-03-19,2021-05-28,,,Not Started,R&R Authority,70,0,0
TL-0000258,LG-000024,Notification,2021-06-02,2021-08-27,,,Not Started,Finance Department,86,0,0
TL-0000259,LG-000024,Objection/Hearing,2021-09-01,2021-10-05,,,Not Started,Revenue Department,34,0,0
TL-0000260,LG-000024,Compensation,2021-10-10,2021-12-01,,,Not Started,Irrigation Department,52,0,0
TL-0000261,LG-000024,Legal Resolution,2021-12-06,2022-04-05,,,Not Started,Environmental Cell,120,0,0
TL-0000262,LG-000024,R&R,2022-04-10,2022-07-11,,,Not Started,R&R Authority,92,0,0
TL-0000263,LG-000024,Possession,2022-07-16,2022-09-01,,,Not Started,Irrigation Department,47,0,0
TL-0000264,LG-000024,Final Handover,2022-09-06,2022-11-24,,,Not Started,Finance Department,79,0,0
TL-0000265,LG-000025,Land Identification,2021-09-12,2021-10-18,2021-09-12,,In Progress,Environmental Cell,36,0,10
TL-0000266,LG-000025,Survey,2021-10-23,2022-02-10,,,Not Started,Finance Department,110,0,0
TL-0000267,LG-000025,Documentation,2022-02-15,2022-06-07,,,Not Started,Environmental Cell,112,0,0
TL-0000268,LG-000025,Approval,2022-06-12,2022-07-12,,,Not Started,R&R Authority,30,0,0
TL-0000269,LG-000025,Notification,2022-07-17,2022-09-10,,,Not Started,Irrigation Department,55,0,0
TL-0000270,LG-000025,Objection/Hearing,2022-09-15,2022-11-24,,,Not Started,Land Records Cell,70,0,0
TL-0000271,LG-000025,Compensation,2022-11-29,2023-01-12,,,Not Started,Environmental Cell,44,0,0
TL-0000272,LG-000025,Legal Resolution,2023-01-17,2023-03-19,,,Not Started,Environmental Cell,61,0,0
TL-0000273,LG-000025,R&R,2023-03-24,2023-07-08,,,Not Started,R&R Authority,106,0,0
TL-0000274,LG-000025,Possession,2023-07-13,2023-09-21,,,Not Started,Finance Department,70,0,0
TL-0000275,LG-000025,Final Handover,2023-09-26,2023-12-26,,,Not Started,Environmental Cell,91,0,0
TL-0000276,LG-000026,Land Identification,2024-06-05,2024-07-05,2024-06-05,2024-10-03,Completed,Land Records Cell,30,120,90
TL-0000277,LG-000026,Survey,2024-07-10,2024-08-10,2024-07-10,,In Progress,Finance Department,31,0,41
TL-0000278,LG-000026,Documentation,2024-08-15,2024-11-11,,,Not Started,R&R Authority,88,0,0
TL-0000279,LG-000026,Approval,2024-11-16,2025-03-10,,,Not Started,Finance Department,114,0,0
TL-0000280,LG-000026,Notification,2025-03-15,2025-05-22,,,Not Started,Legal Affairs,68,0,0
TL-0000281,LG-000026,Objection/Hearing,2025-05-27,2025-09-22,,,Not Started,R&R Authority,118,0,0
TL-0000282,LG-000026,Compensation,2025-09-27,2025-12-04,,,Not Started,Land Records Cell,68,0,0
TL-0000283,LG-000026,Legal Resolution,2025-12-09,2026-01-24,,,Not Started,Environmental Cell,46,0,0
TL-0000284,LG-000026,R&R,2026-01-29,2026-03-01,,,Not Started,Public Works Dept,31,0,0
TL-0000285,LG-000026,Possession,2026-03-06,2026-04-19,,,Not Started,Revenue Department,44,0,0
TL-0000286,LG-000026,Final Handover,2026-04-24,2026-08-21,,,Not Started,Public Works Dept,119,0,0
TL-0000287,LG-000027,Land Identification,2020-06-13,2020-07-15,2020-06-13,2020-07-15,Completed,Irrigation Department,32,32,0
TL-0000288,LG-000027,Survey,2020-07-20,2020-09-18,2020-07-20,,In Progress,R&R Authority,60,0,4
TL-0000289,LG-000027,Documentation,2020-09-23,2020-12-26,,,Not Started,Land Records Cell,94,0,0
TL-0000290,LG-000027,Approval,2020-12-31,2021-02-06,,,Not Started,Legal Affairs,37,0,0
TL-0000291,LG-000027,Notification,2021-02-11,2021-04-15,,,Not Started,Legal Affairs,63,0,0
TL-0000292,LG-000027,Objection/Hearing,2021-04-20,2021-06-04,,,Not Started,Revenue Department,45,0,0
TL-0000293,LG-000027,Compensation,2021-06-09,2021-09-30,,,Not Started,Land Records Cell,113,0,0
TL-0000294,LG-000027,Legal Resolution,2021-10-05,2021-12-31,,,Not Started,Irrigation Department,87,0,0
TL-0000295,LG-000027,R&R,2022-01-05,2022-04-18,,,Not Started,Revenue Department,103,0,0
TL-0000296,LG-000027,Possession,2022-04-23,2022-07-20,,,Not Started,Legal Affairs,88,0,0
TL-0000297,LG-000027,Final Handover,2022-07-25,2022-09-23,,,Not Started,Public Works Dept,60,0,0
TL-0000298,LG-000028,Land Identification,2024-09-21,2025-01-13,2024-09-21,2025-01-23,Completed,Legal Affairs,114,124,10
TL-0000299,LG-000028,Survey,2025-01-18,2025-03-15,2025-01-18,2025-03-29,Completed,Legal Affairs,56,70,14
TL-0000300,LG-000028,Documentation,2025-03-20,2025-04-21,2025-03-20,2025-04-25,Completed,Revenue Department,32,36,4
TL-0000301,LG-000028,Approval,2025-04-26,2025-08-11,2025-04-26,,In Progress,Revenue Department,107,0,7
TL-0000302,LG-000028,Notification,2025-08-16,2025-09-16,,,Not Started,Environmental Cell,31,0,0
TL-0000303,LG-000028,Objection/Hearing,2025-09-21,2025-12-12,,,Not Started,Finance Department,82,0,0
TL-0000304,LG-000028,Compensation,2025-12-17,2026-03-07,,,Not Started,Land Records Cell,80,0,0
TL-0000305,LG-000028,Legal Resolution,2026-03-12,2026-07-03,,,Not Started,Land Records Cell,113,0,0
TL-0000306,LG-000028,R&R,2026-07-08,2026-10-14,,,Not Started,Revenue Department,98,0,0
TL-0000307,LG-000028,Possession,2026-10-19,2027-02-11,,,Not Started,Finance Department,115,0,0
TL-0000308,LG-000028,Final Handover,2027-02-16,2027-06-12,,,Not Started,Land Records Cell,116,0,0
TL-0000309,LG-000029,Land Identification,2024-03-05,2024-05-22,2024-03-05,2024-05-25,Completed,Legal Affairs,78,81,3
TL-0000310,LG-000029,Survey,2024-05-27,2024-07-22,2024-05-27,2024-07-31,Completed,Finance Department,56,65,9
TL-0000311,LG-000029,Documentation,2024-07-27,2024-09-25,2024-07-27,2024-10-06,Completed,Legal Affairs,60,71,11
TL-0000312,LG-000029,Approval,2024-09-30,2025-01-22,2024-09-30,2025-01-27,Completed,R&R Authority,114,119,5
TL-0000313,LG-000029,Notification,2025-01-27,2025-03-06,2025-01-27,2025-03-09,Completed,Environmental Cell,38,41,3
TL-0000314,LG-000029,Objection/Hearing,2025-03-11,2025-04-26,2025-03-11,2025-05-02,Completed,Public Works Dept,46,52,6
TL-0000315,LG-000029,Compensation,2025-05-01,2025-08-07,2025-05-01,2025-08-19,Completed,Legal Affairs,98,110,12
TL-0000316,LG-000029,Legal Resolution,2025-08-12,2025-10-21,2025-08-12,2025-11-03,Completed,Public Works Dept,70,83,13
TL-0000317,LG-000029,R&R,2025-10-26,2025-11-30,2025-10-26,,In Progress,Public Works Dept,35,0,9
TL-0000318,LG-000029,Possession,2025-12-05,2026-03-13,,,Not Started,Irrigation Department,98,0,0
TL-0000319,LG-000029,Final Handover,2026-03-18,2026-05-06,,,Not Started,Legal Affairs,49,0,0
TL-0000320,LG-000030,Land Identification,2021-08-15,2021-09-19,2021-08-15,2021-10-02,Completed,Land Records Cell,35,48,13
TL-0000321,LG-000030,Survey,2021-09-24,2021-12-04,2021-09-24,2021-12-14,Completed,Public Works Dept,71,81,10
TL-0000322,LG-000030,Documentation,2021-12-09,2022-03-28,2021-12-09,2022-04-03,Completed,R&R Authority,109,115,6
TL-0000323,LG-000030,Approval,2022-04-02,2022-06-25,2022-04-02,2022-06-28,Completed,Public Works Dept,84,87,3
TL-0000324,LG-000030,Notification,2022-06-30,2022-08-26,2022-06-30,2022-08-29,Completed,Legal Affairs,57,60,3
TL-0000325,LG-000030,Objection/Hearing,2022-08-31,2022-11-10,2022-08-31,2022-11-15,Completed,Revenue Department,71,76,5
TL-0000326,LG-000030,Compensation,2022-11-15,2023-02-04,2022-11-15,2023-02-14,Completed,Revenue Department,81,91,10
TL-0000327,LG-000030,Legal Resolution,2023-02-09,2023-04-29,2023-02-09,2023-05-05,Completed,Finance Department,79,85,6
TL-0000328,LG-000030,R&R,2023-05-04,2023-07-01,2023-05-04,2023-07-03,Completed,Irrigation Department,58,60,2
TL-0000329,LG-000030,Possession,2023-07-06,2023-10-27,2023-07-06,,In Progress,Legal Affairs,113,0,9
TL-0000330,LG-000030,Final Handover,2023-11-01,2023-12-06,,,Not Started,Land Records Cell,35,0,0
TL-0000331,LG-000031,Land Identification,2021-12-19,2022-03-20,2021-12-19,2022-06-30,Completed,Land Records Cell,91,193,102
TL-0000332,LG-000031,Survey,2022-03-25,2022-04-25,2022-03-25,2022-06-11,Completed,Irrigation Department,31,78,47
TL-0000333,LG-000031,Documentation,2022-04-30,2022-05-30,2022-04-30,2022-10-02,Completed,Revenue Department,30,155,125
TL-0000334,LG-000031,Approval,2022-06-04,2022-07-16,2022-06-04,2022-09-21,Completed,Revenue Department,42,109,67
TL-0000335,LG-000031,Notification,2022-07-21,2022-10-07,2022-07-21,2023-02-01,Completed,Irrigation Department,78,195,117
TL-0000336,LG-000031,Objection/Hearing,2022-10-12,2023-01-12,2022-10-12,2023-04-22,Completed,Legal Affairs,92,192,100
TL-0000337,LG-000031,Compensation,2023-01-17,2023-05-04,2023-01-17,,Delayed,Legal Affairs,107,0,74
TL-0000338,LG-000031,Legal Resolution,2023-05-09,2023-07-25,,,Not Started,Legal Affairs,77,0,0
TL-0000339,LG-000031,R&R,2023-07-30,2023-10-08,,,Not Started,Public Works Dept,70,0,0
TL-0000340,LG-000031,Possession,2023-10-13,2023-12-28,,,Not Started,R&R Authority,76,0,0
TL-0000341,LG-000031,Final Handover,2024-01-02,2024-03-20,,,Not Started,Revenue Department,78,0,0
TL-0000342,LG-000032,Land Identification,2024-12-26,2025-04-03,2024-12-26,2025-06-05,Completed,R&R Authority,98,161,63
TL-0000343,LG-000032,Survey,2025-04-08,2025-08-05,2025-04-08,2025-09-16,Completed,R&R Authority,119,161,42
TL-0000344,LG-000032,Documentation,2025-08-10,2025-11-19,2025-08-10,2026-04-12,Completed,Finance Department,101,245,144
TL-0000345,LG-000032,Approval,2025-11-24,2026-01-01,2025-11-24,,Delayed,Land Records Cell,38,0,86
TL-0000346,LG-000032,Notification,2026-01-06,2026-03-03,,,Not Started,Land Records Cell,56,0,0
TL-0000347,LG-000032,Objection/Hearing,2026-03-08,2026-04-30,,,Not Started,Environmental Cell,53,0,0
TL-0000348,LG-000032,Compensation,2026-05-05,2026-06-04,,,Not Started,Finance Department,30,0,0
TL-0000349,LG-000032,Legal Resolution,2026-06-09,2026-08-18,,,Not Started,Land Records Cell,70,0,0
TL-0000350,LG-000032,R&R,2026-08-23,2026-09-27,,,Not Started,Environmental Cell,35,0,0
TL-0000351,LG-000032,Possession,2026-10-02,2027-01-13,,,Not Started,Public Works Dept,103,0,0
TL-0000352,LG-000032,Final Handover,2027-01-18,2027-05-11,,,Not Started,Environmental Cell,113,0,0
TL-0000353,LG-000033,Land Identification,2019-06-04,2019-08-18,2019-06-04,2019-12-31,Completed,R&R Authority,75,210,135
TL-0000354,LG-000033,Survey,2019-08-23,2019-09-22,2019-08-23,2019-12-16,Completed,Public Works Dept,30,115,85
TL-0000355,LG-000033,Documentation,2019-09-27,2019-11-10,2019-09-27,2020-01-13,Completed,Irrigation Department,44,108,64
TL-0000356,LG-000033,Approval,2019-11-15,2019-12-20,2019-11-15,2020-02-15,Completed,R&R Authority,35,92,57
TL-0000357,LG-000033,Notification,2019-12-25,2020-03-17,2019-12-25,2020-07-30,Completed,Legal Affairs,83,218,135
TL-0000358,LG-000033,Objection/Hearing,2020-03-22,2020-04-25,2020-03-22,2020-06-24,Completed,Public Works Dept,34,94,60
TL-0000359,LG-000033,Compensation,2020-04-30,2020-07-30,2020-04-30,,Delayed,Irrigation Department,91,0,105
TL-0000360,LG-000033,Legal Resolution,2020-08-04,2020-09-18,,,Not Started,R&R Authority,45,0,0
TL-0000361,LG-000033,R&R,2020-09-23,2020-12-24,,,Not Started,Finance Department,92,0,0
TL-0000362,LG-000033,Possession,2020-12-29,2021-04-25,,,Not Started,Environmental Cell,117,0,0
TL-0000363,LG-000033,Final Handover,2021-04-30,2021-07-10,,,Not Started,R&R Authority,71,0,0
TL-0000364,LG-000034,Land Identification,2019-10-07,2019-11-20,2019-10-07,,In Progress,Revenue Department,44,0,0
TL-0000365,LG-000034,Survey,2019-11-25,2020-01-10,,,Not Started,Public Works Dept,46,0,0
TL-0000366,LG-000034,Documentation,2020-01-15,2020-02-24,,,Not Started,Irrigation Department,40,0,0
TL-0000367,LG-000034,Approval,2020-02-29,2020-04-17,,,Not Started,Revenue Department,48,0,0
TL-0000368,LG-000034,Notification,2020-04-22,2020-05-23,,,Not Started,Land Records Cell,31,0,0
TL-0000369,LG-000034,Objection/Hearing,2020-05-28,2020-09-04,,,Not Started,Legal Affairs,99,0,0
TL-0000370,LG-000034,Compensation,2020-09-09,2021-01-07,,,Not Started,Land Records Cell,120,0,0
TL-0000371,LG-000034,Legal Resolution,2021-01-12,2021-03-08,,,Not Started,Environmental Cell,55,0,0
TL-0000372,LG-000034,R&R,2021-03-13,2021-06-12,,,Not Started,Finance Department,91,0,0
TL-0000373,LG-000034,Possession,2021-06-17,2021-08-06,,,Not Started,Irrigation Department,50,0,0
TL-0000374,LG-000034,Final Handover,2021-08-11,2021-10-22,,,Not Started,Finance Department,72,0,0
TL-0000375,LG-000035,Land Identification,2024-05-13,2024-08-15,2024-05-13,2024-11-20,Completed,Irrigation Department,94,191,97
TL-0000376,LG-000035,Survey,2024-08-20,2024-12-15,2024-08-20,2025-01-29,Completed,Revenue Department,117,162,45
TL-0000377,LG-000035,Documentation,2024-12-20,2025-02-19,2024-12-20,2025-06-28,Completed,Revenue Department,61,190,129
TL-0000378,LG-000035,Approval,2025-02-24,2025-04-14,2025-02-24,2025-09-10,Completed,Land Records Cell,49,198,149
TL-0000379,LG-000035,Notification,2025-04-19,2025-06-25,2025-04-19,2025-09-21,Completed,Environmental Cell,67,155,88
TL-0000380,LG-000035,Objection/Hearing,2025-06-30,2025-10-10,2025-06-30,,In Progress,Land Records Cell,102,0,71
TL-0000381,LG-000035,Compensation,2025-10-15,2025-12-12,,,Not Started,R&R Authority,58,0,0
TL-0000382,LG-000035,Legal Resolution,2025-12-17,2026-03-16,,,Not Started,Land Records Cell,89,0,0
TL-0000383,LG-000035,R&R,2026-03-21,2026-06-03,,,Not Started,Finance Department,74,0,0
TL-0000384,LG-000035,Possession,2026-06-08,2026-09-05,,,Not Started,Finance Department,89,0,0
TL-0000385,LG-000035,Final Handover,2026-09-10,2026-10-23,,,Not Started,Land Records Cell,43,0,0
TL-0000386,LG-000036,Land Identification,2022-03-14,2022-06-03,2022-03-14,2022-08-06,Completed,Irrigation Department,81,145,64
TL-0000387,LG-000036,Survey,2022-06-08,2022-07-30,2022-06-08,2022-10-03,Completed,Irrigation Department,52,117,65
TL-0000388,LG-000036,Documentation,2022-08-04,2022-10-23,2022-08-04,2022-12-15,Completed,Irrigation Department,80,133,53
TL-0000389,LG-000036,Approval,2022-10-28,2022-12-18,2022-10-28,2023-05-08,Completed,Public Works Dept,51,192,141
TL-0000390,LG-000036,Notification,2022-12-23,2023-03-25,2022-12-23,2023-06-28,Completed,Finance Department,92,187,95
TL-0000391,LG-000036,Objection/Hearing,2023-03-30,2023-06-22,2023-03-30,,In Progress,Irrigation Department,84,0,96
TL-0000392,LG-000036,Compensation,2023-06-27,2023-09-05,,,Not Started,Land Records Cell,70,0,0
TL-0000393,LG-000036,Legal Resolution,2023-09-10,2023-12-26,,,Not Started,R&R Authority,107,0,0
TL-0000394,LG-000036,R&R,2023-12-31,2024-03-24,,,Not Started,Public Works Dept,84,0,0
TL-0000395,LG-000036,Possession,2024-03-29,2024-07-09,,,Not Started,Legal Affairs,102,0,0
TL-0000396,LG-000036,Final Handover,2024-07-14,2024-09-29,,,Not Started,Land Records Cell,77,0,0
TL-0000397,LG-000037,Land Identification,2020-04-27,2020-06-24,2020-04-27,2020-11-04,Completed,Irrigation Department,58,191,133
TL-0000398,LG-000037,Survey,2020-06-29,2020-09-30,2020-06-29,,Delayed,Environmental Cell,93,0,46
TL-0000399,LG-000037,Documentation,2020-10-05,2020-11-30,,,Not Started,Legal Affairs,56,0,0
TL-0000400,LG-000037,Approval,2020-12-05,2021-03-26,,,Not Started,Irrigation Department,111,0,0
TL-0000401,LG-000037,Notification,2021-03-31,2021-07-29,,,Not Started,Irrigation Department,120,0,0
TL-0000402,LG-000037,Objection/Hearing,2021-08-03,2021-09-02,,,Not Started,Land Records Cell,30,0,0
TL-0000403,LG-000037,Compensation,2021-09-07,2021-10-30,,,Not Started,Finance Department,53,0,0
TL-0000404,LG-000037,Legal Resolution,2021-11-04,2022-01-12,,,Not Started,Public Works Dept,69,0,0
TL-0000405,LG-000037,R&R,2022-01-17,2022-03-09,,,Not Started,Legal Affairs,51,0,0
TL-0000406,LG-000037,Possession,2022-03-14,2022-07-09,,,Not Started,Land Records Cell,117,0,0
TL-0000407,LG-000037,Final Handover,2022-07-14,2022-09-03,,,Not Started,Environmental Cell,51,0,0
TL-0000408,LG-000038,Land Identification,2018-01-09,2018-03-16,2018-01-09,,In Progress,Land Records Cell,66,0,7
TL-0000409,LG-000038,Survey,2018-03-21,2018-07-01,,,Not Started,R&R Authority,102,0,0
TL-0000410,LG-000038,Documentation,2018-07-06,2018-08-06,,,Not Started,Irrigation Department,31,0,0
TL-0000411,LG-000038,Approval,2018-08-11,2018-09-14,,,Not Started,Finance Department,34,0,0
TL-0000412,LG-000038,Notification,2018-09-19,2018-10-24,,,Not Started,Legal Affairs,35,0,0
TL-0000413,LG-000038,Objection/Hearing,2018-10-29,2018-12-15,,,Not Started,Finance Department,47,0,0
TL-0000414,LG-000038,Compensation,2018-12-20,2019-03-18,,,Not Started,Irrigation Department,88,0,0
TL-0000415,LG-000038,Legal Resolution,2019-03-23,2019-04-23,,,Not Started,Environmental Cell,31,0,0
TL-0000416,LG-000038,R&R,2019-04-28,2019-07-12,,,Not Started,Public Works Dept,75,0,0
TL-0000417,LG-000038,Possession,2019-07-17,2019-09-29,,,Not Started,R&R Authority,74,0,0
TL-0000418,LG-000038,Final Handover,2019-10-04,2020-01-07,,,Not Started,Land Records Cell,95,0,0
TL-0000419,LG-000039,Land Identification,2022-10-28,2023-02-18,2022-10-28,2023-03-04,Completed,Land Records Cell,113,127,14
TL-0000420,LG-000039,Survey,2023-02-23,2023-03-27,2023-02-23,2023-04-11,Completed,Revenue Department,32,47,15
TL-0000421,LG-000039,Documentation,2023-04-01,2023-06-04,2023-04-01,2023-06-12,Completed,R&R Authority,64,72,8
TL-0000422,LG-000039,Approval,2023-06-09,2023-08-16,2023-06-09,,In Progress,Revenue Department,68,0,1
TL-0000423,LG-000039,Notification,2023-08-21,2023-10-25,,,Not Started,R&R Authority,65,0,0
TL-0000424,LG-000039,Objection/Hearing,2023-10-30,2024-01-31,,,Not Started,Revenue Department,93,0,0
TL-0000425,LG-000039,Compensation,2024-02-05,2024-04-23,,,Not Started,R&R Authority,78,0,0
TL-0000426,LG-000039,Legal Resolution,2024-04-28,2024-07-23,,,Not Started,Revenue Department,86,0,0
TL-0000427,LG-000039,R&R,2024-07-28,2024-09-24,,,Not Started,Public Works Dept,58,0,0
TL-0000428,LG-000039,Possession,2024-09-29,2024-12-16,,,Not Started,Environmental Cell,78,0,0
TL-0000429,LG-000039,Final Handover,2024-12-21,2025-04-14,,,Not Started,R&R Authority,114,0,0
TL-0000430,LG-000040,Land Identification,2024-04-06,2024-06-10,2024-04-06,2024-06-20,Completed,Land Records Cell,65,75,10
